match_id,competition,season,matchday,match_date,as_of,home_team,away_team,lambda_home,lambda_away,prob_home,prob_draw,prob_away,tip_home,tip_away,home_form,away_form,home_venue_form,away_venue_form,h2h,market_log_ratio,market_decay,home_season_matches,away_season_matches,home_log_adjustment,away_log_adjustment,book_prob_home,book_prob_draw,book_prob_away,bookmaker_weight,home_external_prior,away_external_prior,rho,actual_home,actual_away,hybrid_home,hybrid_away,internal_alternative_probability,original_alternative_probability,original_points,hybrid_points,tip_strategy,target_points,target_probability
6bb307f01a3b2ad84fa9,D1,2026,1,2026-08-28 18:30:00,2026-08-27 23:02:21.189,Bayern München,Stuttgart,3.457998342943259,1.235688885550627,0.7597635323627838,0.1384438185368859,0.1017926491003305,3,1,0.6064331919177132,0.0793043377027551,0.5364870587825914,-0.06306638819982498,0.3127403460373817,0.9024846073656982,1.0,0,0,0.09487723479264511,-0.0605903583116217,0.7597635323627836,0.1384438185368859,0.1017926491003305,1,False,False,-0.0833724774227757,5,1,3,1,,,2,2,,,
22f6d2bbcacca85c4e94,D1,2026,1,2026-08-29 13:30:00,2026-08-27 23:02:21.189,SV 07 Elversberg,Bayer 04 Leverkusen,1.293377488598827,2.089828489386681,0.1890067127751818,0.2126699285138446,0.5983233587109735,1,2,0.0,0.1085553461437785,0.0,0.06441827418432762,0.0,-2.304424485545185,1.0,0,0,-0.06303837944581857,0.0684661467530075,0.1890067127751818,0.2126699285138446,0.5983233587109736,1,True,False,-0.0833724774227757,3,2,1,2,,,0,0,,,
653618508398d01c2059,D1,2026,1,2026-08-29 13:30:00,2026-08-27 23:02:21.189,1. FC Köln,TSG 1899 Hoffenheim,1.5141532796359,1.810048499099059,0.3263149467203817,0.2595728089316828,0.4141122443479353,1,2,-0.3313365215200784,0.008630932660796408,-0.218202384952365,-0.08335591044028141,0.03074971560288976,-0.8673310618139876,1.0,0,0,-0.05371098955025286,0.03757571010728876,0.3263149467203818,0.2595728089316829,0.4141122443479353,1,False,False,-0.0833724774227757,3,2,1,2,,,0,0,,,
708e2123f5ca35c9bbfd,D1,2026,1,2026-08-29 13:30:00,2026-08-27 23:02:21.189,RB Leipzig,Borussia Mönchengladbach,2.236610885135754,1.082567221251558,0.6064858214505091,0.2123987348397235,0.1811154437097673,2,1,0.1739150571089665,0.07627102730345321,0.5079051322026105,-0.4410854605166711,0.06423537181011098,1.356429967112609,1.0,0,0,0.05070047211404477,-0.03819116789342378,0.6064858214505091,0.2123987348397236,0.1811154437097674,1,False,False,-0.0833724774227757,3,0,2,1,,,2,2,,,
82cabbd96c7ed6737915,D1,2026,1,2026-08-29 13:30:00,2026-08-27 23:02:21.189,1. FSV Mainz 05,SC Paderborn 07,1.821695556115228,1.182963790615469,0.5661095762026622,0.2360311820586826,0.1978592417386553,2,1,0.1056578525215175,0.0,-0.178846394666652,0.0,0.0,1.558258779813898,1.0,0,0,0.0495222547474992,-0.04423936212142333,0.5661095762026621,0.2360311820586826,0.1978592417386553,1,False,True,-0.0833724774227757,0,0,2,1,,,0,0,,,
86c65e74175f7f6e192f,D1,2026,1,2026-08-29 13:30:00,2026-08-27 23:02:21.189,1. FC Union Berlin,Eintracht Frankfurt,1.373771629981228,1.566091554605506,0.3676826988944221,0.2657879642670045,0.3665293368385734,2,1,0.06372668920840616,-0.2818415415544404,-0.005269858810469191,-0.1937756365411125,0.008624327240902153,-1.088018051296818,1.0,0,0,-0.006304488921812696,-0.00460125369548902,0.367682698894422,0.2657879642670046,0.3665293368385734,1,False,False,-0.0833724774227757,3,3,1,2,0.4108400442097382,0.3665293368385734,0,0,,,
5c8e23fa0199c479fb15,D1,2026,1,2026-08-29 16:30:00,2026-08-27 23:02:21.189,Borussia Dortmund,Hamburger SV,2.452647223093481,0.8106057518819993,0.7236740077557786,0.1689106139437488,0.1074153783004727,2,0,0.2912947023330044,-0.03685838245772449,0.4215907297245185,-0.0564744327293527,0.05102125628191472,1.576166840199263,1.0,0,0,0.07292762317526397,-0.06020580718149997,0.7236740077557785,0.1689106139437488,0.1074153783004727,1,False,False,-0.0833724774227757,2,0,2,0,,,4,4,,,
0abf98d4e232e6b3247e,D1,2026,1,2026-08-30 13:30:00,2026-08-27 23:02:21.189,SC Freiburg,SV Werder Bremen,1.793455867896067,1.104224083743307,0.4773053068195132,0.2652431705214989,0.2574515226589881,2,1,0.09624824935564312,-0.3359831333857168,0.2073461093070846,-0.1965273698861315,0.2168139905055951,0.5651868329848782,1.0,0,0,0.05139435195475187,-0.06338109615625555,0.4773053068195131,0.2652431705214989,0.257451522658988,1,False,False,-0.0833724774227757,4,1,2,1,,,2,2,,,
e996a73221757d1115c5,D1,2026,1,2026-08-30 15:30:00,2026-08-27 23:02:21.189,FC Augsburg,FC Schalke 04,1.534655049438859,1.23141200790835,0.4428083924361623,0.2577590905292849,0.2994325170345528,2,1,0.08426276014149843,-0.1599214981951127,0.2072551118721817,-0.2901954615880608,0.007108632729184379,0.8649427172827191,1.0,0,0,0.03840135049243268,-0.04218428739511339,0.4428083924361623,0.257759090529285,0.2994325170345528,1,False,True,-0.0833724774227757,3,0,2,1,,,2,2,,,
fe93dc1c8dcd334212d6,D1,2026,2,2026-09-04 18:30:00,2026-08-31 12:40:47.129,Stuttgart,1. FC Köln,2.497359935512084,1.106154328562921,0.635826165535367,0.1937167695366929,0.1704570649279401,2,1,-0.1312004071632918,-0.1150946377000564,0.4131454703288586,-0.3580395168776618,0.1934228894285663,1.253454531455157,0.9,1,1,0.03050856259784299,-0.0428233148410104,0.635826165535367,0.1937167695366929,0.1704570649279401,1,False,False,-0.0824121816807098,4,1,2,1,,,2,2,target-score,24.0,0.008264724963920474
