match_id,home_team,away_team,actual_home,actual_away,our_tip_home,our_tip_away,our_points,prob_home_before,prob_draw_before,prob_away_before,prediction_as_of,results_source,mypl_tip,mypl_points,mypl_source,Mareike Leidl_tip,Mareike Leidl_points,Mareike Leidl_source,CsZoli78_tip,CsZoli78_points,CsZoli78_source
fe93dc1c8dcd334212d6,Stuttgart,1. FC Köln,4,1,2,1,2,0.635826165535367,0.1937167695366929,0.1704570649279401,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",2:0,2,IMG_9798.jpeg,2:1,2,IMG_9799.jpeg,1:0,2,IMG_9800.jpeg
196967c8be372d4446f2,TSG 1899 Hoffenheim,Borussia Dortmund,2,3,1,2,3,0.3311676424610632,0.2472018455180609,0.4216305120208758,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",2:3,4,IMG_9798.jpeg,2:2,0,IMG_9799.jpeg,0:1,3,IMG_9800.jpeg
1836d893c89aaa301cd8,Bayer 04 Leverkusen,1. FC Union Berlin,4,0,2,0,2,0.6527150126744886,0.1939290048034021,0.1533559825221093,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",1:0,2,IMG_9798.jpeg,3:1,2,IMG_9799.jpeg,2:0,2,IMG_9800.jpeg
2c1b1f61dae29a68bf23,Borussia Mönchengladbach,SV 07 Elversberg,3,4,1,0,0,0.5301525613881883,0.2405691810869523,0.2292782575248595,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",1:2,3,IMG_9798.jpeg,1:2,3,IMG_9799.jpeg,1:1,0,IMG_9800.jpeg
3ef98259e39407a7d1ff,SV Werder Bremen,RB Leipzig,3,1,1,2,0,0.2629053233891644,0.2410245504262601,0.4960701261845755,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",3:1,4,IMG_9798.jpeg,3:1,4,IMG_9799.jpeg,2:0,3,IMG_9800.jpeg
93a2d70189ea0d824a2f,SC Paderborn 07,SC Freiburg,0,1,0,1,4,0.2976904668794259,0.261677635514704,0.4406318976058701,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",0:1,4,IMG_9798.jpeg,2:3,3,IMG_9799.jpeg,0:1,4,IMG_9800.jpeg
46b27ad7a0c1aeac0213,FC Schalke 04,Bayern München,0,0,0,2,0,0.07219563661013333,0.1204403836304302,0.8073639797594366,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",2:2,3,IMG_9798.jpeg,1:1,3,IMG_9799.jpeg,0:0,4,IMG_9800.jpeg
b3353348cbd04e1ff351,Hamburger SV,1. FSV Mainz 05,0,5,0,1,2,0.3382036246525856,0.2653092582631121,0.3964871170843023,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",1:0,0,IMG_9798.jpeg,1:2,2,IMG_9799.jpeg,0:1,2,IMG_9800.jpeg
07d487956b1e7b9b51b3,Eintracht Frankfurt,FC Augsburg,1,4,2,1,0,0.4905409787384747,0.2374812894283888,0.2719777318331363,2026-08-31 12:40:47.129000,"OpenLigaDB, abgerufen 2026-09-08",1:2,2,IMG_9798.jpeg,2:5,3,IMG_9799.jpeg,0:1,2,IMG_9800.jpeg
