season,matchday,home,away,goals_home,goals_away
2010,1,Hertha BSC,Rot-Weiß Oberhausen,3,2
2010,1,FSV Frankfurt,Arminia Bielefeld,2,1
2010,1,Alemannia Aachen,1. FC Union Berlin,2,2
2010,1,SC Paderborn 07,Erzgebirge Aue,0,1
2010,1,FC Ingolstadt 04,FC Augsburg,1,4
2010,1,Energie Cottbus,Fortuna Düsseldorf,2,0
2010,1,SpVgg Greuther Fürth,Karlsruher SC,4,1
2010,1,VfL Osnabrück,MSV Duisburg,1,3
2010,1,VfL Bochum,TSV 1860 München,3,2
2010,2,FC Augsburg,SC Paderborn 07,1,0
2010,2,Rot-Weiß Oberhausen,FSV Frankfurt,1,0
2010,2,Erzgebirge Aue,VfL Bochum,1,0
2010,2,MSV Duisburg,FC Ingolstadt 04,4,1
2010,2,1. FC Union Berlin,SpVgg Greuther Fürth,1,2
2010,2,Arminia Bielefeld,Energie Cottbus,1,2
2010,2,TSV 1860 München,VfL Osnabrück,3,1
2010,2,Karlsruher SC,Alemannia Aachen,3,0
2010,2,Fortuna Düsseldorf,Hertha BSC,1,2
2010,3,SC Paderborn 07,1. FC Union Berlin,2,0
2010,3,VfL Osnabrück,Erzgebirge Aue,3,2
2010,3,FC Ingolstadt 04,Rot-Weiß Oberhausen,1,2
2010,3,MSV Duisburg,TSV 1860 München,2,1
2010,3,FSV Frankfurt,Fortuna Düsseldorf,1,0
2010,3,VfL Bochum,FC Augsburg,0,2
2010,3,Hertha BSC,Arminia Bielefeld,3,1
2010,3,SpVgg Greuther Fürth,Alemannia Aachen,1,1
2010,3,Energie Cottbus,Karlsruher SC,5,5
2010,4,SpVgg Greuther Fürth,FSV Frankfurt,1,0
2010,4,1. FC Union Berlin,Hertha BSC,1,1
2010,4,Alemannia Aachen,Energie Cottbus,2,3
2010,4,Karlsruher SC,SC Paderborn 07,2,1
2010,4,Rot-Weiß Oberhausen,VfL Bochum,3,1
2010,4,FC Augsburg,VfL Osnabrück,2,2
2010,4,Fortuna Düsseldorf,TSV 1860 München,1,2
2010,4,Arminia Bielefeld,FC Ingolstadt 04,1,0
2010,4,Erzgebirge Aue,MSV Duisburg,1,0
2010,5,Hertha BSC,Karlsruher SC,4,0
2010,5,SC Paderborn 07,Rot-Weiß Oberhausen,0,0
2010,5,Energie Cottbus,SpVgg Greuther Fürth,2,0
2010,5,FSV Frankfurt,Alemannia Aachen,1,3
2010,5,VfL Bochum,Arminia Bielefeld,3,1
2010,5,MSV Duisburg,FC Augsburg,1,0
2010,5,TSV 1860 München,Erzgebirge Aue,0,0
2010,5,VfL Osnabrück,1. FC Union Berlin,4,1
2010,5,FC Ingolstadt 04,Fortuna Düsseldorf,3,0
2010,6,Energie Cottbus,Hertha BSC,0,1
2010,6,Karlsruher SC,FSV Frankfurt,0,2
2010,6,Alemannia Aachen,SC Paderborn 07,2,0
2010,6,Arminia Bielefeld,Erzgebirge Aue,0,1
2010,6,SpVgg Greuther Fürth,FC Ingolstadt 04,1,0
2010,6,FC Augsburg,TSV 1860 München,1,2
2010,6,1. FC Union Berlin,MSV Duisburg,2,0
2010,6,Rot-Weiß Oberhausen,VfL Osnabrück,1,0
2010,6,Fortuna Düsseldorf,VfL Bochum,0,1
2010,7,SC Paderborn 07,Arminia Bielefeld,3,1
2010,7,MSV Duisburg,Rot-Weiß Oberhausen,3,0
2010,7,FC Ingolstadt 04,Karlsruher SC,1,1
2010,7,VfL Bochum,SpVgg Greuther Fürth,0,2
2010,7,VfL Osnabrück,Fortuna Düsseldorf,2,3
2010,7,TSV 1860 München,1. FC Union Berlin,1,0
2010,7,FSV Frankfurt,Energie Cottbus,3,2
2010,7,Erzgebirge Aue,FC Augsburg,3,2
2010,7,Hertha BSC,Alemannia Aachen,0,0
2010,8,Fortuna Düsseldorf,FC Augsburg,1,0
2010,8,SpVgg Greuther Fürth,VfL Osnabrück,3,0
2010,8,1. FC Union Berlin,Erzgebirge Aue,1,1
2010,8,Karlsruher SC,VfL Bochum,0,2
2010,8,FSV Frankfurt,Hertha BSC,0,1
2010,8,Energie Cottbus,SC Paderborn 07,3,1
2010,8,Alemannia Aachen,FC Ingolstadt 04,2,1
2010,8,Rot-Weiß Oberhausen,TSV 1860 München,0,0
2010,8,Arminia Bielefeld,MSV Duisburg,1,3
