season,matchday,home,away,goals_home,goals_away
2017,1,VfL Bochum,FC St. Pauli,0,1
2017,1,FC Ingolstadt 04,1. FC Union Berlin,0,1
2017,1,SV Darmstadt 98,SpVgg Greuther Fürth,1,0
2017,1,Arminia Bielefeld,Jahn Regensburg,2,1
2017,1,1. FC Nürnberg,1. FC Kaiserslautern,3,0
2017,1,Dynamo Dresden,MSV Duisburg,1,0
2017,1,Holstein Kiel,SV Sandhausen,2,2
2017,1,Fortuna Düsseldorf,Eintracht Braunschweig,2,2
2017,1,1. FC Heidenheim 1846,Erzgebirge Aue,2,1
2017,2,1. FC Union Berlin,Holstein Kiel,4,3
2017,2,SV Sandhausen,FC Ingolstadt 04,1,0
2017,2,1. FC Kaiserslautern,SV Darmstadt 98,1,1
2017,2,MSV Duisburg,VfL Bochum,1,1
2017,2,Eintracht Braunschweig,1. FC Heidenheim 1846,2,0
2017,2,Jahn Regensburg,1. FC Nürnberg,0,1
2017,2,SpVgg Greuther Fürth,Arminia Bielefeld,1,2
2017,2,Erzgebirge Aue,Fortuna Düsseldorf,0,2
2017,2,FC St. Pauli,Dynamo Dresden,2,2
2017,3,SV Darmstadt 98,FC St. Pauli,3,0
2017,3,Eintracht Braunschweig,Erzgebirge Aue,1,1
2017,3,Dynamo Dresden,SV Sandhausen,0,4
2017,3,1. FC Heidenheim 1846,MSV Duisburg,1,2
2017,3,Fortuna Düsseldorf,1. FC Kaiserslautern,2,0
2017,3,FC Ingolstadt 04,Jahn Regensburg,2,4
2017,3,1. FC Nürnberg,1. FC Union Berlin,2,2
2017,3,Holstein Kiel,SpVgg Greuther Fürth,3,1
2017,3,Arminia Bielefeld,VfL Bochum,2,0
2017,4,SpVgg Greuther Fürth,FC Ingolstadt 04,0,1
2017,4,MSV Duisburg,SV Darmstadt 98,1,2
2017,4,FC St. Pauli,1. FC Heidenheim 1846,1,0
2017,4,Erzgebirge Aue,1. FC Nürnberg,3,1
2017,4,Jahn Regensburg,Holstein Kiel,1,2
2017,4,1. FC Union Berlin,Arminia Bielefeld,1,1
