season,matchday,home,away,goals_home,goals_away
2000,1,Hannover 96,1. FC Nürnberg,1,1
2000,1,Stuttgarter Kickers,Rot-Weiß Oberhausen,1,0
2000,1,LR Ahlen,FC St. Pauli,3,6
2000,1,Bor. Mönchengladbach,1. FC Saarbrücken,0,0
2000,1,Waldhof Mannheim,Alemannia Aachen,3,0
2000,1,SSV Reutlingen,1. FSV Mainz 05,3,2
2000,1,SpVgg Greuther Fürth,Chemnitzer FC,4,1
2000,1,Arminia Bielefeld,VfL Osnabrück,3,1
2000,1,MSV Duisburg,SSV Ulm 1846,1,2
2000,2,Chemnitzer FC,Hannover 96,0,2
2000,2,FC St. Pauli,Waldhof Mannheim,5,0
2000,2,VfL Osnabrück,Bor. Mönchengladbach,1,3
2000,2,Alemannia Aachen,SSV Reutlingen,4,1
2000,2,1. FC Saarbrücken,SpVgg Greuther Fürth,2,1
2000,2,Rot-Weiß Oberhausen,MSV Duisburg,1,0
2000,2,1. FC Nürnberg,LR Ahlen,2,0
2000,2,1. FSV Mainz 05,Stuttgarter Kickers,2,2
2000,2,SSV Ulm 1846,Arminia Bielefeld,0,1
2000,3,Bor. Mönchengladbach,SSV Ulm 1846,5,0
2000,3,Chemnitzer FC,1. FC Saarbrücken,1,3
2000,3,Hannover 96,LR Ahlen,1,1
2000,3,MSV Duisburg,1. FSV Mainz 05,0,0
2000,3,SSV Reutlingen,FC St. Pauli,2,0
2000,3,Arminia Bielefeld,Rot-Weiß Oberhausen,2,0
2000,3,Waldhof Mannheim,1. FC Nürnberg,1,4
2000,3,Stuttgarter Kickers,Alemannia Aachen,0,3
2000,3,SpVgg Greuther Fürth,VfL Osnabrück,2,0
2000,4,1. FC Saarbrücken,Hannover 96,2,1
2000,4,1. FSV Mainz 05,Arminia Bielefeld,2,4
2000,4,LR Ahlen,Waldhof Mannheim,1,2
2000,4,1. FC Nürnberg,SSV Reutlingen,2,0
2000,4,FC St. Pauli,Stuttgarter Kickers,4,0
2000,4,Rot-Weiß Oberhausen,Bor. Mönchengladbach,1,1
2000,4,SSV Ulm 1846,SpVgg Greuther Fürth,2,2
2000,4,VfL Osnabrück,Chemnitzer FC,1,1
2000,4,Alemannia Aachen,MSV Duisburg,1,0
2000,5,MSV Duisburg,FC St. Pauli,4,1
2000,5,Hannover 96,Waldhof Mannheim,3,0
2000,5,SSV Reutlingen,LR Ahlen,5,1
2000,5,Bor. Mönchengladbach,1. FSV Mainz 05,1,1
2000,5,1. FC Saarbrücken,VfL Osnabrück,2,1
2000,5,Chemnitzer FC,SSV Ulm 1846,1,0
2000,5,Stuttgarter Kickers,1. FC Nürnberg,0,2
2000,5,SpVgg Greuther Fürth,Rot-Weiß Oberhausen,1,2
2000,5,Arminia Bielefeld,Alemannia Aachen,1,1
2000,6,SSV Ulm 1846,1. FC Saarbrücken,3,1
2000,6,1. FC Nürnberg,MSV Duisburg,3,1
2000,6,Waldhof Mannheim,SSV Reutlingen,1,1
2000,6,FC St. Pauli,Arminia Bielefeld,2,0
2000,6,LR Ahlen,Stuttgarter Kickers,1,1
2000,6,Rot-Weiß Oberhausen,Chemnitzer FC,4,1
2000,6,VfL Osnabrück,Hannover 96,0,1
2000,6,1. FSV Mainz 05,SpVgg Greuther Fürth,1,0
2000,6,Alemannia Aachen,Bor. Mönchengladbach,1,1
2000,7,1. FC Saarbrücken,Rot-Weiß Oberhausen,3,2
2000,7,MSV Duisburg,LR Ahlen,3,3
2000,7,Stuttgarter Kickers,Waldhof Mannheim,2,2
2000,7,Bor. Mönchengladbach,FC St. Pauli,4,2
2000,7,Chemnitzer FC,1. FSV Mainz 05,0,2
2000,7,Hannover 96,SSV Reutlingen,5,1
2000,7,VfL Osnabrück,SSV Ulm 1846,2,1
2000,7,SpVgg Greuther Fürth,Alemannia Aachen,3,0
2000,7,Arminia Bielefeld,1. FC Nürnberg,1,2
2000,8,Waldhof Mannheim,MSV Duisburg,1,0
2000,8,Alemannia Aachen,Chemnitzer FC,1,2
2000,8,LR Ahlen,Arminia Bielefeld,1,1
2000,8,1. FSV Mainz 05,1. FC Saarbrücken,1,0
2000,8,FC St. Pauli,SpVgg Greuther Fürth,3,3
2000,8,Rot-Weiß Oberhausen,VfL Osnabrück,5,2
2000,8,SSV Ulm 1846,Hannover 96,3,3
2000,8,SSV Reutlingen,Stuttgarter Kickers,1,0
2000,8,1. FC Nürnberg,Bor. Mönchengladbach,2,1
2000,9,Chemnitzer FC,FC St. Pauli,1,3
2000,9,Arminia Bielefeld,Waldhof Mannheim,0,0
2000,9,Hannover 96,Stuttgarter Kickers,1,0
2000,9,SpVgg Greuther Fürth,1. FC Nürnberg,0,0
2000,9,1. FC Saarbrücken,Alemannia Aachen,1,3
2000,9,MSV Duisburg,SSV Reutlingen,4,3
2000,9,SSV Ulm 1846,Rot-Weiß Oberhausen,0,1
2000,9,VfL Osnabrück,1. FSV Mainz 05,2,1
2000,9,Bor. Mönchengladbach,LR Ahlen,1,2
2000,10,SSV Reutlingen,Arminia Bielefeld,3,2
2000,10,1. FC Nürnberg,Chemnitzer FC,3,1
2000,10,Alemannia Aachen,VfL Osnabrück,0,0
2000,10,1. FSV Mainz 05,SSV Ulm 1846,0,3
2000,10,Waldhof Mannheim,Bor. Mönchengladbach,4,0
2000,10,LR Ahlen,SpVgg Greuther Fürth,2,0
2000,10,FC St. Pauli,1. FC Saarbrücken,2,2
2000,10,Rot-Weiß Oberhausen,Hannover 96,0,0
2000,10,Stuttgarter Kickers,MSV Duisburg,0,0
2000,11,Chemnitzer FC,LR Ahlen,2,2
2000,11,Arminia Bielefeld,Stuttgarter Kickers,0,0
