season,matchday,home,away,goals_home,goals_away
2022,6,SV Darmstadt 98,1. FC Heidenheim 1846,2,2
2022,6,FC St. Pauli,SC Paderborn 07,2,2
2022,6,Karlsruher SC,Hansa Rostock,2,0
2022,6,1. FC Nürnberg,Hamburger SV,0,2
2022,6,Holstein Kiel,SV Sandhausen,1,0
2022,6,Hannover 96,SpVgg Greuther Fürth,2,1
2022,6,1. FC Kaiserslautern,1. FC Magdeburg,4,4
2022,7,1. FC Heidenheim 1846,Fortuna Düsseldorf,2,1
2022,7,Eintracht Braunschweig,1. FC Nürnberg,4,2
2022,7,SpVgg Greuther Fürth,FC St. Pauli,2,2
2022,7,SC Paderborn 07,1. FC Magdeburg,1,0
2022,7,Jahn Regensburg,Holstein Kiel,0,0
2022,7,Hamburger SV,Karlsruher SC,1,0
2022,7,SV Darmstadt 98,Arminia Bielefeld,1,1
2022,7,Hansa Rostock,Hannover 96,0,1
2022,7,SV Sandhausen,1. FC Kaiserslautern,0,0
2022,8,1. FC Nürnberg,Arminia Bielefeld,1,0
2022,8,Holstein Kiel,Hamburger SV,2,3
2022,8,SC Paderborn 07,Jahn Regensburg,3,0
2022,8,Hannover 96,Eintracht Braunschweig,1,1
2022,8,Karlsruher SC,1. FC Heidenheim 1846,0,0
2022,8,Fortuna Düsseldorf,Hansa Rostock,3,1
2022,8,FC St. Pauli,SV Sandhausen,1,1
2022,8,1. FC Magdeburg,SpVgg Greuther Fürth,2,1
2022,8,1. FC Kaiserslautern,SV Darmstadt 98,3,3
2022,9,SV Sandhausen,Hannover 96,2,3
2022,9,Eintracht Braunschweig,Karlsruher SC,2,1
2022,9,Arminia Bielefeld,Holstein Kiel,4,2
2022,9,SV Darmstadt 98,1. FC Nürnberg,2,0
2022,9,Hansa Rostock,1. FC Magdeburg,3,1
2022,9,Hamburger SV,Fortuna Düsseldorf,2,0
2022,9,SpVgg Greuther Fürth,SC Paderborn 07,2,1
2022,9,1. FC Heidenheim 1846,1. FC Kaiserslautern,2,2
2022,9,Jahn Regensburg,FC St. Pauli,2,0
2022,10,SC Paderborn 07,SV Darmstadt 98,1,2
2022,10,Hannover 96,Hamburger SV,1,2
2022,10,SpVgg Greuther Fürth,SV Sandhausen,1,1
2022,10,Holstein Kiel,Hansa Rostock,1,1
2022,10,Fortuna Düsseldorf,Arminia Bielefeld,4,1
2022,10,FC St. Pauli,1. FC Heidenheim 1846,0,0
2022,10,Karlsruher SC,1. FC Nürnberg,3,0
2022,10,1. FC Magdeburg,Jahn Regensburg,1,0
2022,10,1. FC Kaiserslautern,Eintracht Braunschweig,1,1
2022,11,Arminia Bielefeld,Karlsruher SC,1,2
2022,11,Jahn Regensburg,SpVgg Greuther Fürth,2,2
2022,11,SV Darmstadt 98,Fortuna Düsseldorf,1,0
2022,11,Hansa Rostock,SC Paderborn 07,0,3
2022,11,Eintracht Braunschweig,FC St. Pauli,2,1
2022,11,Hamburger SV,1. FC Kaiserslautern,1,1
2022,11,1. FC Heidenheim 1846,Hannover 96,2,1
2022,11,1. FC Nürnberg,Holstein Kiel,2,3
2022,11,SV Sandhausen,1. FC Magdeburg,1,0
2022,12,SpVgg Greuther Fürth,Hansa Rostock,2,2
2022,12,FC St. Pauli,Hamburger SV,3,0
2022,12,Fortuna Düsseldorf,1. FC Nürnberg,0,1
2022,12,Karlsruher SC,SV Darmstadt 98,1,2
2022,12,1. FC Magdeburg,Eintracht Braunschweig,0,2
2022,12,Hannover 96,Arminia Bielefeld,2,0
2022,12,SC Paderborn 07,SV Sandhausen,3,0
2022,12,Holstein Kiel,1. FC Heidenheim 1846,3,1
2022,12,1. FC Kaiserslautern,Jahn Regensburg,0,3
2022,13,SV Darmstadt 98,Holstein Kiel,1,1
2022,13,Hansa Rostock,1. FC Kaiserslautern,0,2
2022,13,1. FC Nürnberg,Hannover 96,0,0
2022,13,Jahn Regensburg,SV Sandhausen,2,1
2022,13,Eintracht Braunschweig,SC Paderborn 07,0,0
2022,13,Arminia Bielefeld,FC St. Pauli,2,0
2022,13,Hamburger SV,1. FC Magdeburg,2,3
2022,13,1. FC Heidenheim 1846,SpVgg Greuther Fürth,3,1
2022,13,Karlsruher SC,Fortuna Düsseldorf,0,2
2022,14,SpVgg Greuther Fürth,Arminia Bielefeld,1,0
2022,14,1. FC Magdeburg,1. FC Heidenheim 1846,1,1
2022,14,Holstein Kiel,Fortuna Düsseldorf,1,2
2022,14,Jahn Regensburg,Hansa Rostock,0,3
2022,14,1. FC Kaiserslautern,1. FC Nürnberg,0,0
2022,14,FC St. Pauli,SV Darmstadt 98,1,1
2022,14,SC Paderborn 07,Hamburger SV,2,3
2022,14,Hannover 96,Karlsruher SC,1,0
2022,14,SV Sandhausen,Eintracht Braunschweig,2,2
2022,15,SV Darmstadt 98,Hannover 96,1,0
2022,15,Hansa Rostock,SV Sandhausen,0,1
2022,15,1. FC Heidenheim 1846,SC Paderborn 07,3,0
2022,15,Fortuna Düsseldorf,FC St. Pauli,1,0
2022,15,Karlsruher SC,Holstein Kiel,1,4
2022,15,Arminia Bielefeld,1. FC Kaiserslautern,2,3
2022,15,Hamburger SV,Jahn Regensburg,3,1
2022,15,1. FC Nürnberg,1. FC Magdeburg,1,2
2022,15,Eintracht Braunschweig,SpVgg Greuther Fürth,0,1
2022,16,FC St. Pauli,Holstein Kiel,0,0
2022,16,SC Paderborn 07,Arminia Bielefeld,0,2
2022,16,Hannover 96,Fortuna Düsseldorf,2,0
2022,16,1. FC Kaiserslautern,Karlsruher SC,2,0
2022,16,SpVgg Greuther Fürth,Hamburger SV,1,0
2022,16,Hansa Rostock,1. FC Nürnberg,1,1
2022,16,SV Sandhausen,1. FC Heidenheim 1846,3,4
2022,16,Jahn Regensburg,Eintracht Braunschweig,1,1
2022,16,1. FC Magdeburg,SV Darmstadt 98,0,1
2022,17,Holstein Kiel,Hannover 96,1,1
2022,17,Fortuna Düsseldorf,1. FC Kaiserslautern,1,2
2022,17,Hamburger SV,SV Sandhausen,4,2
2022,17,1. FC Heidenheim 1846,Jahn Regensburg,5,4
2022,17,Karlsruher SC,FC St. Pauli,4,4
2022,17,Eintracht Braunschweig,Hansa Rostock,0,1
2022,17,Arminia Bielefeld,1. FC Magdeburg,3,1
2022,17,SV Darmstadt 98,SpVgg Greuther Fürth,1,1
2022,17,1. FC Nürnberg,SC Paderborn 07,2,1
2022,18,Karlsruher SC,SC Paderborn 07,0,1
2022,18,Fortuna Düsseldorf,1. FC Magdeburg,3,2
2022,18,Holstein Kiel,SpVgg Greuther Fürth,2,1
2022,18,1. FC Heidenheim 1846,Hansa Rostock,2,0
2022,18,SV Darmstadt 98,Jahn Regensburg,2,0
2022,18,Hannover 96,1. FC Kaiserslautern,1,3
2022,18,1. FC Nürnberg,FC St. Pauli,0,1
2022,18,Arminia Bielefeld,SV Sandhausen,1,2
2022,18,Hamburger SV,Eintracht Braunschweig,4,2
2022,19,SV Sandhausen,SV Darmstadt 98,0,4
2022,19,SC Paderborn 07,Fortuna Düsseldorf,4,1
2022,19,Jahn Regensburg,Arminia Bielefeld,1,3
2022,19,Eintracht Braunschweig,1. FC Heidenheim 1846,2,0
2022,19,1. FC Kaiserslautern,Holstein Kiel,2,1
2022,19,SpVgg Greuther Fürth,1. FC Nürnberg,1,0
2022,19,Hansa Rostock,Hamburger SV,0,2
2022,19,FC St. Pauli,Hannover 96,2,0
2022,19,1. FC Magdeburg,Karlsruher SC,1,1
2022,20,Karlsruher SC,SpVgg Greuther Fürth,2,1
2022,20,Arminia Bielefeld,Hansa Rostock,0,1
2022,20,Hannover 96,SC Paderborn 07,3,4
2022,20,1. FC Nürnberg,Jahn Regensburg,1,0
2022,20,Holstein Kiel,1. FC Magdeburg,2,3
2022,20,1. FC Heidenheim 1846,Hamburger SV,3,3
2022,20,Fortuna Düsseldorf,SV Sandhausen,2,0
2022,20,SV Darmstadt 98,Eintracht Braunschweig,2,1
2022,20,FC St. Pauli,1. FC Kaiserslautern,1,0
2022,21,Eintracht Braunschweig,Holstein Kiel,2,3
2022,21,SC Paderborn 07,1. FC Kaiserslautern,1,0
2022,21,1. FC Magdeburg,FC St. Pauli,1,2
2022,21,SpVgg Greuther Fürth,Fortuna Düsseldorf,2,1
2022,21,Jahn Regensburg,Hannover 96,1,1
2022,21,Hansa Rostock,SV Darmstadt 98,0,1
2022,21,Hamburger SV,Arminia Bielefeld,2,1
2022,21,1. FC Heidenheim 1846,1. FC Nürnberg,5,0
2022,21,SV Sandhausen,Karlsruher SC,0,3
2022,22,Karlsruher SC,Jahn Regensburg,1,0
2022,22,Fortuna Düsseldorf,Eintracht Braunschweig,3,1
2022,22,1. FC Kaiserslautern,SpVgg Greuther Fürth,3,1
2022,22,Holstein Kiel,SC Paderborn 07,1,1
2022,22,1. FC Nürnberg,SV Sandhausen,1,0
2022,22,SV Darmstadt 98,Hamburger SV,1,1
2022,22,Arminia Bielefeld,1. FC Heidenheim 1846,0,1
2022,22,FC St. Pauli,Hansa Rostock,1,0
2022,22,Hannover 96,1. FC Magdeburg,1,2
2022,23,SC Paderborn 07,FC St. Pauli,1,2
2022,23,1. FC Magdeburg,1. FC Kaiserslautern,2,0
2022,23,Hamburger SV,1. FC Nürnberg,3,0
2022,23,SV Sandhausen,Holstein Kiel,1,1
2022,23,Jahn Regensburg,Fortuna Düsseldorf,0,1
2022,23,1. FC Heidenheim 1846,SV Darmstadt 98,1,0
2022,23,Eintracht Braunschweig,Arminia Bielefeld,3,3
2022,23,SpVgg Greuther Fürth,Hannover 96,1,1
2022,23,Hansa Rostock,Karlsruher SC,0,2
2022,24,1. FC Kaiserslautern,SV Sandhausen,2,2
2022,24,1. FC Nürnberg,Eintracht Braunschweig,2,0
2022,24,FC St. Pauli,SpVgg Greuther Fürth,2,1
2022,24,Arminia Bielefeld,SV Darmstadt 98,3,1
2022,24,1. FC Magdeburg,SC Paderborn 07,0,0
2022,24,Fortuna Düsseldorf,1. FC Heidenheim 1846,1,1
2022,24,Karlsruher SC,Hamburger SV,4,2
2022,24,Hannover 96,Hansa Rostock,1,1
2022,24,Holstein Kiel,Jahn Regensburg,1,2
2022,25,Arminia Bielefeld,1. FC Nürnberg,2,2
2022,25,1. FC Heidenheim 1846,Karlsruher SC,5,2
2022,25,Jahn Regensburg,SC Paderborn 07,1,0
2022,25,Hamburger SV,Holstein Kiel,0,0
2022,25,SpVgg Greuther Fürth,1. FC Magdeburg,3,0
2022,25,SV Darmstadt 98,1. FC Kaiserslautern,2,0
2022,25,SV Sandhausen,FC St. Pauli,0,5
2022,25,Hansa Rostock,Fortuna Düsseldorf,2,5
2022,25,Eintracht Braunschweig,Hannover 96,1,0
2022,26,Fortuna Düsseldorf,Hamburger SV,2,2
2022,26,1. FC Nürnberg,SV Darmstadt 98,0,1
2022,26,Hannover 96,SV Sandhausen,3,1
2022,26,FC St. Pauli,Jahn Regensburg,1,0
2022,26,Karlsruher SC,Eintracht Braunschweig,1,1
2022,26,1. FC Kaiserslautern,1. FC Heidenheim 1846,2,2
2022,26,Holstein Kiel,Arminia Bielefeld,2,3
2022,26,SC Paderborn 07,SpVgg Greuther Fürth,3,2
2022,26,1. FC Magdeburg,Hansa Rostock,3,0
2022,27,Hamburger SV,Hannover 96,6,1
2022,27,1. FC Nürnberg,Karlsruher SC,1,1
2022,27,Eintracht Braunschweig,1. FC Kaiserslautern,1,0
2022,27,1. FC Heidenheim 1846,FC St. Pauli,0,1
2022,27,SV Sandhausen,SpVgg Greuther Fürth,0,2
2022,27,SV Darmstadt 98,SC Paderborn 07,2,1
2022,27,Hansa Rostock,Holstein Kiel,2,3
2022,27,Arminia Bielefeld,Fortuna Düsseldorf,2,2
2022,27,Jahn Regensburg,1. FC Magdeburg,2,2
2022,28,Hannover 96,1. FC Heidenheim 1846,0,3
2022,28,SpVgg Greuther Fürth,Jahn Regensburg,2,1
2022,28,Holstein Kiel,1. FC Nürnberg,2,1
2022,28,SC Paderborn 07,Hansa Rostock,3,0
2022,28,1. FC Magdeburg,SV Sandhausen,1,2
2022,28,1. FC Kaiserslautern,Hamburger SV,2,0
2022,28,Karlsruher SC,Arminia Bielefeld,4,2
2022,28,Fortuna Düsseldorf,SV Darmstadt 98,1,0
2022,28,FC St. Pauli,Eintracht Braunschweig,1,2
2022,29,Hamburger SV,FC St. Pauli,4,3
2022,29,SV Darmstadt 98,Karlsruher SC,2,1
2022,29,Hansa Rostock,SpVgg Greuther Fürth,2,0
2022,29,1. FC Nürnberg,Fortuna Düsseldorf,2,0
2022,29,Arminia Bielefeld,Hannover 96,1,3
2022,29,Eintracht Braunschweig,1. FC Magdeburg,1,2
2022,29,SV Sandhausen,SC Paderborn 07,2,2
2022,29,1. FC Heidenheim 1846,Holstein Kiel,3,0
2022,29,Jahn Regensburg,1. FC Kaiserslautern,0,0
2022,30,SpVgg Greuther Fürth,1. FC Heidenheim 1846,0,2
2022,30,SC Paderborn 07,Eintracht Braunschweig,5,1
2022,30,FC St. Pauli,Arminia Bielefeld,2,1
2022,30,1. FC Magdeburg,Hamburger SV,3,2
2022,30,1. FC Kaiserslautern,Hansa Rostock,0,1
2022,30,Hannover 96,1. FC Nürnberg,3,0
2022,30,Holstein Kiel,SV Darmstadt 98,0,3
2022,30,Fortuna Düsseldorf,Karlsruher SC,3,2
2022,30,SV Sandhausen,Jahn Regensburg,2,1
2022,31,Arminia Bielefeld,SpVgg Greuther Fürth,1,1
2022,31,Hamburger SV,SC Paderborn 07,2,2
2022,31,Fortuna Düsseldorf,Holstein Kiel,3,0
2022,31,Karlsruher SC,Hannover 96,2,1
2022,31,Hansa Rostock,Jahn Regensburg,2,0
2022,31,SV Darmstadt 98,FC St. Pauli,0,3
2022,31,Eintracht Braunschweig,SV Sandhausen,2,1
2022,31,1. FC Heidenheim 1846,1. FC Magdeburg,0,0
2022,31,1. FC Nürnberg,1. FC Kaiserslautern,3,3
2022,32,1. FC Magdeburg,1. FC Nürnberg,2,2
2022,32,SV Sandhausen,Hansa Rostock,1,2
2022,32,1. FC Kaiserslautern,Arminia Bielefeld,1,2
2022,32,Holstein Kiel,Karlsruher SC,2,1
2022,32,SpVgg Greuther Fürth,Eintracht Braunschweig,2,2
2022,32,FC St. Pauli,Fortuna Düsseldorf,0,0
2022,32,Jahn Regensburg,Hamburger SV,1,5
2022,32,Hannover 96,SV Darmstadt 98,2,1
2022,32,SC Paderborn 07,1. FC Heidenheim 1846,3,2
2022,33,Holstein Kiel,FC St. Pauli,3,4
2022,33,SV Darmstadt 98,1. FC Magdeburg,1,0
2022,33,Arminia Bielefeld,SC Paderborn 07,2,2
2022,33,1. FC Heidenheim 1846,SV Sandhausen,1,0
2022,33,Eintracht Braunschweig,Jahn Regensburg,1,2
2022,33,Hamburger SV,SpVgg Greuther Fürth,2,1
2022,33,Fortuna Düsseldorf,Hannover 96,3,3
2022,33,1. FC Nürnberg,Hansa Rostock,0,0
2022,33,Karlsruher SC,1. FC Kaiserslautern,2,0
2022,34,1. FC Magdeburg,Arminia Bielefeld,4,0
2022,34,SV Sandhausen,Hamburger SV,0,1
2022,34,SpVgg Greuther Fürth,SV Darmstadt 98,4,0
2022,34,Jahn Regensburg,1. FC Heidenheim 1846,2,3
2022,34,SC Paderborn 07,1. FC Nürnberg,0,1
2022,34,Hannover 96,Holstein Kiel,1,5
2022,34,1. FC Kaiserslautern,Fortuna Düsseldorf,0,3
2022,34,FC St. Pauli,Karlsruher SC,1,1
2022,34,Hansa Rostock,Eintracht Braunschweig,2,1
