season,matchday,home,away,goals_home,goals_away
2012,1,FC Ingolstadt 04,Energie Cottbus,2,2
2012,1,Erzgebirge Aue,FC St. Pauli,0,0
2012,1,Hertha BSC,SC Paderborn 07,2,2
2012,1,TSV 1860 München,Jahn Regensburg,1,0
2012,1,VfL Bochum,Dynamo Dresden,2,1
2012,1,MSV Duisburg,VfR Aalen,1,4
2012,1,SV Sandhausen,FSV Frankfurt,1,1
2012,1,Eintracht Braunschweig,1. FC Köln,1,0
2012,1,1. FC Kaiserslautern,1. FC Union Berlin,3,3
2012,2,1. FC Köln,SV Sandhausen,1,1
2012,2,VfR Aalen,1. FC Kaiserslautern,1,2
2012,2,Energie Cottbus,Erzgebirge Aue,3,0
2012,2,SC Paderborn 07,VfL Bochum,4,0
2012,2,FC St. Pauli,FC Ingolstadt 04,1,1
2012,2,1. FC Union Berlin,Eintracht Braunschweig,0,1
2012,2,Jahn Regensburg,MSV Duisburg,2,0
2012,2,FSV Frankfurt,Hertha BSC,3,1
2012,2,Dynamo Dresden,TSV 1860 München,2,2
2012,3,Hertha BSC,Jahn Regensburg,2,1
2012,3,Eintracht Braunschweig,SC Paderborn 07,2,1
2012,3,SV Sandhausen,1. FC Union Berlin,2,0
2012,3,MSV Duisburg,Dynamo Dresden,1,3
2012,3,Energie Cottbus,FC St. Pauli,2,0
2012,3,1. FC Kaiserslautern,TSV 1860 München,0,0
2012,3,VfL Bochum,VfR Aalen,0,1
2012,3,FC Ingolstadt 04,FSV Frankfurt,0,2
2012,3,Erzgebirge Aue,1. FC Köln,2,0
2012,4,TSV 1860 München,MSV Duisburg,3,0
2012,4,Dynamo Dresden,1. FC Kaiserslautern,1,3
2012,4,1. FC Köln,Energie Cottbus,0,1
2012,4,FC St. Pauli,SV Sandhausen,2,1
2012,4,VfR Aalen,Eintracht Braunschweig,0,3
2012,4,SC Paderborn 07,FC Ingolstadt 04,1,3
2012,4,FSV Frankfurt,Erzgebirge Aue,1,0
2012,4,Jahn Regensburg,VfL Bochum,0,1
2012,4,1. FC Union Berlin,Hertha BSC,1,2
2012,5,VfL Bochum,TSV 1860 München,0,0
2012,5,FC Ingolstadt 04,1. FC Union Berlin,2,1
2012,5,Energie Cottbus,FSV Frankfurt,2,2
2012,5,Eintracht Braunschweig,Jahn Regensburg,1,0
2012,5,SV Sandhausen,Dynamo Dresden,1,1
2012,5,Hertha BSC,VfR Aalen,2,0
2012,5,1. FC Kaiserslautern,MSV Duisburg,2,1
2012,5,Erzgebirge Aue,SC Paderborn 07,0,1
2012,5,1. FC Köln,FC St. Pauli,0,0
2012,6,1. FC Union Berlin,1. FC Köln,2,1
2012,6,FSV Frankfurt,FC St. Pauli,2,1
2012,6,VfR Aalen,Erzgebirge Aue,2,0
2012,6,1. FC Kaiserslautern,Hertha BSC,1,1
2012,6,SC Paderborn 07,SV Sandhausen,3,0
2012,6,Jahn Regensburg,Energie Cottbus,0,1
2012,6,TSV 1860 München,Eintracht Braunschweig,1,1
