season,matchday,home,away,goals_home,goals_away
2019,1,VfB Stuttgart,Hannover 96,2,1
2019,1,Dynamo Dresden,1. FC Nürnberg,0,1
2019,1,Holstein Kiel,SV Sandhausen,1,1
2019,1,VfL Osnabrück,1. FC Heidenheim 1846,1,3
2019,1,Hamburger SV,SV Darmstadt 98,1,1
2019,1,Jahn Regensburg,VfL Bochum,3,1
2019,1,SpVgg Greuther Fürth,Erzgebirge Aue,0,2
2019,1,SV Wehen Wiesbaden,Karlsruher SC,1,2
2019,1,Arminia Bielefeld,FC St. Pauli,1,1
2019,2,VfL Bochum,Arminia Bielefeld,3,3
2019,2,SV Sandhausen,VfL Osnabrück,0,1
2019,2,FC St. Pauli,SpVgg Greuther Fürth,1,3
2019,2,Karlsruher SC,Dynamo Dresden,4,2
2019,2,Hannover 96,Jahn Regensburg,1,1
2019,2,1. FC Heidenheim 1846,VfB Stuttgart,2,2
2019,2,SV Darmstadt 98,Holstein Kiel,2,0
2019,2,Erzgebirge Aue,SV Wehen Wiesbaden,3,2
2019,2,1. FC Nürnberg,Hamburger SV,0,4
2019,3,Hamburger SV,VfL Bochum,1,0
2019,3,SV Sandhausen,1. FC Nürnberg,3,2
2019,3,VfB Stuttgart,FC St. Pauli,2,1
2019,3,Arminia Bielefeld,Erzgebirge Aue,3,1
2019,3,SV Wehen Wiesbaden,Hannover 96,0,3
2019,3,Holstein Kiel,Karlsruher SC,2,1
2019,3,Dynamo Dresden,1. FC Heidenheim 1846,2,1
2019,3,SpVgg Greuther Fürth,Jahn Regensburg,1,0
2019,3,VfL Osnabrück,SV Darmstadt 98,4,0
2019,4,SV Darmstadt 98,Dynamo Dresden,0,0
2019,4,Erzgebirge Aue,VfB Stuttgart,0,0
2019,4,Hannover 96,SpVgg Greuther Fürth,1,1
2019,4,Jahn Regensburg,Arminia Bielefeld,1,3
2019,4,VfL Bochum,SV Wehen Wiesbaden,3,3
2019,4,1. FC Nürnberg,VfL Osnabrück,1,0
2019,4,1. FC Heidenheim 1846,SV Sandhausen,0,2
2019,4,Karlsruher SC,Hamburger SV,2,4
2019,4,FC St. Pauli,Holstein Kiel,2,1
2019,5,1. FC Nürnberg,1. FC Heidenheim 1846,2,2
2019,5,SV Sandhausen,SV Darmstadt 98,1,0
2019,5,Arminia Bielefeld,SpVgg Greuther Fürth,2,2
2019,5,Dynamo Dresden,FC St. Pauli,3,3
2019,5,SV Wehen Wiesbaden,Jahn Regensburg,0,5
2019,5,Hamburger SV,Hannover 96,3,0
2019,5,Holstein Kiel,Erzgebirge Aue,1,1
2019,5,VfL Osnabrück,Karlsruher SC,3,0
2019,5,VfB Stuttgart,VfL Bochum,2,1
2019,6,SpVgg Greuther Fürth,SV Wehen Wiesbaden,2,1
2019,6,Karlsruher SC,SV Sandhausen,1,0
2019,6,Hannover 96,Arminia Bielefeld,0,2
2019,6,1. FC Heidenheim 1846,Holstein Kiel,3,0
2019,6,Jahn Regensburg,VfB Stuttgart,2,3
2019,6,SV Darmstadt 98,1. FC Nürnberg,3,3
2019,6,VfL Bochum,Dynamo Dresden,2,2
2019,6,Erzgebirge Aue,VfL Osnabrück,1,0
2019,6,FC St. Pauli,Hamburger SV,2,0
2019,7,1. FC Heidenheim 1846,SV Darmstadt 98,1,0
2019,7,Holstein Kiel,Hannover 96,1,2
2019,7,VfB Stuttgart,SpVgg Greuther Fürth,2,0
2019,7,1. FC Nürnberg,Karlsruher SC,1,1
2019,7,SV Sandhausen,VfL Bochum,1,1
2019,7,SV Wehen Wiesbaden,Arminia Bielefeld,2,5
2019,7,Hamburger SV,Erzgebirge Aue,4,0
2019,7,Dynamo Dresden,Jahn Regensburg,2,1
2019,7,VfL Osnabrück,FC St. Pauli,1,1
2019,8,Arminia Bielefeld,VfB Stuttgart,0,1
2019,8,SV Wehen Wiesbaden,VfL Osnabrück,2,0
2019,8,Jahn Regensburg,Hamburger SV,2,2
2019,8,VfL Bochum,SV Darmstadt 98,2,2
2019,8,Karlsruher SC,1. FC Heidenheim 1846,1,1
2019,8,FC St. Pauli,SV Sandhausen,2,0
2019,8,SpVgg Greuther Fürth,Holstein Kiel,0,3
2019,8,Erzgebirge Aue,Dynamo Dresden,4,1
2019,8,Hannover 96,1. FC Nürnberg,0,4
2019,9,VfB Stuttgart,SV Wehen Wiesbaden,1,2
2019,9,SV Darmstadt 98,Karlsruher SC,1,1
2019,9,Hamburger SV,SpVgg Greuther Fürth,2,0
2019,9,Dynamo Dresden,Hannover 96,0,2
2019,9,SV Sandhausen,Erzgebirge Aue,2,2
2019,9,1. FC Nürnberg,FC St. Pauli,1,1
2019,9,1. FC Heidenheim 1846,VfL Bochum,2,3
2019,9,Holstein Kiel,Jahn Regensburg,1,2
2019,9,VfL Osnabrück,Arminia Bielefeld,0,1
2019,10,SpVgg Greuther Fürth,Dynamo Dresden,2,0
2019,10,Erzgebirge Aue,1. FC Nürnberg,4,3
2019,10,Jahn Regensburg,SV Sandhausen,1,0
2019,10,FC St. Pauli,SV Darmstadt 98,0,1
2019,10,SV Wehen Wiesbaden,1. FC Heidenheim 1846,0,0
2019,10,VfB Stuttgart,Holstein Kiel,0,1
2019,10,Hannover 96,VfL Osnabrück,0,0
2019,10,VfL Bochum,Karlsruher SC,3,3
2019,10,Arminia Bielefeld,Hamburger SV,1,1
2019,11,Holstein Kiel,VfL Bochum,2,1
2019,11,SV Darmstadt 98,Erzgebirge Aue,1,0
2019,11,Hamburger SV,VfB Stuttgart,6,2
2019,11,Dynamo Dresden,Arminia Bielefeld,0,1
2019,11,Karlsruher SC,Hannover 96,3,3
2019,11,1. FC Nürnberg,Jahn Regensburg,1,1
2019,11,1. FC Heidenheim 1846,FC St. Pauli,1,0
