season,matchday,home,away,goals_home,goals_away
2018,1,Hamburger SV,Holstein Kiel,0,3
2018,1,VfL Bochum,1. FC Köln,0,2
2018,1,Jahn Regensburg,FC Ingolstadt 04,2,1
2018,1,SpVgg Greuther Fürth,SV Sandhausen,3,1
2018,1,1. FC Magdeburg,FC St. Pauli,1,2
2018,1,1. FC Union Berlin,Erzgebirge Aue,1,0
2018,1,SV Darmstadt 98,SC Paderborn 07,1,0
2018,1,1. FC Heidenheim 1846,Arminia Bielefeld,1,1
2018,1,Dynamo Dresden,MSV Duisburg,1,0
2018,2,FC Ingolstadt 04,SpVgg Greuther Fürth,1,1
2018,2,SC Paderborn 07,Jahn Regensburg,2,0
2018,2,FC St. Pauli,SV Darmstadt 98,2,0
2018,2,MSV Duisburg,VfL Bochum,0,2
2018,2,Arminia Bielefeld,Dynamo Dresden,2,1
2018,2,SV Sandhausen,Hamburger SV,0,3
2018,2,Holstein Kiel,1. FC Heidenheim 1846,1,1
2018,2,Erzgebirge Aue,1. FC Magdeburg,0,0
2018,2,1. FC Köln,1. FC Union Berlin,1,1
2018,3,VfL Bochum,SV Sandhausen,1,0
2018,3,SV Darmstadt 98,MSV Duisburg,3,0
2018,3,1. FC Köln,Erzgebirge Aue,3,1
2018,3,SpVgg Greuther Fürth,SC Paderborn 07,2,2
2018,3,1. FC Magdeburg,FC Ingolstadt 04,1,1
2018,3,Jahn Regensburg,Holstein Kiel,0,0
2018,3,1. FC Union Berlin,FC St. Pauli,4,1
2018,3,Dynamo Dresden,1. FC Heidenheim 1846,1,3
2018,3,Hamburger SV,Arminia Bielefeld,3,0
2018,4,FC Ingolstadt 04,Erzgebirge Aue,3,2
2018,4,SC Paderborn 07,VfL Bochum,2,2
2018,4,Arminia Bielefeld,Jahn Regensburg,5,3
2018,4,MSV Duisburg,SpVgg Greuther Fürth,0,1
2018,4,SV Sandhausen,1. FC Union Berlin,0,0
2018,4,FC St. Pauli,1. FC Köln,3,5
2018,4,1. FC Heidenheim 1846,SV Darmstadt 98,0,1
2018,4,Holstein Kiel,1. FC Magdeburg,2,1
2018,4,Dynamo Dresden,Hamburger SV,0,1
2018,5,Jahn Regensburg,Dynamo Dresden,0,2
2018,5,1. FC Union Berlin,MSV Duisburg,2,2
2018,5,Hamburger SV,1. FC Heidenheim 1846,3,2
2018,5,SV Darmstadt 98,SV Sandhausen,1,1
2018,5,SpVgg Greuther Fürth,Holstein Kiel,4,1
2018,5,1. FC Köln,SC Paderborn 07,3,5
2018,5,VfL Bochum,FC Ingolstadt 04,6,0
2018,5,Erzgebirge Aue,FC St. Pauli,3,1
2018,5,1. FC Magdeburg,Arminia Bielefeld,0,0
2018,6,FC Ingolstadt 04,FC St. Pauli,0,1
2018,6,SV Sandhausen,1. FC Köln,0,2
2018,6,Holstein Kiel,VfL Bochum,2,2
2018,6,Arminia Bielefeld,1. FC Union Berlin,1,1
2018,6,Dynamo Dresden,SV Darmstadt 98,4,1
2018,6,Hamburger SV,Jahn Regensburg,0,5
2018,6,MSV Duisburg,Erzgebirge Aue,1,2
2018,6,1. FC Heidenheim 1846,SpVgg Greuther Fürth,2,0
2018,6,SC Paderborn 07,1. FC Magdeburg,4,4
2018,7,1. FC Köln,FC Ingolstadt 04,2,1
2018,7,VfL Bochum,Dynamo Dresden,0,1
2018,7,1. FC Union Berlin,Holstein Kiel,2,0
2018,7,SV Darmstadt 98,Arminia Bielefeld,1,2
2018,7,Jahn Regensburg,1. FC Heidenheim 1846,2,1
2018,7,FC St. Pauli,SC Paderborn 07,2,1
2018,7,Erzgebirge Aue,SV Sandhausen,0,2
2018,7,1. FC Magdeburg,MSV Duisburg,3,3
