season,matchday,home,away,goals_home,goals_away
2014,1,Fortuna Düsseldorf,Eintracht Braunschweig,2,2
2014,1,RB Leipzig,VfR Aalen,0,0
2014,1,VfL Bochum,SpVgg Greuther Fürth,1,1
2014,1,FC St. Pauli,FC Ingolstadt 04,1,1
2014,1,1. FC Heidenheim 1846,FSV Frankfurt,2,1
2014,1,1. FC Nürnberg,Erzgebirge Aue,1,0
2014,1,SV Darmstadt 98,SV Sandhausen,1,0
2014,1,Karlsruher SC,1. FC Union Berlin,0,0
2014,1,1. FC Kaiserslautern,TSV 1860 München,3,2
2014,2,VfR Aalen,FC St. Pauli,2,0
2014,2,FSV Frankfurt,Karlsruher SC,2,3
2014,2,1. FC Union Berlin,Fortuna Düsseldorf,1,1
2014,2,Eintracht Braunschweig,1. FC Heidenheim 1846,3,0
2014,2,Erzgebirge Aue,VfL Bochum,1,5
2014,2,FC Ingolstadt 04,SV Darmstadt 98,2,2
2014,2,TSV 1860 München,RB Leipzig,0,3
2014,2,SV Sandhausen,1. FC Kaiserslautern,1,1
2014,2,SpVgg Greuther Fürth,1. FC Nürnberg,5,1
2014,3,FC St. Pauli,SV Sandhausen,2,1
2014,3,1. FC Heidenheim 1846,TSV 1860 München,2,2
2014,3,RB Leipzig,Erzgebirge Aue,1,0
2014,3,1. FC Nürnberg,FSV Frankfurt,0,1
2014,3,Fortuna Düsseldorf,Karlsruher SC,0,2
2014,3,1. FC Kaiserslautern,Eintracht Braunschweig,2,1
2014,3,FC Ingolstadt 04,SpVgg Greuther Fürth,2,0
2014,3,SV Darmstadt 98,VfR Aalen,2,0
2014,3,VfL Bochum,1. FC Union Berlin,1,1
2014,4,1. FC Union Berlin,1. FC Nürnberg,0,4
2014,4,VfR Aalen,1. FC Kaiserslautern,2,2
2014,4,FSV Frankfurt,RB Leipzig,0,0
2014,4,Karlsruher SC,1. FC Heidenheim 1846,1,1
2014,4,Erzgebirge Aue,Fortuna Düsseldorf,0,3
2014,4,Eintracht Braunschweig,VfL Bochum,1,2
2014,4,TSV 1860 München,SV Darmstadt 98,1,1
2014,4,SV Sandhausen,FC Ingolstadt 04,0,3
2014,4,SpVgg Greuther Fürth,FC St. Pauli,3,0
2014,5,1. FC Kaiserslautern,FSV Frankfurt,1,0
2014,5,FC Ingolstadt 04,VfR Aalen,4,1
2014,5,VfL Bochum,Karlsruher SC,1,1
2014,5,RB Leipzig,Eintracht Braunschweig,3,1
2014,5,SV Darmstadt 98,Erzgebirge Aue,2,0
2014,5,FC St. Pauli,TSV 1860 München,1,2
2014,5,SV Sandhausen,SpVgg Greuther Fürth,1,0
2014,5,1. FC Heidenheim 1846,1. FC Union Berlin,3,1
2014,5,1. FC Nürnberg,Fortuna Düsseldorf,0,2
2014,6,Eintracht Braunschweig,SV Darmstadt 98,2,0
2014,6,VfR Aalen,SV Sandhausen,0,1
2014,6,Erzgebirge Aue,FC St. Pauli,3,0
2014,6,SpVgg Greuther Fürth,1. FC Kaiserslautern,2,1
2014,6,TSV 1860 München,FC Ingolstadt 04,1,1
2014,6,FSV Frankfurt,VfL Bochum,1,5
2014,6,Karlsruher SC,1. FC Nürnberg,3,0
2014,6,Fortuna Düsseldorf,1. FC Heidenheim 1846,3,2
2014,6,1. FC Union Berlin,RB Leipzig,2,1
2014,7,SpVgg Greuther Fürth,VfR Aalen,1,1
2014,7,FC St. Pauli,Eintracht Braunschweig,1,0
2014,7,FC Ingolstadt 04,Erzgebirge Aue,1,1
2014,7,SV Sandhausen,TSV 1860 München,1,0
