season,matchday,home,away,goals_home,goals_away
2016,1,1. FC Kaiserslautern,Hannover 96,0,4
2016,1,VfL Bochum,1. FC Union Berlin,2,1
2016,1,SV Sandhausen,Fortuna Düsseldorf,2,2
2016,1,Dynamo Dresden,1. FC Nürnberg,1,1
2016,1,SpVgg Greuther Fürth,TSV 1860 München,1,0
2016,1,Eintracht Braunschweig,Würzburger Kickers,2,1
2016,1,1. FC Heidenheim 1846,Erzgebirge Aue,1,0
2016,1,Arminia Bielefeld,Karlsruher SC,0,0
2016,1,VfB Stuttgart,FC St. Pauli,2,1
2016,2,1. FC Nürnberg,1. FC Heidenheim 1846,1,1
2016,2,Erzgebirge Aue,SV Sandhausen,2,0
2016,2,Fortuna Düsseldorf,VfB Stuttgart,1,0
2016,2,Karlsruher SC,VfL Bochum,1,1
2016,2,FC St. Pauli,Eintracht Braunschweig,0,2
2016,2,Hannover 96,SpVgg Greuther Fürth,3,1
2016,2,TSV 1860 München,Arminia Bielefeld,1,0
2016,2,Würzburger Kickers,1. FC Kaiserslautern,1,1
2016,2,1. FC Union Berlin,Dynamo Dresden,2,2
2016,3,VfL Bochum,Hannover 96,1,1
2016,3,1. FC Heidenheim 1846,Würzburger Kickers,1,2
2016,3,SV Sandhausen,VfB Stuttgart,1,2
2016,3,Karlsruher SC,TSV 1860 München,0,0
2016,3,SpVgg Greuther Fürth,Erzgebirge Aue,3,2
2016,3,Eintracht Braunschweig,1. FC Nürnberg,6,1
2016,3,Arminia Bielefeld,1. FC Union Berlin,4,4
2016,3,Dynamo Dresden,FC St. Pauli,1,0
2016,3,1. FC Kaiserslautern,Fortuna Düsseldorf,0,0
2016,4,VfB Stuttgart,1. FC Heidenheim 1846,1,2
2016,4,Erzgebirge Aue,Eintracht Braunschweig,0,2
2016,4,Würzburger Kickers,VfL Bochum,2,0
2016,4,FC St. Pauli,Arminia Bielefeld,2,1
2016,4,1. FC Union Berlin,Karlsruher SC,4,0
2016,4,Hannover 96,Dynamo Dresden,0,2
2016,4,SV Sandhausen,1. FC Kaiserslautern,2,0
2016,4,Fortuna Düsseldorf,SpVgg Greuther Fürth,1,1
2016,4,1. FC Nürnberg,TSV 1860 München,1,2
2016,5,VfL Bochum,1. FC Nürnberg,5,4
2016,5,SpVgg Greuther Fürth,Würzburger Kickers,0,3
2016,5,TSV 1860 München,1. FC Union Berlin,1,2
2016,5,Eintracht Braunschweig,SV Sandhausen,2,1
2016,5,1. FC Kaiserslautern,VfB Stuttgart,0,1
2016,5,1. FC Heidenheim 1846,Fortuna Düsseldorf,2,0
2016,5,Karlsruher SC,FC St. Pauli,1,1
2016,5,Arminia Bielefeld,Hannover 96,3,3
2016,5,Dynamo Dresden,Erzgebirge Aue,0,3
2016,6,VfB Stuttgart,Eintracht Braunschweig,2,0
2016,6,1. FC Nürnberg,SpVgg Greuther Fürth,1,2
2016,6,SV Sandhausen,1. FC Heidenheim 1846,0,0
2016,6,Fortuna Düsseldorf,VfL Bochum,3,0
2016,6,Hannover 96,Karlsruher SC,1,0
2016,6,1. FC Kaiserslautern,Dynamo Dresden,3,0
2016,6,Erzgebirge Aue,Arminia Bielefeld,1,1
2016,6,Würzburger Kickers,1. FC Union Berlin,0,1
2016,6,FC St. Pauli,TSV 1860 München,2,2
2016,7,VfL Bochum,VfB Stuttgart,1,1
2016,7,Eintracht Braunschweig,Fortuna Düsseldorf,2,1
2016,7,SpVgg Greuther Fürth,SV Sandhausen,1,1
2016,7,Karlsruher SC,Erzgebirge Aue,2,0
2016,7,1. FC Heidenheim 1846,1. FC Kaiserslautern,3,0
2016,7,Arminia Bielefeld,1. FC Nürnberg,1,3
2016,7,TSV 1860 München,Hannover 96,0,2
2016,7,Dynamo Dresden,Würzburger Kickers,2,2
2016,7,1. FC Union Berlin,FC St. Pauli,2,0
2016,8,1. FC Nürnberg,1. FC Union Berlin,2,0
2016,8,SV Sandhausen,Dynamo Dresden,2,0
2016,8,Erzgebirge Aue,VfL Bochum,2,4
2016,8,Hannover 96,FC St. Pauli,2,0
2016,8,Fortuna Düsseldorf,Karlsruher SC,1,1
2016,8,1. FC Kaiserslautern,Arminia Bielefeld,0,0
2016,8,1. FC Heidenheim 1846,Eintracht Braunschweig,1,1
2016,8,Würzburger Kickers,TSV 1860 München,2,0
2016,8,VfB Stuttgart,SpVgg Greuther Fürth,4,0
2016,9,FC St. Pauli,Erzgebirge Aue,1,2
2016,9,VfL Bochum,SV Sandhausen,2,2
2016,9,Arminia Bielefeld,Würzburger Kickers,0,1
2016,9,SpVgg Greuther Fürth,1. FC Heidenheim 1846,0,2
2016,9,Dynamo Dresden,VfB Stuttgart,5,0
2016,9,1. FC Union Berlin,Hannover 96,2,1
2016,9,Karlsruher SC,1. FC Nürnberg,0,3
2016,9,TSV 1860 München,Fortuna Düsseldorf,1,3
2016,9,Eintracht Braunschweig,1. FC Kaiserslautern,1,0
2016,10,VfB Stuttgart,TSV 1860 München,2,1
2016,10,Fortuna Düsseldorf,Arminia Bielefeld,4,0
2016,10,Würzburger Kickers,Karlsruher SC,0,2
2016,10,1. FC Heidenheim 1846,Dynamo Dresden,0,0
2016,10,SV Sandhausen,FC St. Pauli,3,0
2016,10,1. FC Nürnberg,Hannover 96,2,0
2016,10,Eintracht Braunschweig,SpVgg Greuther Fürth,1,0
2016,10,Erzgebirge Aue,1. FC Union Berlin,1,3
2016,10,1. FC Kaiserslautern,VfL Bochum,3,0
2016,11,Arminia Bielefeld,SV Sandhausen,1,0
2016,11,TSV 1860 München,Erzgebirge Aue,6,2
2016,11,Dynamo Dresden,Eintracht Braunschweig,3,2
2016,11,1. FC Union Berlin,Fortuna Düsseldorf,0,1
2016,11,SpVgg Greuther Fürth,1. FC Kaiserslautern,0,1
2016,11,Hannover 96,Würzburger Kickers,3,1
2016,11,VfL Bochum,1. FC Heidenheim 1846,2,1
2016,11,Karlsruher SC,VfB Stuttgart,1,3
2016,11,FC St. Pauli,1. FC Nürnberg,1,1
2016,12,1. FC Heidenheim 1846,Karlsruher SC,2,1
2016,12,Fortuna Düsseldorf,Dynamo Dresden,0,3
2016,12,Erzgebirge Aue,1. FC Nürnberg,1,2
2016,12,SpVgg Greuther Fürth,VfL Bochum,2,1
2016,12,1. FC Kaiserslautern,1. FC Union Berlin,1,0
2016,12,VfB Stuttgart,Arminia Bielefeld,3,1
2016,12,Eintracht Braunschweig,Hannover 96,2,2
2016,12,SV Sandhausen,TSV 1860 München,3,2
2016,12,Würzburger Kickers,FC St. Pauli,1,0
2016,13,1. FC Nürnberg,Würzburger Kickers,2,2
2016,13,VfL Bochum,Eintracht Braunschweig,1,1
2016,13,Arminia Bielefeld,1. FC Heidenheim 1846,2,1
2016,13,Hannover 96,Erzgebirge Aue,2,0
2016,13,Karlsruher SC,SV Sandhausen,1,3
2016,13,FC St. Pauli,Fortuna Düsseldorf,0,1
