season,matchday,home,away,goals_home,goals_away
2015,1,MSV Duisburg,1. FC Kaiserslautern,1,3
2015,1,SpVgg Greuther Fürth,Karlsruher SC,1,0
2015,1,FC St. Pauli,Arminia Bielefeld,0,0
2015,1,FSV Frankfurt,RB Leipzig,0,1
2015,1,SC Paderborn 07,VfL Bochum,0,1
2015,1,Eintracht Braunschweig,SV Sandhausen,1,3
2015,1,1. FC Union Berlin,Fortuna Düsseldorf,1,1
2015,1,1. FC Heidenheim 1846,TSV 1860 München,1,0
2015,1,SC Freiburg,1. FC Nürnberg,6,3
2015,2,1. FC Nürnberg,1. FC Heidenheim 1846,3,2
2015,2,Arminia Bielefeld,FSV Frankfurt,0,0
2015,2,1. FC Kaiserslautern,Eintracht Braunschweig,0,0
2015,2,VfL Bochum,MSV Duisburg,3,0
2015,2,TSV 1860 München,SC Freiburg,0,1
2015,2,Fortuna Düsseldorf,SC Paderborn 07,1,2
2015,2,Karlsruher SC,FC St. Pauli,1,2
2015,2,SV Sandhausen,1. FC Union Berlin,4,3
2015,2,RB Leipzig,SpVgg Greuther Fürth,2,2
2015,3,SC Paderborn 07,SV Sandhausen,0,6
2015,3,1. FC Heidenheim 1846,Fortuna Düsseldorf,1,0
2015,3,FSV Frankfurt,Karlsruher SC,1,2
2015,3,SC Freiburg,VfL Bochum,1,3
2015,3,Eintracht Braunschweig,RB Leipzig,0,2
2015,3,1. FC Union Berlin,1. FC Kaiserslautern,2,2
2015,3,FC St. Pauli,SpVgg Greuther Fürth,3,2
2015,3,MSV Duisburg,Arminia Bielefeld,2,2
2015,3,1. FC Nürnberg,TSV 1860 München,2,2
2015,4,SpVgg Greuther Fürth,FSV Frankfurt,0,2
2015,4,SV Sandhausen,1. FC Heidenheim 1846,0,0
2015,4,Arminia Bielefeld,Eintracht Braunschweig,0,2
2015,4,Karlsruher SC,MSV Duisburg,2,0
2015,4,Fortuna Düsseldorf,SC Freiburg,1,2
2015,4,RB Leipzig,FC St. Pauli,0,1
2015,4,VfL Bochum,1. FC Nürnberg,2,1
2015,4,TSV 1860 München,1. FC Union Berlin,0,0
2015,4,1. FC Kaiserslautern,SC Paderborn 07,1,0
2015,5,SC Freiburg,SV Sandhausen,4,1
2015,5,1. FC Union Berlin,RB Leipzig,1,1
2015,5,1. FC Heidenheim 1846,1. FC Kaiserslautern,3,1
2015,5,SC Paderborn 07,Arminia Bielefeld,1,2
2015,5,MSV Duisburg,SpVgg Greuther Fürth,2,2
2015,5,Eintracht Braunschweig,Karlsruher SC,6,0
2015,5,1. FC Nürnberg,Fortuna Düsseldorf,1,0
2015,5,FSV Frankfurt,FC St. Pauli,1,0
2015,5,VfL Bochum,TSV 1860 München,1,0
2015,6,1. FC Kaiserslautern,SC Freiburg,0,2
2015,6,RB Leipzig,SC Paderborn 07,2,0
2015,6,SV Sandhausen,VfL Bochum,1,1
2015,6,Karlsruher SC,1. FC Union Berlin,0,3
2015,6,Arminia Bielefeld,1. FC Heidenheim 1846,0,0
2015,6,Fortuna Düsseldorf,TSV 1860 München,3,0
2015,6,SpVgg Greuther Fürth,1. FC Nürnberg,3,2
2015,6,FSV Frankfurt,Eintracht Braunschweig,0,3
2015,6,FC St. Pauli,MSV Duisburg,2,0
2015,7,SC Freiburg,Arminia Bielefeld,2,2
2015,7,VfL Bochum,Fortuna Düsseldorf,1,1
2015,7,1. FC Heidenheim 1846,RB Leipzig,1,1
2015,7,SC Paderborn 07,Karlsruher SC,2,0
2015,7,1. FC Nürnberg,SV Sandhausen,2,0
2015,7,TSV 1860 München,1. FC Kaiserslautern,1,1
2015,7,Eintracht Braunschweig,FC St. Pauli,0,0
2015,7,1. FC Union Berlin,SpVgg Greuther Fürth,1,2
2015,7,MSV Duisburg,FSV Frankfurt,0,1
2015,8,Karlsruher SC,Fortuna Düsseldorf,1,1
2015,8,1. FC Kaiserslautern,1. FC Nürnberg,0,3
2015,8,SV Sandhausen,TSV 1860 München,1,1
2015,8,Arminia Bielefeld,VfL Bochum,1,1
2015,8,SpVgg Greuther Fürth,SC Paderborn 07,3,0
2015,8,FC St. Pauli,1. FC Heidenheim 1846,1,0
2015,8,FSV Frankfurt,1. FC Union Berlin,3,2
2015,8,MSV Duisburg,Eintracht Braunschweig,0,5
2015,8,RB Leipzig,SC Freiburg,1,1
2015,9,1. FC Nürnberg,Arminia Bielefeld,2,2
2015,9,Fortuna Düsseldorf,SV Sandhausen,0,1
2015,9,VfL Bochum,1. FC Kaiserslautern,1,2
2015,9,SC Paderborn 07,FC St. Pauli,0,0
2015,9,1. FC Union Berlin,MSV Duisburg,3,2
2015,9,SC Freiburg,FSV Frankfurt,2,0
2015,9,TSV 1860 München,RB Leipzig,2,2
2015,9,1. FC Heidenheim 1846,Karlsruher SC,1,1
2015,9,Eintracht Braunschweig,SpVgg Greuther Fürth,0,1
2015,10,1. FC Kaiserslautern,Fortuna Düsseldorf,3,0
2015,10,FSV Frankfurt,1. FC Heidenheim 1846,0,4
2015,10,Arminia Bielefeld,TSV 1860 München,1,1
2015,10,SpVgg Greuther Fürth,VfL Bochum,0,5
2015,10,FC St. Pauli,SV Sandhausen,1,3
2015,10,Karlsruher SC,SC Freiburg,1,1
2015,10,RB Leipzig,1. FC Nürnberg,3,2
2015,10,Eintracht Braunschweig,1. FC Union Berlin,2,1
2015,10,MSV Duisburg,SC Paderborn 07,1,0
2015,11,SC Paderborn 07,Eintracht Braunschweig,2,0
2015,11,Fortuna Düsseldorf,Arminia Bielefeld,1,0
2015,11,SV Sandhausen,1. FC Kaiserslautern,1,0
2015,11,1. FC Nürnberg,FSV Frankfurt,1,1
2015,11,1. FC Union Berlin,FC St. Pauli,3,3
2015,11,SC Freiburg,SpVgg Greuther Fürth,5,2
2015,11,VfL Bochum,RB Leipzig,0,1
2015,11,1. FC Heidenheim 1846,MSV Duisburg,1,0
2015,11,TSV 1860 München,Karlsruher SC,0,1
2015,12,RB Leipzig,Fortuna Düsseldorf,2,1
2015,12,SpVgg Greuther Fürth,TSV 1860 München,1,0
2015,12,FSV Frankfurt,VfL Bochum,3,2
2015,12,Karlsruher SC,1. FC Kaiserslautern,2,0
2015,12,1. FC Union Berlin,SC Paderborn 07,0,2
2015,12,MSV Duisburg,1. FC Nürnberg,0,0
2015,12,Eintracht Braunschweig,1. FC Heidenheim 1846,1,0
2015,12,FC St. Pauli,SC Freiburg,1,0
2015,12,Arminia Bielefeld,SV Sandhausen,0,0
2015,13,1. FC Kaiserslautern,Arminia Bielefeld,0,2
2015,13,Fortuna Düsseldorf,SpVgg Greuther Fürth,1,0
2015,13,VfL Bochum,FC St. Pauli,1,1
2015,13,SC Paderborn 07,FSV Frankfurt,1,1
2015,13,1. FC Heidenheim 1846,1. FC Union Berlin,0,2
2015,13,SC Freiburg,Eintracht Braunschweig,2,2
2015,13,TSV 1860 München,MSV Duisburg,1,0
2015,13,SV Sandhausen,RB Leipzig,1,2
2015,13,1. FC Nürnberg,Karlsruher SC,0,0
