season,matchday,home,away,goals_home,goals_away
2004,1,Rot-Weiss Essen,Erzgebirge Aue,1,5
2004,1,Dynamo Dresden,MSV Duisburg,3,1
2004,1,Karlsruher SC,Wacker Burghausen,1,1
2004,1,TSV 1860 München,SpVgg Unterhaching,2,2
2004,1,Rot-Weiß Oberhausen,Eintracht Trier,1,1
2004,1,1. FC Saarbrücken,Rot-Weiß Erfurt,0,2
2004,1,1. FC Köln,Energie Cottbus,0,0
2004,1,SpVgg Greuther Fürth,LR Ahlen,1,0
2004,1,Alemannia Aachen,Eintracht Frankfurt,1,1
2004,2,Wacker Burghausen,1. FC Köln,4,2
2004,2,MSV Duisburg,1. FC Saarbrücken,2,1
2004,2,Erzgebirge Aue,TSV 1860 München,3,1
2004,2,Rot-Weiß Erfurt,Rot-Weiß Oberhausen,1,1
2004,2,Eintracht Trier,Rot-Weiss Essen,1,1
2004,2,SpVgg Unterhaching,SpVgg Greuther Fürth,1,2
2004,2,LR Ahlen,Alemannia Aachen,1,1
2004,2,Eintracht Frankfurt,Karlsruher SC,2,1
2004,2,Energie Cottbus,Dynamo Dresden,2,1
2004,3,Alemannia Aachen,Karlsruher SC,4,0
2004,3,TSV 1860 München,Eintracht Trier,2,0
2004,3,Rot-Weiss Essen,Rot-Weiß Erfurt,0,0
2004,3,Rot-Weiß Oberhausen,MSV Duisburg,0,2
2004,3,1. FC Saarbrücken,Energie Cottbus,0,0
2004,3,Dynamo Dresden,Wacker Burghausen,1,1
2004,3,LR Ahlen,SpVgg Unterhaching,1,2
2004,3,SpVgg Greuther Fürth,Erzgebirge Aue,1,0
2004,3,1. FC Köln,Eintracht Frankfurt,2,0
2004,4,Wacker Burghausen,1. FC Saarbrücken,1,2
2004,4,Energie Cottbus,Rot-Weiß Oberhausen,1,0
2004,4,Eintracht Frankfurt,Dynamo Dresden,2,1
2004,4,MSV Duisburg,Rot-Weiss Essen,1,0
2004,4,Eintracht Trier,SpVgg Greuther Fürth,0,0
2004,4,Erzgebirge Aue,LR Ahlen,0,0
2004,4,SpVgg Unterhaching,Alemannia Aachen,0,2
2004,4,Karlsruher SC,1. FC Köln,0,1
2004,4,Rot-Weiß Erfurt,TSV 1860 München,0,0
2004,5,TSV 1860 München,MSV Duisburg,1,0
2004,5,Dynamo Dresden,Karlsruher SC,1,2
2004,5,LR Ahlen,Eintracht Trier,2,2
2004,5,Rot-Weiss Essen,Energie Cottbus,4,2
2004,5,Rot-Weiß Oberhausen,Wacker Burghausen,1,2
2004,5,1. FC Saarbrücken,Eintracht Frankfurt,3,0
2004,5,SpVgg Unterhaching,Erzgebirge Aue,4,1
2004,5,SpVgg Greuther Fürth,Rot-Weiß Erfurt,2,0
2004,5,Alemannia Aachen,1. FC Köln,2,3
2004,6,Wacker Burghausen,Rot-Weiss Essen,3,2
2004,6,Rot-Weiß Erfurt,LR Ahlen,1,1
2004,6,Karlsruher SC,1. FC Saarbrücken,1,1
2004,6,MSV Duisburg,SpVgg Greuther Fürth,1,0
2004,6,Eintracht Trier,SpVgg Unterhaching,2,0
2004,6,Erzgebirge Aue,Alemannia Aachen,1,1
2004,6,1. FC Köln,Dynamo Dresden,3,2
2004,6,Eintracht Frankfurt,Rot-Weiß Oberhausen,6,2
2004,6,Energie Cottbus,TSV 1860 München,1,1
2004,7,Rot-Weiss Essen,Eintracht Frankfurt,4,4
2004,7,SpVgg Unterhaching,Rot-Weiß Erfurt,4,0
2004,7,LR Ahlen,MSV Duisburg,2,0
2004,7,TSV 1860 München,Wacker Burghausen,2,4
2004,7,Rot-Weiß Oberhausen,Karlsruher SC,1,0
2004,7,1. FC Saarbrücken,1. FC Köln,2,0
2004,7,Erzgebirge Aue,Eintracht Trier,1,2
2004,7,SpVgg Greuther Fürth,Energie Cottbus,2,0
2004,7,Alemannia Aachen,Dynamo Dresden,5,1
2004,8,MSV Duisburg,SpVgg Unterhaching,3,1
2004,8,Rot-Weiß Erfurt,Erzgebirge Aue,0,3
2004,8,Karlsruher SC,Rot-Weiss Essen,4,1
2004,8,Wacker Burghausen,SpVgg Greuther Fürth,0,1
