season,matchday,home,away,goals_home,goals_away
2021,28,Hansa Rostock,FC St. Pauli,1,0
2021,28,Werder Bremen,SV Sandhausen,1,1
2021,28,Karlsruher SC,Fortuna Düsseldorf,2,2
2021,28,1. FC Heidenheim 1846,1. FC Nürnberg,3,1
2021,29,Fortuna Düsseldorf,Hansa Rostock,3,0
2021,29,Jahn Regensburg,FC Ingolstadt 04,1,1
2021,29,FC St. Pauli,Werder Bremen,1,1
2021,29,FC Schalke 04,1. FC Heidenheim 1846,3,0
2021,29,Erzgebirge Aue,Hannover 96,1,3
2021,29,1. FC Nürnberg,SV Darmstadt 98,3,1
2021,29,Holstein Kiel,Hamburger SV,1,0
2021,29,SC Paderborn 07,Karlsruher SC,2,2
2021,29,SV Sandhausen,Dynamo Dresden,2,1
2021,30,Hannover 96,Fortuna Düsseldorf,0,0
2021,30,SV Sandhausen,FC St. Pauli,1,1
2021,30,Dynamo Dresden,Holstein Kiel,0,0
2021,30,Hamburger SV,Karlsruher SC,3,0
2021,30,Werder Bremen,1. FC Nürnberg,1,1
2021,30,SV Darmstadt 98,FC Schalke 04,2,5
2021,30,1. FC Heidenheim 1846,Erzgebirge Aue,0,2
2021,30,Hansa Rostock,Jahn Regensburg,1,1
2021,30,FC Ingolstadt 04,SC Paderborn 07,0,1
2021,31,Fortuna Düsseldorf,Dynamo Dresden,2,2
2021,31,Karlsruher SC,FC Ingolstadt 04,2,2
2021,31,FC Schalke 04,Werder Bremen,1,4
2021,31,Jahn Regensburg,Hamburger SV,2,4
2021,31,Holstein Kiel,1. FC Heidenheim 1846,1,1
2021,31,FC St. Pauli,SV Darmstadt 98,1,2
2021,31,SC Paderborn 07,Hannover 96,3,0
2021,31,1. FC Nürnberg,SV Sandhausen,2,4
2021,31,Erzgebirge Aue,Hansa Rostock,2,2
2021,32,Werder Bremen,Holstein Kiel,2,3
2021,32,1. FC Heidenheim 1846,Fortuna Düsseldorf,1,3
2021,32,FC St. Pauli,1. FC Nürnberg,1,1
2021,32,Hannover 96,Karlsruher SC,2,0
2021,32,SV Sandhausen,FC Schalke 04,1,2
2021,32,Dynamo Dresden,Jahn Regensburg,1,1
2021,32,Hansa Rostock,SC Paderborn 07,0,0
2021,32,FC Ingolstadt 04,Hamburger SV,0,4
2021,32,SV Darmstadt 98,Erzgebirge Aue,6,0
2021,33,Fortuna Düsseldorf,SV Darmstadt 98,2,1
2021,33,SC Paderborn 07,SV Sandhausen,2,0
2021,33,Jahn Regensburg,1. FC Heidenheim 1846,0,2
2021,33,Hamburger SV,Hannover 96,2,1
2021,33,FC Ingolstadt 04,Hansa Rostock,0,0
2021,33,FC Schalke 04,FC St. Pauli,3,2
2021,33,Erzgebirge Aue,Werder Bremen,0,3
2021,33,Holstein Kiel,1. FC Nürnberg,3,0
2021,33,Karlsruher SC,Dynamo Dresden,2,2
2021,34,Werder Bremen,Jahn Regensburg,2,0
2021,34,SV Darmstadt 98,SC Paderborn 07,3,0
2021,34,1. FC Heidenheim 1846,Karlsruher SC,2,0
2021,34,FC St. Pauli,Fortuna Düsseldorf,2,0
2021,34,1. FC Nürnberg,FC Schalke 04,1,2
2021,34,Hannover 96,FC Ingolstadt 04,3,2
2021,34,SV Sandhausen,Holstein Kiel,3,1
2021,34,Dynamo Dresden,Erzgebirge Aue,0,1
2021,34,Hansa Rostock,Hamburger SV,2,3
