season,matchday,home,away,goals_home,goals_away
2023,1,Hamburger SV,FC Schalke 04,5,3
2023,1,1. FC Kaiserslautern,FC St. Pauli,1,2
2023,1,Hannover 96,SV 07 Elversberg,2,2
2023,1,VfL Osnabrück,Karlsruher SC,2,3
2023,1,SV Wehen Wiesbaden,1. FC Magdeburg,1,1
2023,1,Fortuna Düsseldorf,Hertha BSC,1,0
2023,1,SpVgg Greuther Fürth,SC Paderborn 07,5,0
2023,1,Hansa Rostock,1. FC Nürnberg,2,0
2023,1,Eintracht Braunschweig,Holstein Kiel,0,1
2023,2,Hertha BSC,SV Wehen Wiesbaden,0,1
2023,2,SC Paderborn 07,VfL Osnabrück,1,1
2023,2,FC St. Pauli,Fortuna Düsseldorf,0,0
2023,2,Holstein Kiel,SpVgg Greuther Fürth,2,1
2023,2,SV 07 Elversberg,Hansa Rostock,1,2
2023,2,FC Schalke 04,1. FC Kaiserslautern,3,0
2023,2,Karlsruher SC,Hamburger SV,2,2
2023,2,1. FC Magdeburg,Eintracht Braunschweig,2,1
2023,2,1. FC Nürnberg,Hannover 96,2,2
2023,3,1. FC Kaiserslautern,SV 07 Elversberg,3,2
2023,3,SV Wehen Wiesbaden,Karlsruher SC,1,0
2023,3,Fortuna Düsseldorf,SC Paderborn 07,1,2
2023,3,SpVgg Greuther Fürth,FC St. Pauli,0,0
2023,3,Hansa Rostock,Hannover 96,1,2
2023,3,Hamburger SV,Hertha BSC,3,0
2023,3,Holstein Kiel,1. FC Magdeburg,2,4
2023,3,Eintracht Braunschweig,FC Schalke 04,1,0
2023,3,VfL Osnabrück,1. FC Nürnberg,2,3
2023,4,FC Schalke 04,Holstein Kiel,0,2
2023,4,SC Paderborn 07,1. FC Kaiserslautern,1,2
2023,4,Hertha BSC,SpVgg Greuther Fürth,5,0
2023,4,Hansa Rostock,VfL Osnabrück,2,1
2023,4,SV 07 Elversberg,Fortuna Düsseldorf,0,5
2023,4,Hannover 96,Hamburger SV,0,1
2023,4,FC St. Pauli,1. FC Magdeburg,0,0
2023,4,Karlsruher SC,Eintracht Braunschweig,2,0
2023,4,1. FC Nürnberg,SV Wehen Wiesbaden,2,1
2023,5,Fortuna Düsseldorf,Karlsruher SC,3,1
2023,5,Eintracht Braunschweig,FC St. Pauli,1,1
2023,5,Holstein Kiel,SC Paderborn 07,2,1
2023,5,1. FC Magdeburg,Hertha BSC,6,4
2023,5,SV Wehen Wiesbaden,FC Schalke 04,1,1
2023,5,1. FC Kaiserslautern,1. FC Nürnberg,3,1
2023,5,Hamburger SV,Hansa Rostock,2,0
2023,5,SpVgg Greuther Fürth,Hannover 96,1,3
2023,5,VfL Osnabrück,SV 07 Elversberg,0,1
2023,6,SC Paderborn 07,SV Wehen Wiesbaden,2,1
2023,6,1. FC Nürnberg,SpVgg Greuther Fürth,1,1
2023,6,Karlsruher SC,1. FC Kaiserslautern,1,1
2023,6,Hansa Rostock,Fortuna Düsseldorf,1,3
2023,6,SV 07 Elversberg,Hamburger SV,2,1
2023,6,FC Schalke 04,1. FC Magdeburg,4,3
2023,6,Hertha BSC,Eintracht Braunschweig,3,0
2023,6,FC St. Pauli,Holstein Kiel,5,1
2023,6,Hannover 96,VfL Osnabrück,7,0
2023,7,1. FC Magdeburg,SC Paderborn 07,1,1
2023,7,VfL Osnabrück,Hamburger SV,2,1
2023,7,SpVgg Greuther Fürth,Karlsruher SC,4,3
2023,7,Eintracht Braunschweig,1. FC Nürnberg,2,2
2023,7,SV Wehen Wiesbaden,SV 07 Elversberg,0,2
2023,7,FC St. Pauli,FC Schalke 04,3,1
2023,7,Fortuna Düsseldorf,Hannover 96,1,1
2023,7,Holstein Kiel,Hertha BSC,2,3
2023,7,1. FC Kaiserslautern,Hansa Rostock,3,1
2023,8,Hamburger SV,Fortuna Düsseldorf,1,0
2023,8,SC Paderborn 07,FC Schalke 04,3,1
2023,8,Karlsruher SC,Holstein Kiel,0,2
2023,8,Hannover 96,SV Wehen Wiesbaden,2,0
2023,8,Hansa Rostock,Eintracht Braunschweig,1,0
2023,8,Hertha BSC,FC St. Pauli,1,2
2023,8,1. FC Nürnberg,1. FC Magdeburg,1,0
2023,8,SV 07 Elversberg,SpVgg Greuther Fürth,1,1
2023,8,VfL Osnabrück,1. FC Kaiserslautern,2,2
2023,9,Fortuna Düsseldorf,VfL Osnabrück,1,1
2023,9,1. FC Kaiserslautern,Hannover 96,3,1
2023,9,1. FC Magdeburg,Karlsruher SC,1,1
2023,9,SpVgg Greuther Fürth,Hansa Rostock,1,0
2023,9,SV Wehen Wiesbaden,Hamburger SV,1,1
2023,9,FC St. Pauli,1. FC Nürnberg,5,1
2023,9,FC Schalke 04,Hertha BSC,1,2
2023,9,Holstein Kiel,SV 07 Elversberg,1,1
