season,matchday,home,away,goals_home,goals_away
1994,1,1. FC Saarbrücken,Fortuna Düsseldorf,1,2
1994,1,Hertha BSC,Hansa Rostock,0,1
1994,1,FC St. Pauli,VfL Wolfsburg,0,0
1994,1,Fortuna Köln,Chemnitzer FC,3,0
1994,1,1. FSV Mainz 05,FC 08 Homburg,4,1
1994,1,SG Wattenscheid 09,VfB Leipzig,4,2
1994,1,Hannover 96,SV Meppen,1,0
1994,1,FSV Zwickau,FSV Frankfurt,2,2
1994,1,1. FC Nürnberg,Waldhof Mannheim,0,0
1994,2,VfL Wolfsburg,1. FSV Mainz 05,2,0
1994,2,Hansa Rostock,FC St. Pauli,3,0
1994,2,FSV Frankfurt,Fortuna Köln,0,5
1994,2,Chemnitzer FC,1. FC Saarbrücken,1,1
1994,2,Fortuna Düsseldorf,SG Wattenscheid 09,1,1
1994,2,FC 08 Homburg,FSV Zwickau,3,1
1994,2,VfB Leipzig,Hannover 96,3,1
1994,2,SV Meppen,1. FC Nürnberg,1,2
1994,2,Waldhof Mannheim,Hertha BSC,3,0
1994,3,1. FSV Mainz 05,Hansa Rostock,2,2
1994,3,Hannover 96,Fortuna Düsseldorf,0,3
1994,3,FSV Frankfurt,FC 08 Homburg,1,2
1994,3,FSV Zwickau,VfL Wolfsburg,1,3
1994,3,SG Wattenscheid 09,Chemnitzer FC,2,2
1994,3,1. FC Nürnberg,VfB Leipzig,3,1
1994,3,Hertha BSC,SV Meppen,5,1
1994,3,FC St. Pauli,Waldhof Mannheim,1,1
1994,3,Fortuna Köln,1. FC Saarbrücken,4,0
1994,4,VfL Wolfsburg,FSV Frankfurt,4,1
1994,4,VfB Leipzig,Hertha BSC,0,1
1994,4,Waldhof Mannheim,1. FSV Mainz 05,4,0
1994,4,Fortuna Düsseldorf,1. FC Nürnberg,1,1
1994,4,Hansa Rostock,FSV Zwickau,2,0
1994,4,FC 08 Homburg,Fortuna Köln,0,0
1994,4,SV Meppen,FC St. Pauli,3,2
1994,4,Chemnitzer FC,Hannover 96,1,1
1994,4,1. FC Saarbrücken,SG Wattenscheid 09,2,0
1994,5,FC St. Pauli,VfB Leipzig,2,2
1994,5,1. FC Nürnberg,Chemnitzer FC,2,1
1994,5,FC 08 Homburg,VfL Wolfsburg,1,1
1994,5,FSV Zwickau,Waldhof Mannheim,1,1
1994,5,FSV Frankfurt,Hansa Rostock,1,1
1994,5,1. FSV Mainz 05,SV Meppen,1,1
1994,5,Hannover 96,1. FC Saarbrücken,0,0
1994,5,Fortuna Köln,SG Wattenscheid 09,0,0
1994,5,Hertha BSC,Fortuna Düsseldorf,0,0
1994,6,1. FC Saarbrücken,1. FC Nürnberg,2,1
1994,6,SG Wattenscheid 09,Hannover 96,2,1
1994,6,Waldhof Mannheim,FSV Frankfurt,3,2
1994,6,Hansa Rostock,FC 08 Homburg,2,3
1994,6,SV Meppen,FSV Zwickau,2,2
1994,6,Chemnitzer FC,Hertha BSC,2,0
1994,6,Fortuna Düsseldorf,FC St. Pauli,0,1
1994,6,VfB Leipzig,1. FSV Mainz 05,0,2
1994,6,VfL Wolfsburg,Fortuna Köln,3,0
1994,7,Hertha BSC,1. FC Saarbrücken,2,1
1994,7,FC St. Pauli,Chemnitzer FC,0,0
1994,7,FSV Frankfurt,SV Meppen,1,3
1994,7,VfL Wolfsburg,Hansa Rostock,0,1
1994,7,FC 08 Homburg,Waldhof Mannheim,1,1
1994,7,1. FSV Mainz 05,Fortuna Düsseldorf,0,2
1994,7,Fortuna Köln,Hannover 96,1,3
1994,7,FSV Zwickau,VfB Leipzig,3,0
1994,7,1. FC Nürnberg,SG Wattenscheid 09,1,1
1994,8,Waldhof Mannheim,VfL Wolfsburg,2,2
1994,8,SG Wattenscheid 09,Hertha BSC,0,1
1994,8,Fortuna Düsseldorf,FSV Zwickau,1,1
1994,8,VfB Leipzig,FSV Frankfurt,3,0
1994,8,Chemnitzer FC,1. FSV Mainz 05,1,1
1994,8,Hannover 96,1. FC Nürnberg,6,3
1994,8,1. FC Saarbrücken,FC St. Pauli,1,2
1994,8,SV Meppen,FC 08 Homburg,1,0
1994,8,Hansa Rostock,Fortuna Köln,2,0
1994,9,Hansa Rostock,Waldhof Mannheim,0,1
1994,9,FC St. Pauli,SG Wattenscheid 09,4,1
1994,9,1. FSV Mainz 05,1. FC Saarbrücken,1,1
1994,9,FSV Zwickau,Chemnitzer FC,0,0
1994,9,Fortuna Köln,1. FC Nürnberg,1,1
1994,9,VfL Wolfsburg,SV Meppen,0,0
1994,9,FC 08 Homburg,VfB Leipzig,2,1
1994,9,FSV Frankfurt,Fortuna Düsseldorf,1,2
1994,9,Hertha BSC,Hannover 96,2,0
1994,10,1. FC Saarbrücken,FSV Zwickau,1,1
1994,10,SG Wattenscheid 09,1. FSV Mainz 05,3,2
1994,10,Hannover 96,FC St. Pauli,0,1
1994,10,Fortuna Düsseldorf,FC 08 Homburg,2,0
1994,10,Chemnitzer FC,FSV Frankfurt,4,2
1994,10,VfB Leipzig,VfL Wolfsburg,2,3
1994,10,SV Meppen,Hansa Rostock,2,1
1994,10,1. FC Nürnberg,Hertha BSC,1,1
1994,10,Waldhof Mannheim,Fortuna Köln,0,3
1994,11,Fortuna Köln,Hertha BSC,0,0
1994,11,FC St. Pauli,1. FC Nürnberg,3,2
1994,11,FSV Zwickau,SG Wattenscheid 09,2,1
1994,11,1. FSV Mainz 05,Hannover 96,3,2
1994,11,VfL Wolfsburg,Fortuna Düsseldorf,3,1
1994,11,Waldhof Mannheim,SV Meppen,0,0
1994,11,FSV Frankfurt,1. FC Saarbrücken,0,3
1994,11,FC 08 Homburg,Chemnitzer FC,5,1
1994,11,Hansa Rostock,VfB Leipzig,1,0
1994,12,Fortuna Düsseldorf,Hansa Rostock,2,0
1994,12,VfB Leipzig,Waldhof Mannheim,1,0
1994,12,SV Meppen,Fortuna Köln,3,1
1994,12,Hannover 96,FSV Zwickau,1,1
1994,12,SG Wattenscheid 09,FSV Frankfurt,6,2
1994,12,1. FC Saarbrücken,FC 08 Homburg,1,1
1994,12,Hertha BSC,FC St. Pauli,1,1
1994,12,1. FC Nürnberg,1. FSV Mainz 05,1,1
1994,12,Chemnitzer FC,VfL Wolfsburg,1,1
1994,13,FC 08 Homburg,SG Wattenscheid 09,0,1
1994,13,Waldhof Mannheim,Fortuna Düsseldorf,1,0
1994,13,VfL Wolfsburg,1. FC Saarbrücken,2,1
1994,13,1. FSV Mainz 05,Hertha BSC,1,1
1994,13,FSV Zwickau,1. FC Nürnberg,2,0
1994,13,SV Meppen,VfB Leipzig,1,0
1994,13,FSV Frankfurt,Hannover 96,1,1
1994,13,Fortuna Köln,FC St. Pauli,2,2
1994,13,Hansa Rostock,Chemnitzer FC,5,0
1994,14,1. FC Saarbrücken,Hansa Rostock,2,2
1994,14,Hannover 96,FC 08 Homburg,4,3
1994,14,SG Wattenscheid 09,VfL Wolfsburg,2,2
1994,14,Hertha BSC,FSV Zwickau,2,1
1994,14,Fortuna Düsseldorf,SV Meppen,2,1
1994,14,Chemnitzer FC,Waldhof Mannheim,1,1
1994,14,FC St. Pauli,1. FSV Mainz 05,3,1
1994,14,VfB Leipzig,Fortuna Köln,2,0
1994,14,1. FC Nürnberg,FSV Frankfurt,3,1
1994,15,Waldhof Mannheim,1. FC Saarbrücken,2,2
1994,15,SV Meppen,Chemnitzer FC,3,0
1994,15,FSV Zwickau,FC St. Pauli,0,0
1994,15,VfL Wolfsburg,Hannover 96,2,1
1994,15,FC 08 Homburg,1. FC Nürnberg,3,0
1994,15,FSV Frankfurt,Hertha BSC,1,3
1994,15,1. FSV Mainz 05,Fortuna Köln,4,2
1994,15,Hansa Rostock,SG Wattenscheid 09,3,0
1994,15,Fortuna Düsseldorf,VfB Leipzig,4,2
1994,16,Hannover 96,Hansa Rostock,2,1
1994,16,1. FSV Mainz 05,FSV Zwickau,2,2
1994,16,1. FC Saarbrücken,SV Meppen,2,1
1994,16,SG Wattenscheid 09,Waldhof Mannheim,2,2
1994,16,Hertha BSC,FC 08 Homburg,2,2
1994,16,Fortuna Köln,Fortuna Düsseldorf,0,1
1994,16,FC St. Pauli,FSV Frankfurt,3,0
1994,16,Chemnitzer FC,VfB Leipzig,2,0
1994,16,1. FC Nürnberg,VfL Wolfsburg,0,0
1994,17,FC 08 Homburg,FC St. Pauli,1,4
1994,17,Fortuna Düsseldorf,Chemnitzer FC,1,2
1994,17,VfB Leipzig,1. FC Saarbrücken,2,0
1994,17,FSV Zwickau,Fortuna Köln,1,1
1994,17,VfL Wolfsburg,Hertha BSC,1,0
1994,17,Waldhof Mannheim,Hannover 96,2,1
1994,17,FSV Frankfurt,1. FSV Mainz 05,1,4
1994,17,SV Meppen,SG Wattenscheid 09,2,2
1994,17,Hansa Rostock,1. FC Nürnberg,5,0
1994,18,Waldhof Mannheim,1. FC Nürnberg,2,1
1994,18,VfL Wolfsburg,FC St. Pauli,1,1
1994,18,Chemnitzer FC,Fortuna Köln,0,1
1994,18,VfB Leipzig,SG Wattenscheid 09,0,2
1994,18,Hansa Rostock,Hertha BSC,2,1
1994,18,SV Meppen,Hannover 96,1,0
1994,18,FC 08 Homburg,1. FSV Mainz 05,1,2
1994,18,FSV Frankfurt,FSV Zwickau,3,0
1994,18,Fortuna Düsseldorf,1. FC Saarbrücken,0,0
1994,19,SG Wattenscheid 09,Fortuna Düsseldorf,0,0
1994,19,Hertha BSC,Waldhof Mannheim,0,0
