season,matchday,home,away,goals_home,goals_away
2013,4,Dynamo Dresden,FSV Frankfurt,0,3
2013,4,1. FC Union Berlin,Fortuna Düsseldorf,2,1
2013,5,SV Sandhausen,Karlsruher SC,1,1
2013,5,FC Ingolstadt 04,Arminia Bielefeld,3,2
2013,5,Erzgebirge Aue,Energie Cottbus,2,1
2013,5,SpVgg Greuther Fürth,1. FC Köln,0,0
2013,5,VfR Aalen,1. FC Kaiserslautern,4,0
2013,5,Fortuna Düsseldorf,VfL Bochum,1,0
2013,5,FSV Frankfurt,1. FC Union Berlin,1,1
2013,5,SC Paderborn 07,TSV 1860 München,1,0
2013,5,FC St. Pauli,Dynamo Dresden,2,1
2013,6,FSV Frankfurt,SpVgg Greuther Fürth,1,1
2013,6,TSV 1860 München,SV Sandhausen,0,2
2013,6,Arminia Bielefeld,Fortuna Düsseldorf,4,2
2013,6,1. FC Union Berlin,FC St. Pauli,3,2
2013,6,VfL Bochum,SC Paderborn 07,4,2
2013,6,1. FC Köln,Erzgebirge Aue,4,1
2013,6,Dynamo Dresden,FC Ingolstadt 04,1,1
2013,6,Karlsruher SC,VfR Aalen,1,1
2013,6,1. FC Kaiserslautern,Energie Cottbus,2,2
2013,7,VfR Aalen,TSV 1860 München,0,0
2013,7,SC Paderborn 07,Karlsruher SC,1,0
2013,7,Erzgebirge Aue,Arminia Bielefeld,0,2
2013,7,FC St. Pauli,FSV Frankfurt,2,1
2013,7,SV Sandhausen,1. FC Kaiserslautern,1,0
2013,7,Fortuna Düsseldorf,Dynamo Dresden,1,1
2013,7,SpVgg Greuther Fürth,VfL Bochum,0,2
2013,7,FC Ingolstadt 04,1. FC Union Berlin,0,1
2013,7,Energie Cottbus,1. FC Köln,0,4
2013,8,1. FC Union Berlin,SpVgg Greuther Fürth,2,4
2013,8,Karlsruher SC,Energie Cottbus,2,0
2013,8,1. FC Köln,1. FC Kaiserslautern,0,0
2013,8,TSV 1860 München,Erzgebirge Aue,3,1
2013,8,VfL Bochum,VfR Aalen,1,2
2013,8,Arminia Bielefeld,SV Sandhausen,2,1
2013,8,FSV Frankfurt,FC Ingolstadt 04,4,1
2013,8,Dynamo Dresden,SC Paderborn 07,2,2
2013,8,FC St. Pauli,Fortuna Düsseldorf,1,1
2013,9,Energie Cottbus,Arminia Bielefeld,4,2
2013,9,Erzgebirge Aue,Karlsruher SC,3,0
2013,9,VfR Aalen,1. FC Köln,0,1
2013,9,Fortuna Düsseldorf,FSV Frankfurt,0,0
2013,9,SC Paderborn 07,1. FC Union Berlin,0,3
2013,9,1. FC Kaiserslautern,TSV 1860 München,3,0
2013,9,SV Sandhausen,VfL Bochum,1,0
2013,9,FC Ingolstadt 04,FC St. Pauli,1,2
2013,9,SpVgg Greuther Fürth,Dynamo Dresden,4,0
2013,10,1. FC Union Berlin,SV Sandhausen,3,0
2013,10,FC St. Pauli,SC Paderborn 07,1,2
2013,10,Arminia Bielefeld,1. FC Kaiserslautern,0,3
2013,10,Dynamo Dresden,VfR Aalen,2,0
2013,10,Karlsruher SC,1. FC Köln,1,2
2013,10,FSV Frankfurt,Erzgebirge Aue,3,1
2013,10,TSV 1860 München,Energie Cottbus,0,0
2013,10,VfL Bochum,FC Ingolstadt 04,0,1
2013,10,Fortuna Düsseldorf,SpVgg Greuther Fürth,2,1
2013,11,Energie Cottbus,1. FC Union Berlin,0,0
2013,11,VfR Aalen,Arminia Bielefeld,3,0
2013,11,SC Paderborn 07,FSV Frankfurt,4,2
2013,11,SV Sandhausen,Dynamo Dresden,0,0
2013,11,Erzgebirge Aue,VfL Bochum,2,1
2013,11,SpVgg Greuther Fürth,FC St. Pauli,2,4
2013,11,1. FC Kaiserslautern,Karlsruher SC,2,2
2013,11,FC Ingolstadt 04,Fortuna Düsseldorf,1,2
2013,11,1. FC Köln,TSV 1860 München,0,0
2013,12,SpVgg Greuther Fürth,FC Ingolstadt 04,0,1
2013,12,FC St. Pauli,SV Sandhausen,0,0
2013,12,Arminia Bielefeld,1. FC Köln,0,1
2013,12,Fortuna Düsseldorf,SC Paderborn 07,1,6
2013,12,FSV Frankfurt,VfR Aalen,0,0
2013,12,1. FC Union Berlin,Erzgebirge Aue,1,0
2013,12,Dynamo Dresden,Energie Cottbus,1,0
2013,12,Karlsruher SC,TSV 1860 München,2,1
2013,12,VfL Bochum,1. FC Kaiserslautern,0,0
2013,13,Energie Cottbus,VfL Bochum,0,1
2013,13,VfR Aalen,Fortuna Düsseldorf,1,0
2013,13,SC Paderborn 07,FC Ingolstadt 04,1,1
2013,13,1. FC Kaiserslautern,FC St. Pauli,4,1
2013,13,Erzgebirge Aue,SpVgg Greuther Fürth,2,6
2013,13,TSV 1860 München,Dynamo Dresden,1,3
2013,13,SV Sandhausen,FSV Frankfurt,2,0
2013,13,Karlsruher SC,Arminia Bielefeld,3,1
2013,13,1. FC Köln,1. FC Union Berlin,4,0
2013,14,SpVgg Greuther Fürth,SC Paderborn 07,3,0
2013,14,FSV Frankfurt,1. FC Kaiserslautern,0,4
2013,14,FC Ingolstadt 04,VfR Aalen,2,0
2013,14,1. FC Union Berlin,Karlsruher SC,0,0
2013,14,Arminia Bielefeld,TSV 1860 München,0,1
2013,14,Fortuna Düsseldorf,SV Sandhausen,1,0
2013,14,VfL Bochum,1. FC Köln,1,0
2013,14,Dynamo Dresden,Erzgebirge Aue,1,1
2013,14,FC St. Pauli,Energie Cottbus,3,0
2013,15,Energie Cottbus,FSV Frankfurt,1,4
2013,15,SV Sandhausen,SC Paderborn 07,3,2
2013,15,Arminia Bielefeld,VfL Bochum,0,2
2013,15,1. FC Kaiserslautern,1. FC Union Berlin,3,0
2013,15,1. FC Köln,FC Ingolstadt 04,0,1
2013,15,VfR Aalen,FC St. Pauli,0,1
2013,15,Erzgebirge Aue,Fortuna Düsseldorf,3,0
2013,15,Karlsruher SC,Dynamo Dresden,3,0
2013,15,TSV 1860 München,SpVgg Greuther Fürth,1,0
2013,16,Fortuna Düsseldorf,Karlsruher SC,0,2
2013,16,1. FC Union Berlin,VfR Aalen,1,3
2013,16,FC St. Pauli,1. FC Köln,0,3
2013,16,FC Ingolstadt 04,SV Sandhausen,0,2
2013,16,Dynamo Dresden,1. FC Kaiserslautern,3,2
2013,16,SpVgg Greuther Fürth,Energie Cottbus,1,0
2013,16,SC Paderborn 07,Erzgebirge Aue,1,1
2013,16,VfL Bochum,TSV 1860 München,1,2
2013,16,FSV Frankfurt,Arminia Bielefeld,1,2
2013,17,Erzgebirge Aue,FC St. Pauli,0,2
2013,17,Karlsruher SC,VfL Bochum,0,0
2013,17,Arminia Bielefeld,Dynamo Dresden,1,1
2013,17,1. FC Köln,FSV Frankfurt,2,0
2013,17,TSV 1860 München,1. FC Union Berlin,2,1
2013,17,Energie Cottbus,FC Ingolstadt 04,1,2
2013,17,VfR Aalen,SC Paderborn 07,2,4
2013,17,SV Sandhausen,SpVgg Greuther Fürth,1,3
2013,17,1. FC Kaiserslautern,Fortuna Düsseldorf,0,1
2013,18,VfR Aalen,SV Sandhausen,0,0
2013,18,1. FC Kaiserslautern,SC Paderborn 07,0,1
2013,18,1. FC Köln,Dynamo Dresden,3,1
2013,18,Energie Cottbus,Fortuna Düsseldorf,1,3
2013,18,VfL Bochum,1. FC Union Berlin,0,4
2013,18,Arminia Bielefeld,SpVgg Greuther Fürth,4,1
2013,18,Karlsruher SC,FSV Frankfurt,3,3
2013,18,Erzgebirge Aue,FC Ingolstadt 04,0,0
2013,18,TSV 1860 München,FC St. Pauli,0,2
2013,19,Dynamo Dresden,VfL Bochum,0,0
2013,19,SV Sandhausen,Erzgebirge Aue,1,0
2013,19,FC St. Pauli,Karlsruher SC,0,2
2013,19,FSV Frankfurt,TSV 1860 München,2,2
2013,19,1. FC Union Berlin,Arminia Bielefeld,4,2
2013,19,SC Paderborn 07,Energie Cottbus,1,0
2013,19,SpVgg Greuther Fürth,VfR Aalen,1,0
2013,19,Fortuna Düsseldorf,1. FC Köln,2,3
2013,19,FC Ingolstadt 04,1. FC Kaiserslautern,1,2
2013,20,VfL Bochum,FSV Frankfurt,1,2
2013,20,Energie Cottbus,SV Sandhausen,0,1
2013,20,VfR Aalen,Erzgebirge Aue,2,2
2013,20,1. FC Kaiserslautern,SpVgg Greuther Fürth,2,1
2013,20,1. FC Union Berlin,Dynamo Dresden,0,0
2013,20,Arminia Bielefeld,FC St. Pauli,2,2
2013,20,1. FC Köln,SC Paderborn 07,0,1
2013,20,Karlsruher SC,FC Ingolstadt 04,1,1
2013,20,TSV 1860 München,Fortuna Düsseldorf,1,1
2013,21,FC Ingolstadt 04,TSV 1860 München,2,0
2013,21,Fortuna Düsseldorf,1. FC Union Berlin,1,1
2013,21,SpVgg Greuther Fürth,Karlsruher SC,1,1
2013,21,FC St. Pauli,VfL Bochum,0,1
2013,21,FSV Frankfurt,Dynamo Dresden,3,2
2013,21,SV Sandhausen,1. FC Köln,0,1
2013,21,VfR Aalen,Energie Cottbus,2,2
2013,21,SC Paderborn 07,Arminia Bielefeld,4,0
2013,21,Erzgebirge Aue,1. FC Kaiserslautern,1,0
2013,22,1. FC Union Berlin,FSV Frankfurt,2,0
2013,22,Arminia Bielefeld,FC Ingolstadt 04,0,2
2013,22,Energie Cottbus,Erzgebirge Aue,2,3
2013,22,Karlsruher SC,SV Sandhausen,2,1
2013,22,TSV 1860 München,SC Paderborn 07,2,2
2013,22,VfL Bochum,Fortuna Düsseldorf,0,0
2013,22,1. FC Kaiserslautern,VfR Aalen,1,2
2013,22,Dynamo Dresden,FC St. Pauli,1,2
2013,22,1. FC Köln,SpVgg Greuther Fürth,1,1
2013,23,Energie Cottbus,1. FC Kaiserslautern,1,0
2013,23,SC Paderborn 07,VfL Bochum,4,1
2013,23,Fortuna Düsseldorf,Arminia Bielefeld,2,0
2013,23,Erzgebirge Aue,1. FC Köln,2,2
2013,23,SV Sandhausen,TSV 1860 München,0,0
2013,23,SpVgg Greuther Fürth,FSV Frankfurt,3,2
2013,23,FC Ingolstadt 04,Dynamo Dresden,1,1
2013,23,VfR Aalen,Karlsruher SC,1,0
2013,23,FC St. Pauli,1. FC Union Berlin,2,1
2013,24,TSV 1860 München,VfR Aalen,4,0
2013,24,1. FC Kaiserslautern,SV Sandhausen,2,1
2013,24,1. FC Köln,Energie Cottbus,2,1
2013,24,1. FC Union Berlin,FC Ingolstadt 04,1,1
2013,24,Arminia Bielefeld,Erzgebirge Aue,1,0
2013,24,Dynamo Dresden,Fortuna Düsseldorf,1,1
2013,24,FSV Frankfurt,FC St. Pauli,1,0
2013,24,Karlsruher SC,SC Paderborn 07,4,0
2013,24,VfL Bochum,SpVgg Greuther Fürth,0,2
2013,25,FC Ingolstadt 04,FSV Frankfurt,0,1
2013,25,VfR Aalen,VfL Bochum,0,2
2013,25,SC Paderborn 07,Dynamo Dresden,2,1
2013,25,Erzgebirge Aue,TSV 1860 München,2,2
2013,25,Energie Cottbus,Karlsruher SC,1,0
2013,25,SpVgg Greuther Fürth,1. FC Union Berlin,1,1
2013,25,Fortuna Düsseldorf,FC St. Pauli,0,2
2013,25,SV Sandhausen,Arminia Bielefeld,1,0
2013,25,1. FC Kaiserslautern,1. FC Köln,0,0
2013,26,Dynamo Dresden,SpVgg Greuther Fürth,1,1
2013,26,VfL Bochum,SV Sandhausen,0,1
2013,26,1. FC Union Berlin,SC Paderborn 07,1,1
2013,26,FSV Frankfurt,Fortuna Düsseldorf,0,0
2013,26,1. FC Köln,VfR Aalen,0,0
2013,26,FC St. Pauli,FC Ingolstadt 04,0,0
2013,26,TSV 1860 München,1. FC Kaiserslautern,0,1
2013,26,Arminia Bielefeld,Energie Cottbus,1,3
2013,26,Karlsruher SC,Erzgebirge Aue,1,1
2013,27,SpVgg Greuther Fürth,Fortuna Düsseldorf,4,1
2013,27,SV Sandhausen,1. FC Union Berlin,2,1
2013,27,SC Paderborn 07,FC St. Pauli,3,0
2013,27,FC Ingolstadt 04,VfL Bochum,3,0
2013,27,VfR Aalen,Dynamo Dresden,1,1
2013,27,Erzgebirge Aue,FSV Frankfurt,2,1
2013,27,Energie Cottbus,TSV 1860 München,1,2
2013,27,1. FC Köln,Karlsruher SC,2,0
2013,27,1. FC Kaiserslautern,Arminia Bielefeld,1,1
2013,28,FC St. Pauli,SpVgg Greuther Fürth,2,2
2013,28,Dynamo Dresden,SV Sandhausen,0,0
2013,28,Fortuna Düsseldorf,FC Ingolstadt 04,0,0
2013,28,Karlsruher SC,1. FC Kaiserslautern,2,2
2013,28,VfL Bochum,Erzgebirge Aue,1,0
2013,28,TSV 1860 München,1. FC Köln,0,1
2013,28,Arminia Bielefeld,VfR Aalen,0,0
2013,28,FSV Frankfurt,SC Paderborn 07,1,3
2013,28,1. FC Union Berlin,Energie Cottbus,2,0
2013,29,SC Paderborn 07,Fortuna Düsseldorf,1,2
2013,29,VfR Aalen,FSV Frankfurt,2,1
2013,29,Energie Cottbus,Dynamo Dresden,0,0
2013,29,SV Sandhausen,FC St. Pauli,2,3
2013,29,1. FC Köln,Arminia Bielefeld,2,0
2013,29,Erzgebirge Aue,1. FC Union Berlin,3,2
2013,29,1. FC Kaiserslautern,VfL Bochum,1,1
2013,29,TSV 1860 München,Karlsruher SC,0,3
2013,29,FC Ingolstadt 04,SpVgg Greuther Fürth,0,0
2013,30,FC St. Pauli,1. FC Kaiserslautern,2,3
2013,30,1. FC Union Berlin,1. FC Köln,1,2
2013,30,FC Ingolstadt 04,SC Paderborn 07,1,2
2013,30,SpVgg Greuther Fürth,Erzgebirge Aue,2,1
2013,30,Arminia Bielefeld,Karlsruher SC,0,0
2013,30,VfL Bochum,Energie Cottbus,2,1
2013,30,Fortuna Düsseldorf,VfR Aalen,3,1
2013,30,FSV Frankfurt,SV Sandhausen,0,3
2013,30,Dynamo Dresden,TSV 1860 München,4,2
2013,31,SV Sandhausen,Fortuna Düsseldorf,0,3
2013,31,Energie Cottbus,FC St. Pauli,1,1
2013,31,Erzgebirge Aue,Dynamo Dresden,2,0
2013,31,Karlsruher SC,1. FC Union Berlin,3,2
2013,31,TSV 1860 München,Arminia Bielefeld,2,1
2013,31,SC Paderborn 07,SpVgg Greuther Fürth,2,2
2013,31,1. FC Kaiserslautern,FSV Frankfurt,3,2
2013,31,VfR Aalen,FC Ingolstadt 04,0,0
2013,31,1. FC Köln,VfL Bochum,3,1
2013,32,FC Ingolstadt 04,1. FC Köln,1,1
2013,32,SpVgg Greuther Fürth,TSV 1860 München,1,2
2013,32,VfL Bochum,Arminia Bielefeld,1,4
2013,32,FSV Frankfurt,Energie Cottbus,3,1
2013,32,Fortuna Düsseldorf,Erzgebirge Aue,4,0
2013,32,FC St. Pauli,VfR Aalen,0,3
2013,32,SC Paderborn 07,SV Sandhausen,2,0
2013,32,Dynamo Dresden,Karlsruher SC,2,2
2013,32,1. FC Union Berlin,1. FC Kaiserslautern,1,1
2013,33,Karlsruher SC,Fortuna Düsseldorf,2,2
2013,33,Energie Cottbus,SpVgg Greuther Fürth,0,6
2013,33,Arminia Bielefeld,FSV Frankfurt,0,0
2013,33,VfR Aalen,1. FC Union Berlin,3,0
2013,33,1. FC Köln,FC St. Pauli,4,0
2013,33,Erzgebirge Aue,SC Paderborn 07,0,2
2013,33,SV Sandhausen,FC Ingolstadt 04,0,2
2013,33,TSV 1860 München,VfL Bochum,2,0
2013,33,1. FC Kaiserslautern,Dynamo Dresden,4,0
2013,34,Fortuna Düsseldorf,1. FC Kaiserslautern,4,2
2013,34,FSV Frankfurt,1. FC Köln,2,0
2013,34,1. FC Union Berlin,TSV 1860 München,1,1
2013,34,FC Ingolstadt 04,Energie Cottbus,2,0
2013,34,SC Paderborn 07,VfR Aalen,2,1
2013,34,SpVgg Greuther Fürth,SV Sandhausen,2,0
2013,34,FC St. Pauli,Erzgebirge Aue,2,2
2013,34,VfL Bochum,Karlsruher SC,1,0
2013,34,Dynamo Dresden,Arminia Bielefeld,2,3
