season,matchday,home,away,goals_home,goals_away
2011,1,Energie Cottbus,Dynamo Dresden,2,1
2011,1,FSV Frankfurt,1. FC Union Berlin,1,1
2011,1,SpVgg Greuther Fürth,Eintracht Frankfurt,2,3
2011,1,FC St. Pauli,FC Ingolstadt 04,2,0
2011,1,Erzgebirge Aue,Alemannia Aachen,1,0
2011,1,Hansa Rostock,SC Paderborn 07,1,2
2011,1,Eintracht Braunschweig,TSV 1860 München,3,1
2011,1,Karlsruher SC,MSV Duisburg,3,2
2011,1,Fortuna Düsseldorf,VfL Bochum,2,0
2011,2,VfL Bochum,FSV Frankfurt,1,0
2011,2,FC Ingolstadt 04,Erzgebirge Aue,0,0
2011,2,MSV Duisburg,Energie Cottbus,1,2
2011,2,TSV 1860 München,Karlsruher SC,2,1
2011,2,1. FC Union Berlin,SpVgg Greuther Fürth,0,4
2011,2,Alemannia Aachen,Eintracht Braunschweig,0,2
2011,2,SC Paderborn 07,Fortuna Düsseldorf,1,1
2011,2,Dynamo Dresden,Hansa Rostock,1,1
2011,2,Eintracht Frankfurt,FC St. Pauli,1,1
2011,3,FC St. Pauli,Alemannia Aachen,3,1
2011,3,Fortuna Düsseldorf,FC Ingolstadt 04,4,1
2011,3,1. FC Union Berlin,SC Paderborn 07,3,0
2011,3,SpVgg Greuther Fürth,Dynamo Dresden,1,0
2011,3,Energie Cottbus,TSV 1860 München,0,5
2011,3,Erzgebirge Aue,Karlsruher SC,0,2
2011,3,FSV Frankfurt,MSV Duisburg,0,0
2011,3,Eintracht Braunschweig,Eintracht Frankfurt,0,3
2011,3,Hansa Rostock,VfL Bochum,0,0
2011,4,Karlsruher SC,Eintracht Braunschweig,1,3
2011,4,Dynamo Dresden,1. FC Union Berlin,4,0
2011,4,VfL Bochum,FC St. Pauli,1,2
2011,4,Alemannia Aachen,Energie Cottbus,0,2
2011,4,SC Paderborn 07,SpVgg Greuther Fürth,0,1
2011,4,MSV Duisburg,Hansa Rostock,0,0
2011,4,TSV 1860 München,Erzgebirge Aue,4,0
2011,4,FC Ingolstadt 04,FSV Frankfurt,1,1
2011,4,Eintracht Frankfurt,Fortuna Düsseldorf,1,1
2011,5,SpVgg Greuther Fürth,FC Ingolstadt 04,3,0
2011,5,Fortuna Düsseldorf,TSV 1860 München,3,1
2011,5,Hansa Rostock,Alemannia Aachen,0,0
2011,5,1. FC Union Berlin,VfL Bochum,2,1
2011,5,Eintracht Braunschweig,Erzgebirge Aue,1,1
2011,5,Energie Cottbus,Karlsruher SC,2,0
2011,5,FSV Frankfurt,Eintracht Frankfurt,0,4
2011,5,Dynamo Dresden,SC Paderborn 07,1,2
2011,5,FC St. Pauli,MSV Duisburg,2,1
2011,6,VfL Bochum,SpVgg Greuther Fürth,1,4
2011,6,MSV Duisburg,Dynamo Dresden,3,0
2011,6,FC Ingolstadt 04,Hansa Rostock,3,1
2011,6,Alemannia Aachen,Fortuna Düsseldorf,0,0
2011,6,Karlsruher SC,FSV Frankfurt,0,4
2011,6,Eintracht Frankfurt,SC Paderborn 07,0,0
2011,6,Eintracht Braunschweig,FC St. Pauli,1,0
2011,6,TSV 1860 München,1. FC Union Berlin,3,1
2011,6,Erzgebirge Aue,Energie Cottbus,0,0
2011,7,SpVgg Greuther Fürth,MSV Duisburg,2,1
2011,7,SC Paderborn 07,Alemannia Aachen,0,0
2011,7,Hansa Rostock,Eintracht Braunschweig,0,0
2011,7,Energie Cottbus,Eintracht Frankfurt,3,3
2011,7,Fortuna Düsseldorf,Karlsruher SC,4,2
2011,7,FC St. Pauli,TSV 1860 München,4,2
2011,7,1. FC Union Berlin,FC Ingolstadt 04,4,1
2011,7,FSV Frankfurt,Erzgebirge Aue,1,1
2011,7,Dynamo Dresden,VfL Bochum,2,1
2011,8,Eintracht Frankfurt,Hansa Rostock,4,1
2011,8,Erzgebirge Aue,Fortuna Düsseldorf,2,4
2011,8,FC Ingolstadt 04,Dynamo Dresden,4,2
2011,8,MSV Duisburg,1. FC Union Berlin,1,1
2011,8,Eintracht Braunschweig,Energie Cottbus,3,1
2011,8,VfL Bochum,SC Paderborn 07,0,4
2011,8,TSV 1860 München,FSV Frankfurt,4,0
2011,8,Alemannia Aachen,SpVgg Greuther Fürth,0,0
2011,8,Karlsruher SC,FC St. Pauli,0,2
2011,9,FC St. Pauli,Erzgebirge Aue,2,3
2011,9,SC Paderborn 07,FC Ingolstadt 04,4,1
2011,9,FSV Frankfurt,Eintracht Braunschweig,1,1
2011,9,Fortuna Düsseldorf,Energie Cottbus,4,2
2011,9,1. FC Union Berlin,Alemannia Aachen,2,0
2011,9,VfL Bochum,MSV Duisburg,2,1
2011,9,SpVgg Greuther Fürth,TSV 1860 München,2,0
2011,9,Hansa Rostock,Karlsruher SC,1,1
2011,9,Dynamo Dresden,Eintracht Frankfurt,1,4
2011,10,Eintracht Frankfurt,1. FC Union Berlin,3,1
2011,10,Erzgebirge Aue,Hansa Rostock,1,0
2011,10,Alemannia Aachen,FSV Frankfurt,1,3
2011,10,Energie Cottbus,FC St. Pauli,1,4
2011,10,FC Ingolstadt 04,VfL Bochum,3,5
2011,10,MSV Duisburg,SC Paderborn 07,0,1
2011,10,TSV 1860 München,Dynamo Dresden,2,4
2011,10,Karlsruher SC,SpVgg Greuther Fürth,2,2
2011,10,Eintracht Braunschweig,Fortuna Düsseldorf,1,1
2011,11,SC Paderborn 07,Eintracht Braunschweig,1,0
2011,11,Hansa Rostock,TSV 1860 München,2,0
2011,11,VfL Bochum,Eintracht Frankfurt,0,2
2011,11,MSV Duisburg,FC Ingolstadt 04,3,1
2011,11,1. FC Union Berlin,Karlsruher SC,2,0
2011,11,SpVgg Greuther Fürth,Erzgebirge Aue,2,0
2011,11,FSV Frankfurt,Energie Cottbus,0,1
2011,11,Dynamo Dresden,Alemannia Aachen,1,1
2011,11,FC St. Pauli,Fortuna Düsseldorf,1,3
2011,12,Fortuna Düsseldorf,Hansa Rostock,2,0
2011,12,TSV 1860 München,SC Paderborn 07,1,1
2011,12,Karlsruher SC,VfL Bochum,0,0
2011,12,Energie Cottbus,SpVgg Greuther Fürth,0,2
2011,12,Eintracht Braunschweig,Dynamo Dresden,0,2
2011,12,Eintracht Frankfurt,MSV Duisburg,3,0
2011,12,FC St. Pauli,FSV Frankfurt,2,1
2011,12,Erzgebirge Aue,1. FC Union Berlin,1,1
2011,12,Alemannia Aachen,FC Ingolstadt 04,3,1
2011,13,VfL Bochum,Alemannia Aachen,1,0
2011,13,1. FC Union Berlin,FC St. Pauli,0,2
2011,13,Hansa Rostock,Energie Cottbus,1,1
2011,13,SC Paderborn 07,Erzgebirge Aue,1,0
2011,13,Dynamo Dresden,Karlsruher SC,5,1
2011,13,MSV Duisburg,TSV 1860 München,0,3
2011,13,FSV Frankfurt,Fortuna Düsseldorf,2,5
2011,13,FC Ingolstadt 04,Eintracht Frankfurt,1,1
2011,13,SpVgg Greuther Fürth,Eintracht Braunschweig,1,3
2011,14,Fortuna Düsseldorf,Dynamo Dresden,2,1
2011,14,Karlsruher SC,FC Ingolstadt 04,3,2
2011,14,Eintracht Braunschweig,1. FC Union Berlin,1,2
2011,14,FC St. Pauli,SpVgg Greuther Fürth,2,2
2011,14,TSV 1860 München,VfL Bochum,1,3
2011,14,Energie Cottbus,SC Paderborn 07,0,2
2011,14,Alemannia Aachen,MSV Duisburg,2,2
2011,14,FSV Frankfurt,Hansa Rostock,0,0
2011,14,Erzgebirge Aue,Eintracht Frankfurt,1,2
2011,15,MSV Duisburg,Eintracht Braunschweig,3,0
2011,15,SC Paderborn 07,Karlsruher SC,2,1
2011,15,FC Ingolstadt 04,TSV 1860 München,0,1
2011,15,Hansa Rostock,FC St. Pauli,1,3
2011,15,1. FC Union Berlin,Fortuna Düsseldorf,0,0
2011,15,Eintracht Frankfurt,Alemannia Aachen,4,3
2011,15,SpVgg Greuther Fürth,FSV Frankfurt,4,0
2011,15,Dynamo Dresden,Erzgebirge Aue,1,2
2011,15,VfL Bochum,Energie Cottbus,0,1
2011,16,Erzgebirge Aue,MSV Duisburg,1,2
2011,16,FSV Frankfurt,SC Paderborn 07,2,2
2011,16,Hansa Rostock,1. FC Union Berlin,2,5
2011,16,TSV 1860 München,Eintracht Frankfurt,2,1
2011,16,Karlsruher SC,Alemannia Aachen,0,2
2011,16,FC St. Pauli,Dynamo Dresden,3,1
2011,16,Energie Cottbus,FC Ingolstadt 04,0,0
2011,16,Eintracht Braunschweig,VfL Bochum,4,0
2011,16,Fortuna Düsseldorf,SpVgg Greuther Fürth,2,1
2011,17,1. FC Union Berlin,Energie Cottbus,1,0
2011,17,SC Paderborn 07,FC St. Pauli,1,1
2011,17,FC Ingolstadt 04,Eintracht Braunschweig,0,1
2011,17,Eintracht Frankfurt,Karlsruher SC,2,0
2011,17,SpVgg Greuther Fürth,Hansa Rostock,3,0
2011,17,VfL Bochum,Erzgebirge Aue,6,0
2011,17,Alemannia Aachen,TSV 1860 München,2,2
2011,17,Dynamo Dresden,FSV Frankfurt,2,2
2011,17,MSV Duisburg,Fortuna Düsseldorf,0,2
2011,18,SC Paderborn 07,Hansa Rostock,2,0
