season,matchday,home,away,goals_home,goals_away
1997,1,Eintracht Frankfurt,Fortuna Düsseldorf,3,2
1997,1,SV Meppen,FSV Zwickau,2,1
1997,1,FC Carl Zeiss Jena,SG Wattenscheid 09,1,1
1997,1,SpVgg Unterhaching,1. FSV Mainz 05,3,2
1997,1,KFC Uerdingen 05,Fortuna Köln,2,0
1997,1,VfB Leipzig,Stuttgarter Kickers,3,1
1997,1,SC Freiburg,Energie Cottbus,2,0
1997,1,FC Gütersloh,1. FC Nürnberg,4,2
1997,1,SpVgg Greuther Fürth,FC St. Pauli,0,0
1997,2,FC St. Pauli,FC Gütersloh,0,0
1997,2,Fortuna Köln,SV Meppen,2,2
1997,2,Fortuna Düsseldorf,KFC Uerdingen 05,1,1
1997,2,Stuttgarter Kickers,FC Carl Zeiss Jena,2,1
1997,2,Energie Cottbus,VfB Leipzig,1,1
1997,2,1. FSV Mainz 05,SpVgg Greuther Fürth,4,1
1997,2,FSV Zwickau,SpVgg Unterhaching,0,4
1997,2,SG Wattenscheid 09,Eintracht Frankfurt,0,1
1997,2,1. FC Nürnberg,SC Freiburg,4,1
1997,3,SpVgg Unterhaching,Fortuna Köln,0,1
1997,3,SV Meppen,Fortuna Düsseldorf,2,2
1997,3,KFC Uerdingen 05,SG Wattenscheid 09,2,1
1997,3,FC Carl Zeiss Jena,Energie Cottbus,0,3
1997,3,FC Gütersloh,SC Freiburg,1,2
1997,3,VfB Leipzig,1. FC Nürnberg,2,1
1997,3,SpVgg Greuther Fürth,FSV Zwickau,1,0
1997,3,Eintracht Frankfurt,Stuttgarter Kickers,1,0
1997,3,FC St. Pauli,1. FSV Mainz 05,2,0
1997,4,Fortuna Köln,SpVgg Greuther Fürth,1,1
1997,4,Energie Cottbus,Eintracht Frankfurt,0,1
1997,4,1. FSV Mainz 05,FC Gütersloh,1,1
1997,4,Stuttgarter Kickers,KFC Uerdingen 05,2,2
1997,4,SC Freiburg,VfB Leipzig,5,2
1997,4,FSV Zwickau,FC St. Pauli,4,0
1997,4,Fortuna Düsseldorf,SpVgg Unterhaching,1,1
1997,4,SG Wattenscheid 09,SV Meppen,1,1
1997,4,1. FC Nürnberg,FC Carl Zeiss Jena,1,3
1997,5,SpVgg Unterhaching,SG Wattenscheid 09,0,0
1997,5,1. FSV Mainz 05,FSV Zwickau,2,2
1997,5,KFC Uerdingen 05,Energie Cottbus,2,1
1997,5,FC Gütersloh,VfB Leipzig,1,0
1997,5,FC Carl Zeiss Jena,SC Freiburg,1,4
1997,5,FC St. Pauli,Fortuna Köln,1,1
1997,5,SpVgg Greuther Fürth,Fortuna Düsseldorf,2,2
1997,5,SV Meppen,Stuttgarter Kickers,1,1
1997,5,Eintracht Frankfurt,1. FC Nürnberg,4,1
1997,6,SC Freiburg,Eintracht Frankfurt,0,0
1997,6,1. FC Nürnberg,KFC Uerdingen 05,0,0
1997,6,FSV Zwickau,FC Gütersloh,2,2
1997,6,Energie Cottbus,SV Meppen,1,0
1997,6,VfB Leipzig,FC Carl Zeiss Jena,0,0
1997,6,Fortuna Köln,1. FSV Mainz 05,2,1
1997,6,SG Wattenscheid 09,SpVgg Greuther Fürth,2,1
1997,6,Stuttgarter Kickers,SpVgg Unterhaching,2,3
1997,6,Fortuna Düsseldorf,FC St. Pauli,1,3
1997,7,FC St. Pauli,SG Wattenscheid 09,1,1
1997,7,Eintracht Frankfurt,VfB Leipzig,3,2
1997,7,SpVgg Unterhaching,Energie Cottbus,0,0
1997,7,FSV Zwickau,Fortuna Köln,0,1
1997,7,1. FSV Mainz 05,Fortuna Düsseldorf,2,0
1997,7,FC Gütersloh,FC Carl Zeiss Jena,1,0
1997,7,SV Meppen,1. FC Nürnberg,1,0
