season,matchday,home,away,goals_home,goals_away
2006,1,1. FC Kaiserslautern,Rot-Weiss Essen,1,0
2006,1,Wacker Burghausen,Karlsruher SC,0,4
2006,1,Kickers Offenbach,FC Carl Zeiss Jena,2,2
2006,1,MSV Duisburg,TuS Koblenz,2,1
2006,1,SC Freiburg,Hansa Rostock,0,0
2006,1,SpVgg Greuther Fürth,TSV 1860 München,1,1
2006,1,Erzgebirge Aue,SpVgg Unterhaching,1,0
2006,1,Eintracht Braunschweig,SC Paderborn 07,0,0
2006,1,FC Augsburg,1. FC Köln,0,2
2006,2,Hansa Rostock,Erzgebirge Aue,1,0
2006,2,TSV 1860 München,Kickers Offenbach,3,0
2006,2,FC Carl Zeiss Jena,Eintracht Braunschweig,0,0
2006,2,1. FC Köln,Wacker Burghausen,5,1
2006,2,SC Paderborn 07,FC Augsburg,1,0
2006,2,SpVgg Unterhaching,MSV Duisburg,0,1
2006,2,Rot-Weiss Essen,SC Freiburg,2,0
2006,2,TuS Koblenz,SpVgg Greuther Fürth,1,0
2006,2,Karlsruher SC,1. FC Kaiserslautern,2,0
2006,3,SC Freiburg,SpVgg Unterhaching,1,1
2006,3,Kickers Offenbach,Karlsruher SC,0,1
2006,3,FC Carl Zeiss Jena,1. FC Köln,3,2
2006,3,1. FC Kaiserslautern,SC Paderborn 07,2,0
2006,3,MSV Duisburg,Erzgebirge Aue,4,2
2006,3,SpVgg Greuther Fürth,Hansa Rostock,1,3
2006,3,Eintracht Braunschweig,TuS Koblenz,0,2
2006,3,FC Augsburg,Rot-Weiss Essen,0,0
2006,3,Wacker Burghausen,TSV 1860 München,0,2
2006,4,1. FC Köln,Eintracht Braunschweig,4,1
2006,4,SpVgg Unterhaching,FC Augsburg,0,1
2006,4,Rot-Weiss Essen,FC Carl Zeiss Jena,4,4
2006,4,Karlsruher SC,MSV Duisburg,3,3
2006,4,Erzgebirge Aue,SpVgg Greuther Fürth,0,3
2006,4,SC Paderborn 07,Kickers Offenbach,2,1
2006,4,TSV 1860 München,SC Freiburg,1,1
2006,4,TuS Koblenz,Wacker Burghausen,1,2
2006,4,Hansa Rostock,1. FC Kaiserslautern,2,0
2006,5,1. FC Kaiserslautern,TuS Koblenz,4,3
2006,5,SC Freiburg,SpVgg Greuther Fürth,3,3
2006,5,Eintracht Braunschweig,Karlsruher SC,2,2
2006,5,MSV Duisburg,TSV 1860 München,0,0
2006,5,Wacker Burghausen,Erzgebirge Aue,1,1
2006,5,Kickers Offenbach,SpVgg Unterhaching,1,1
2006,5,FC Carl Zeiss Jena,SC Paderborn 07,1,1
2006,5,FC Augsburg,Hansa Rostock,1,1
2006,5,1. FC Köln,Rot-Weiss Essen,1,0
2006,6,SC Paderborn 07,1. FC Köln,2,0
2006,6,SpVgg Unterhaching,1. FC Kaiserslautern,1,1
2006,6,TuS Koblenz,Kickers Offenbach,1,1
2006,6,SpVgg Greuther Fürth,Wacker Burghausen,4,1
2006,6,Karlsruher SC,FC Augsburg,3,2
2006,6,Erzgebirge Aue,SC Freiburg,3,1
2006,6,TSV 1860 München,FC Carl Zeiss Jena,2,0
2006,6,Rot-Weiss Essen,Eintracht Braunschweig,2,0
2006,6,Hansa Rostock,MSV Duisburg,1,0
2006,7,MSV Duisburg,SC Freiburg,1,1
2006,7,Eintracht Braunschweig,TSV 1860 München,2,0
2006,7,FC Augsburg,SpVgg Greuther Fürth,1,0
2006,7,1. FC Kaiserslautern,Erzgebirge Aue,4,0
2006,7,Wacker Burghausen,Hansa Rostock,0,1
2006,7,SC Paderborn 07,TuS Koblenz,1,2
2006,7,Kickers Offenbach,Rot-Weiss Essen,1,0
2006,7,FC Carl Zeiss Jena,SpVgg Unterhaching,0,2
2006,7,1. FC Köln,Karlsruher SC,1,1
2006,8,SC Freiburg,Wacker Burghausen,2,0
2006,8,SpVgg Greuther Fürth,MSV Duisburg,3,5
2006,8,Karlsruher SC,FC Carl Zeiss Jena,4,1
2006,8,SpVgg Unterhaching,1. FC Köln,0,0
2006,8,Erzgebirge Aue,Eintracht Braunschweig,3,0
2006,8,Hansa Rostock,Kickers Offenbach,2,1
2006,8,TSV 1860 München,1. FC Kaiserslautern,0,1
2006,8,Rot-Weiss Essen,SC Paderborn 07,2,2
2006,8,TuS Koblenz,FC Augsburg,1,1
2006,9,Eintracht Braunschweig,SpVgg Greuther Fürth,0,2
2006,9,FC Carl Zeiss Jena,TuS Koblenz,2,0
2006,9,FC Augsburg,TSV 1860 München,3,0
2006,9,1. FC Köln,Hansa Rostock,2,2
2006,9,Wacker Burghausen,MSV Duisburg,1,1
2006,9,SC Paderborn 07,SpVgg Unterhaching,2,0
2006,9,Kickers Offenbach,Erzgebirge Aue,3,1
2006,9,Rot-Weiss Essen,Karlsruher SC,1,2
2006,9,1. FC Kaiserslautern,SC Freiburg,1,3
2006,10,SC Freiburg,Eintracht Braunschweig,1,0
2006,10,Karlsruher SC,SC Paderborn 07,3,0
2006,10,Hansa Rostock,FC Carl Zeiss Jena,1,1
2006,10,TSV 1860 München,Rot-Weiss Essen,2,0
2006,10,SpVgg Unterhaching,Wacker Burghausen,0,2
2006,10,TuS Koblenz,1. FC Köln,3,1
2006,10,MSV Duisburg,1. FC Kaiserslautern,1,1
2006,10,SpVgg Greuther Fürth,Kickers Offenbach,2,0
2006,10,Erzgebirge Aue,FC Augsburg,1,1
2006,11,Karlsruher SC,TSV 1860 München,4,1
2006,11,SC Paderborn 07,Hansa Rostock,0,2
2006,11,Eintracht Braunschweig,SpVgg Unterhaching,2,3
2006,11,Rot-Weiss Essen,TuS Koblenz,0,1
2006,11,1. FC Kaiserslautern,Wacker Burghausen,4,0
2006,11,1. FC Köln,Erzgebirge Aue,0,1
2006,11,Kickers Offenbach,MSV Duisburg,0,0
2006,11,FC Carl Zeiss Jena,SpVgg Greuther Fürth,1,1
2006,11,FC Augsburg,SC Freiburg,2,0
2006,12,Hansa Rostock,Eintracht Braunschweig,4,0
2006,12,TSV 1860 München,SC Paderborn 07,1,0
2006,12,TuS Koblenz,Karlsruher SC,1,1
2006,12,MSV Duisburg,FC Augsburg,3,0
2006,12,SC Freiburg,1. FC Köln,0,0
2006,12,Erzgebirge Aue,FC Carl Zeiss Jena,5,1
2006,12,Wacker Burghausen,Kickers Offenbach,4,1
2006,12,SpVgg Unterhaching,Rot-Weiss Essen,2,1
