strategy,season,matchday,points,baseline_points,changes,expected_cost,added_draws,games,better,equal,worse
full_90,2017,2,13,13,4,,,9,False,True,False
full_90,2017,3,6,6,4,,,9,False,True,False
full_90,2017,4,12,15,5,,,9,False,False,True
full_90,2017,5,13,13,6,,,9,False,True,False
full_90,2017,6,12,12,5,,,9,False,True,False
full_90,2017,7,10,16,5,,,9,False,False,True
full_90,2017,8,8,10,3,,,9,False,False,True
full_90,2017,9,13,10,3,,,9,True,False,False
full_90,2017,10,13,13,5,,,9,False,True,False
full_90,2017,11,18,16,5,,,9,True,False,False
full_90,2017,12,10,14,3,,,9,False,False,True
full_90,2017,13,7,8,5,,,9,False,False,True
full_90,2017,14,6,10,7,,,9,False,False,True
full_90,2017,15,9,6,6,,,9,True,False,False
full_90,2017,16,18,15,5,,,9,True,False,False
full_90,2017,17,11,8,4,,,9,True,False,False
full_90,2017,18,15,15,4,,,9,False,True,False
full_90,2017,19,5,6,4,,,9,False,False,True
full_90,2017,20,11,8,6,,,9,True,False,False
full_90,2017,21,7,13,4,,,9,False,False,True
full_90,2017,22,16,21,2,,,9,False,False,True
full_90,2017,23,16,19,3,,,9,False,False,True
full_90,2017,24,4,8,3,,,9,False,False,True
full_90,2017,25,16,16,6,,,9,False,True,False
full_90,2017,26,17,17,2,,,9,False,True,False
full_90,2017,27,11,8,5,,,9,True,False,False
full_90,2017,28,16,13,2,,,9,True,False,False
full_90,2017,29,4,7,5,,,9,False,False,True
full_90,2017,30,16,15,4,,,9,True,False,False
full_90,2017,31,8,14,6,,,9,False,False,True
full_90,2017,32,6,9,4,,,9,False,False,True
full_90,2017,33,11,12,6,,,9,False,False,True
full_90,2017,34,8,18,6,,,9,False,False,True
full_90,2018,1,9,8,6,,,9,True,False,False
full_90,2018,2,9,5,5,,,9,True,False,False
full_90,2018,3,13,15,5,,,9,False,False,True
full_90,2018,4,4,9,8,,,9,False,False,True
full_90,2018,5,10,17,4,,,9,False,False,True
full_90,2018,6,9,12,5,,,9,False,False,True
full_90,2018,7,10,10,5,,,9,False,True,False
full_90,2018,8,10,11,4,,,9,False,False,True
full_90,2018,9,11,6,6,,,9,True,False,False
full_90,2018,10,9,11,4,,,9,False,False,True
full_90,2018,11,13,8,5,,,9,True,False,False
full_90,2018,12,12,12,5,,,9,False,True,False
full_90,2018,13,12,16,3,,,9,False,False,True
full_90,2018,14,15,16,4,,,9,False,False,True
full_90,2018,15,16,12,3,,,9,True,False,False
full_90,2018,16,7,8,4,,,9,False,False,True
full_90,2018,17,14,13,4,,,9,True,False,False
full_90,2018,18,12,12,5,,,9,False,True,False
full_90,2018,19,15,18,5,,,9,False,False,True
full_90,2018,20,4,4,6,,,9,False,True,False
full_90,2018,21,11,14,2,,,9,False,False,True
full_90,2018,22,15,10,5,,,9,True,False,False
full_90,2018,23,12,12,4,,,9,False,True,False
full_90,2018,24,15,14,3,,,9,True,False,False
full_90,2018,25,16,17,4,,,9,False,False,True
full_90,2018,26,15,15,0,,,9,False,True,False
full_90,2018,27,14,14,3,,,9,False,True,False
full_90,2018,28,16,11,4,,,9,True,False,False
full_90,2018,29,26,18,6,,,9,True,False,False
full_90,2018,30,17,18,4,,,9,False,False,True
full_90,2018,31,4,4,2,,,9,False,True,False
full_90,2018,32,8,8,3,,,9,False,True,False
full_90,2018,33,5,4,4,,,9,True,False,False
full_90,2018,34,14,14,2,,,9,False,True,False
full_90,2019,1,10,15,5,,,9,False,False,True
full_90,2019,2,16,15,4,,,9,True,False,False
full_90,2019,3,10,13,4,,,9,False,False,True
full_90,2019,4,10,12,3,,,9,False,False,True
full_90,2019,5,14,18,1,,,9,False,False,True
full_90,2019,6,7,11,4,,,9,False,False,True
full_90,2019,7,8,8,4,,,9,False,True,False
full_90,2019,8,8,7,5,,,9,True,False,False
full_90,2019,9,7,8,4,,,9,False,False,True
full_90,2019,10,15,9,3,,,9,True,False,False
full_90,2019,11,12,8,6,,,9,True,False,False
full_90,2019,12,7,4,5,,,9,True,False,False
full_90,2019,13,8,11,6,,,9,False,False,True
full_90,2019,14,16,14,4,,,9,True,False,False
full_90,2019,15,9,16,6,,,9,False,False,True
full_90,2019,16,12,8,3,,,9,True,False,False
full_90,2019,17,9,13,4,,,9,False,False,True
full_90,2019,18,9,12,2,,,9,False,False,True
full_90,2019,19,12,10,3,,,9,True,False,False
full_90,2019,20,12,13,3,,,9,False,False,True
full_90,2019,21,8,9,3,,,9,False,False,True
full_90,2019,22,13,15,7,,,9,False,False,True
full_90,2019,23,12,10,5,,,9,True,False,False
full_90,2019,24,19,16,1,,,9,True,False,False
full_90,2019,25,16,14,4,,,9,True,False,False
full_90,2019,26,14,14,1,,,9,False,True,False
full_90,2019,27,11,8,7,,,9,True,False,False
full_90,2019,28,10,5,4,,,9,True,False,False
full_90,2019,29,15,16,6,,,9,False,False,True
full_90,2019,30,8,7,2,,,9,True,False,False
full_90,2019,31,11,8,5,,,9,True,False,False
full_90,2019,32,13,15,4,,,9,False,False,True
full_90,2019,33,12,11,4,,,9,True,False,False
full_90,2019,34,16,20,3,,,9,False,False,True
full_90,2020,1,16,9,6,,,9,True,False,False
full_90,2020,2,11,0,6,,,9,True,False,False
full_90,2020,3,11,18,8,,,9,False,False,True
full_90,2020,4,11,14,4,,,9,False,False,True
full_90,2020,5,12,14,6,,,9,False,False,True
full_90,2020,6,12,8,4,,,9,True,False,False
full_90,2020,7,5,16,5,,,9,False,False,True
full_90,2020,8,10,6,1,,,9,True,False,False
full_90,2020,9,8,9,3,,,9,False,False,True
full_90,2020,10,8,10,3,,,9,False,False,True
full_90,2020,11,15,12,3,,,9,True,False,False
full_90,2020,12,19,13,3,,,9,True,False,False
full_90,2020,13,9,11,4,,,9,False,False,True
full_90,2020,14,12,16,4,,,9,False,False,True
full_90,2020,15,9,6,5,,,9,True,False,False
full_90,2020,16,7,6,5,,,9,True,False,False
full_90,2020,17,14,10,4,,,9,True,False,False
full_90,2020,18,12,6,3,,,9,True,False,False
full_90,2020,19,14,16,4,,,9,False,False,True
full_90,2020,20,12,12,4,,,9,False,True,False
full_90,2020,21,7,4,4,,,9,True,False,False
full_90,2020,22,9,11,5,,,9,False,False,True
full_90,2020,23,13,11,4,,,9,True,False,False
full_90,2020,24,7,12,3,,,9,False,False,True
full_90,2020,25,11,15,3,,,9,False,False,True
full_90,2020,26,13,16,7,,,9,False,False,True
full_90,2020,27,11,19,3,,,9,False,False,True
full_90,2020,28,2,11,3,,,9,False,False,True
full_90,2020,29,13,13,4,,,9,False,True,False
full_90,2020,30,14,17,4,,,9,False,False,True
full_90,2020,31,11,18,4,,,9,False,False,True
full_90,2020,32,15,14,4,,,9,True,False,False
full_90,2020,33,2,5,4,,,9,False,False,True
full_90,2020,34,16,18,1,,,9,False,False,True
full_90,2021,1,16,11,5,,,9,True,False,False
full_90,2021,2,13,12,3,,,9,True,False,False
full_90,2021,3,19,17,7,,,9,True,False,False
full_90,2021,4,8,13,3,,,9,False,False,True
full_90,2021,5,11,8,2,,,9,True,False,False
full_90,2021,6,14,13,4,,,9,True,False,False
full_90,2021,7,13,13,3,,,9,False,True,False
full_90,2021,8,13,7,7,,,9,True,False,False
full_90,2021,9,14,10,2,,,9,True,False,False
full_90,2021,10,15,15,2,,,9,False,True,False
full_90,2021,11,15,12,3,,,9,True,False,False
full_90,2021,12,8,10,5,,,9,False,False,True
full_90,2021,13,14,10,3,,,9,True,False,False
full_90,2021,14,12,10,5,,,9,True,False,False
full_90,2021,15,4,6,1,,,9,False,False,True
full_90,2021,16,12,8,5,,,9,True,False,False
full_90,2021,17,12,12,4,,,9,False,True,False
full_90,2021,18,8,9,4,,,9,False,False,True
full_90,2021,19,18,14,2,,,9,True,False,False
full_90,2021,20,18,11,5,,,9,True,False,False
full_90,2021,21,13,10,8,,,9,True,False,False
full_90,2021,22,15,13,4,,,9,True,False,False
full_90,2021,23,17,17,4,,,9,False,True,False
full_90,2021,24,12,15,5,,,9,False,False,True
full_90,2021,25,14,15,3,,,9,False,False,True
full_90,2021,26,12,12,2,,,9,False,True,False
full_90,2021,27,9,11,4,,,9,False,False,True
full_90,2021,28,10,8,5,,,9,True,False,False
full_90,2021,29,12,13,5,,,9,False,False,True
full_90,2021,30,11,11,2,,,9,False,True,False
full_90,2021,31,8,10,4,,,9,False,False,True
full_90,2021,32,9,4,4,,,9,True,False,False
full_90,2021,33,14,10,1,,,9,True,False,False
full_90,2021,34,14,14,4,,,9,False,True,False
full_90,2022,1,14,16,3,,,9,False,False,True
full_90,2022,2,8,9,3,,,9,False,False,True
full_90,2022,3,12,9,3,,,9,True,False,False
full_90,2022,4,11,15,4,,,9,False,False,True
full_90,2022,5,7,5,2,,,9,True,False,False
full_90,2022,6,5,6,4,,,9,False,False,True
full_90,2022,7,7,4,3,,,9,True,False,False
full_90,2022,8,10,15,5,,,9,False,False,True
full_90,2022,9,12,4,6,,,9,True,False,False
full_90,2022,10,16,11,4,,,9,True,False,False
full_90,2022,11,12,11,2,,,9,True,False,False
full_90,2022,12,18,23,4,,,9,False,False,True
full_90,2022,13,18,20,3,,,9,False,False,True
full_90,2022,14,13,14,2,,,9,False,False,True
full_90,2022,15,12,12,3,,,9,False,True,False
full_90,2022,16,10,15,4,,,9,False,False,True
full_90,2022,17,15,12,5,,,9,True,False,False
full_90,2022,18,8,8,1,,,9,False,True,False
full_90,2022,19,10,9,5,,,9,True,False,False
full_90,2022,20,12,14,3,,,9,False,False,True
full_90,2022,21,10,10,6,,,9,False,True,False
full_90,2022,22,12,15,4,,,9,False,False,True
full_90,2022,23,16,15,3,,,9,True,False,False
full_90,2022,24,9,11,5,,,9,False,False,True
full_90,2022,25,7,6,3,,,9,True,False,False
full_90,2022,26,6,6,4,,,9,False,True,False
full_90,2022,27,14,21,5,,,9,False,False,True
full_90,2022,28,2,8,5,,,9,False,False,True
full_90,2022,29,8,8,4,,,9,False,True,False
full_90,2022,30,13,15,6,,,9,False,False,True
full_90,2022,31,8,11,6,,,9,False,False,True
full_90,2022,32,12,19,5,,,9,False,False,True
full_90,2022,33,4,8,4,,,9,False,False,True
full_90,2022,34,12,16,3,,,9,False,False,True
full_90,2023,1,11,16,7,,,9,False,False,True
full_90,2023,2,11,14,5,,,9,False,False,True
full_90,2023,3,8,12,3,,,9,False,False,True
full_90,2023,4,18,10,4,,,9,True,False,False
full_90,2023,5,22,16,3,,,9,True,False,False
full_90,2023,6,15,10,4,,,9,True,False,False
full_90,2023,7,12,13,3,,,9,False,False,True
full_90,2023,8,17,17,6,,,9,False,True,False
full_90,2023,9,12,12,6,,,9,False,True,False
full_90,2023,10,7,5,2,,,9,True,False,False
full_90,2023,11,13,12,3,,,9,True,False,False
full_90,2023,12,6,10,4,,,9,False,False,True
full_90,2023,13,11,12,7,,,9,False,False,True
full_90,2023,14,10,12,5,,,9,False,False,True
full_90,2023,15,14,14,2,,,9,False,True,False
full_90,2023,16,10,14,4,,,9,False,False,True
full_90,2023,17,11,9,5,,,9,True,False,False
full_90,2023,18,12,9,4,,,9,True,False,False
full_90,2023,19,17,12,6,,,9,True,False,False
full_90,2023,20,16,12,2,,,9,True,False,False
full_90,2023,21,7,8,7,,,9,False,False,True
full_90,2023,22,10,13,7,,,9,False,False,True
full_90,2023,23,15,12,3,,,9,True,False,False
full_90,2023,24,19,19,3,,,9,False,True,False
full_90,2023,25,19,19,2,,,9,False,True,False
full_90,2023,26,13,17,4,,,9,False,False,True
full_90,2023,27,2,4,4,,,9,False,False,True
full_90,2023,28,8,14,4,,,9,False,False,True
full_90,2023,29,19,21,2,,,9,False,False,True
full_90,2023,30,14,14,3,,,9,False,True,False
full_90,2023,31,7,10,3,,,9,False,False,True
full_90,2023,32,8,8,7,,,9,False,True,False
full_90,2023,33,14,13,5,,,9,True,False,False
full_90,2023,34,10,15,4,,,9,False,False,True
full_90,2024,1,12,13,4,,,9,False,False,True
full_90,2024,2,13,13,2,,,9,False,True,False
full_90,2024,3,14,18,3,,,9,False,False,True
full_90,2024,4,14,14,4,,,9,False,True,False
full_90,2024,5,7,10,1,,,9,False,False,True
full_90,2024,6,5,12,5,,,9,False,False,True
full_90,2024,7,16,19,5,,,9,False,False,True
full_90,2024,8,10,6,4,,,9,True,False,False
full_90,2024,9,4,10,3,,,9,False,False,True
full_90,2024,10,10,8,3,,,9,True,False,False
full_90,2024,11,18,23,3,,,9,False,False,True
full_90,2024,12,10,14,3,,,9,False,False,True
full_90,2024,13,17,18,2,,,9,False,False,True
full_90,2024,14,6,13,4,,,9,False,False,True
full_90,2024,15,10,10,3,,,9,False,True,False
full_90,2024,16,25,20,3,,,9,True,False,False
full_90,2024,17,13,17,3,,,9,False,False,True
full_90,2024,18,10,14,3,,,9,False,False,True
full_90,2024,19,10,12,3,,,9,False,False,True
full_90,2024,20,12,16,2,,,9,False,False,True
full_90,2024,21,7,7,2,,,9,False,True,False
full_90,2024,22,9,6,3,,,9,True,False,False
full_90,2024,23,11,11,3,,,9,False,True,False
full_90,2024,24,16,15,4,,,9,True,False,False
full_90,2024,25,2,0,3,,,9,True,False,False
full_90,2024,26,9,16,5,,,9,False,False,True
full_90,2024,27,11,12,3,,,9,False,False,True
full_90,2024,28,10,15,6,,,9,False,False,True
full_90,2024,29,11,8,3,,,9,True,False,False
full_90,2024,30,11,11,3,,,9,False,True,False
full_90,2024,31,9,11,3,,,9,False,False,True
full_90,2024,32,2,6,4,,,9,False,False,True
full_90,2024,33,11,13,2,,,9,False,False,True
full_90,2024,34,11,4,5,,,9,True,False,False
full_90,2025,1,6,6,3,,,9,False,True,False
full_90,2025,2,11,13,3,,,9,False,False,True
full_90,2025,3,10,9,7,,,9,True,False,False
full_90,2025,4,13,14,3,,,9,False,False,True
full_90,2025,5,16,13,4,,,9,True,False,False
full_90,2025,6,13,13,5,,,9,False,True,False
full_90,2025,7,14,15,4,,,9,False,False,True
full_90,2025,8,20,20,2,,,9,False,True,False
full_90,2025,9,11,12,5,,,9,False,False,True
full_90,2025,10,15,17,3,,,9,False,False,True
full_90,2025,11,19,15,3,,,9,True,False,False
full_90,2025,12,6,11,2,,,9,False,False,True
full_90,2025,13,10,11,5,,,9,False,False,True
full_90,2025,14,9,14,3,,,9,False,False,True
full_90,2025,15,4,4,5,,,9,False,True,False
full_90,2025,16,10,10,2,,,9,False,True,False
full_90,2025,17,20,21,3,,,9,False,False,True
full_90,2025,18,11,11,2,,,9,False,True,False
full_90,2025,19,20,21,3,,,9,False,False,True
full_90,2025,20,15,15,2,,,9,False,True,False
full_90,2025,21,15,17,2,,,9,False,False,True
full_90,2025,22,21,19,1,,,9,True,False,False
full_90,2025,23,6,6,4,,,9,False,True,False
full_90,2025,24,15,19,5,,,9,False,False,True
full_90,2025,25,17,13,5,,,9,True,False,False
full_90,2025,26,11,11,2,,,9,False,True,False
full_90,2025,27,16,12,3,,,9,True,False,False
full_90,2025,28,7,8,1,,,9,False,False,True
full_90,2025,29,13,9,3,,,9,True,False,False
full_90,2025,30,11,15,4,,,9,False,False,True
full_90,2025,31,17,16,3,,,9,True,False,False
full_90,2025,32,5,2,5,,,9,True,False,False
full_90,2025,33,17,15,4,,,9,True,False,False
full_90,2025,34,6,6,3,,,9,False,True,False
full_120,2011,1,11,10,3,,,9,True,False,False
full_120,2011,2,11,8,2,,,9,True,False,False
full_120,2011,3,8,8,5,,,9,False,True,False
full_120,2011,4,10,13,4,,,9,False,False,True
full_120,2011,5,16,14,5,,,9,True,False,False
full_120,2011,6,12,10,6,,,9,True,False,False
full_120,2011,7,18,18,5,,,9,False,True,False
full_120,2011,8,14,11,6,,,9,True,False,False
full_120,2011,9,9,11,5,,,9,False,False,True
full_120,2011,10,10,10,4,,,9,False,True,False
full_120,2011,11,13,15,3,,,9,False,False,True
full_120,2011,12,7,9,4,,,9,False,False,True
full_120,2011,13,10,12,3,,,9,False,False,True
full_120,2011,14,10,10,2,,,9,False,True,False
full_120,2011,15,8,8,2,,,9,False,True,False
full_120,2011,16,8,11,3,,,9,False,False,True
full_120,2011,17,12,10,1,,,9,True,False,False
full_120,2011,18,16,16,2,,,9,False,True,False
full_120,2011,19,18,14,6,,,9,True,False,False
full_120,2011,20,2,2,2,,,9,False,True,False
full_120,2011,21,13,18,2,,,9,False,False,True
full_120,2011,22,14,16,2,,,9,False,False,True
full_120,2011,23,13,13,3,,,9,False,True,False
full_120,2011,24,2,6,4,,,9,False,False,True
full_120,2011,25,14,13,4,,,9,True,False,False
full_120,2011,26,16,8,5,,,9,True,False,False
full_120,2011,27,16,16,3,,,9,False,True,False
full_120,2011,28,10,7,6,,,9,True,False,False
full_120,2011,29,11,11,2,,,9,False,True,False
full_120,2011,30,17,13,2,,,9,True,False,False
full_120,2011,31,8,12,4,,,9,False,False,True
full_120,2011,32,5,6,3,,,9,False,False,True
full_120,2011,33,16,13,4,,,9,True,False,False
full_120,2011,34,17,16,3,,,9,True,False,False
full_120,2012,1,7,7,4,,,9,False,True,False
full_120,2012,2,12,8,6,,,9,True,False,False
full_120,2012,3,13,15,3,,,9,False,False,True
full_120,2012,4,7,6,5,,,9,True,False,False
full_120,2012,5,10,8,5,,,9,True,False,False
full_120,2012,6,8,13,6,,,9,False,False,True
full_120,2012,7,6,18,7,,,9,False,False,True
full_120,2012,8,6,6,2,,,9,False,True,False
full_120,2012,9,6,12,5,,,9,False,False,True
full_120,2012,10,14,15,5,,,9,False,False,True
full_120,2012,11,15,13,2,,,9,True,False,False
full_120,2012,12,9,12,2,,,9,False,False,True
full_120,2012,13,15,11,5,,,9,True,False,False
full_120,2012,14,14,11,6,,,9,True,False,False
full_120,2012,15,17,12,6,,,9,True,False,False
full_120,2012,16,12,16,3,,,9,False,False,True
full_120,2012,17,15,6,4,,,9,True,False,False
full_120,2012,18,17,13,4,,,9,True,False,False
full_120,2012,19,24,20,5,,,9,True,False,False
full_120,2012,20,7,14,5,,,9,False,False,True
full_120,2012,21,16,12,5,,,9,True,False,False
full_120,2012,22,15,17,6,,,9,False,False,True
full_120,2012,23,13,11,3,,,9,True,False,False
full_120,2012,24,17,9,5,,,9,True,False,False
full_120,2012,25,2,2,4,,,9,False,True,False
full_120,2012,26,7,9,3,,,9,False,False,True
full_120,2012,27,16,15,3,,,9,True,False,False
full_120,2012,28,11,14,4,,,9,False,False,True
full_120,2012,29,6,10,3,,,9,False,False,True
full_120,2012,30,12,19,3,,,9,False,False,True
full_120,2012,31,14,18,7,,,9,False,False,True
full_120,2012,32,6,9,3,,,9,False,False,True
full_120,2012,33,9,7,4,,,9,True,False,False
full_120,2012,34,15,17,4,,,9,False,False,True
full_120,2013,1,17,15,6,,,9,True,False,False
full_120,2013,2,12,12,1,,,9,False,True,False
full_120,2013,3,19,17,5,,,9,True,False,False
full_120,2013,4,12,14,2,,,9,False,False,True
full_120,2013,5,6,18,7,,,9,False,False,True
full_120,2013,6,13,13,4,,,9,False,True,False
full_120,2013,7,10,10,3,,,9,False,True,False
full_120,2013,8,2,2,2,,,9,False,True,False
full_120,2013,9,18,13,4,,,9,True,False,False
full_120,2013,10,12,14,2,,,9,False,False,True
full_120,2013,11,12,10,3,,,9,True,False,False
full_120,2013,12,12,14,3,,,9,False,False,True
full_120,2013,13,13,9,4,,,9,True,False,False
full_120,2013,14,14,14,1,,,9,False,True,False
full_120,2013,15,12,12,3,,,9,False,True,False
full_120,2013,16,11,11,1,,,9,False,True,False
full_120,2013,17,2,6,6,,,9,False,False,True
full_120,2013,18,4,10,3,,,9,False,False,True
full_120,2013,19,19,18,1,,,9,True,False,False
full_120,2013,20,20,14,4,,,9,True,False,False
full_120,2013,21,8,10,5,,,9,False,False,True
full_120,2013,22,13,9,3,,,9,True,False,False
full_120,2013,23,8,10,2,,,9,False,False,True
full_120,2013,24,7,7,1,,,9,False,True,False
full_120,2013,25,10,5,4,,,9,True,False,False
full_120,2013,26,16,16,1,,,9,False,True,False
full_120,2013,27,9,11,3,,,9,False,False,True
full_120,2013,28,16,16,3,,,9,False,True,False
full_120,2013,29,8,12,3,,,9,False,False,True
full_120,2013,30,17,17,1,,,9,False,True,False
full_120,2013,31,10,11,2,,,9,False,False,True
full_120,2013,32,9,9,2,,,9,False,True,False
full_120,2013,33,21,18,3,,,9,True,False,False
full_120,2013,34,23,23,1,,,9,False,True,False
full_120,2014,1,10,11,5,,,9,False,False,True
full_120,2014,2,5,5,3,,,9,False,True,False
full_120,2014,3,9,9,4,,,9,False,True,False
full_120,2014,4,10,2,6,,,9,True,False,False
full_120,2014,5,9,14,4,,,9,False,False,True
full_120,2014,6,5,16,6,,,9,False,False,True
full_120,2014,7,5,15,3,,,9,False,False,True
full_120,2014,8,15,15,3,,,9,False,True,False
full_120,2014,9,16,15,2,,,9,True,False,False
full_120,2014,10,15,13,3,,,9,True,False,False
full_120,2014,11,8,11,6,,,9,False,False,True
full_120,2014,12,8,6,6,,,9,True,False,False
full_120,2014,13,15,16,3,,,9,False,False,True
full_120,2014,14,17,18,3,,,9,False,False,True
full_120,2014,15,5,5,2,,,9,False,True,False
full_120,2014,16,11,13,3,,,9,False,False,True
full_120,2014,17,10,9,4,,,9,True,False,False
full_120,2014,18,13,12,4,,,9,True,False,False
full_120,2014,19,8,8,2,,,9,False,True,False
full_120,2014,20,10,11,5,,,9,False,False,True
full_120,2014,21,15,18,4,,,9,False,False,True
full_120,2014,22,9,9,3,,,9,False,True,False
full_120,2014,23,18,18,2,,,9,False,True,False
full_120,2014,24,7,9,4,,,9,False,False,True
full_120,2014,25,12,15,7,,,9,False,False,True
full_120,2014,26,3,8,4,,,9,False,False,True
full_120,2014,27,16,9,5,,,9,True,False,False
full_120,2014,28,14,15,7,,,9,False,False,True
full_120,2014,29,15,20,4,,,9,False,False,True
full_120,2014,30,8,12,4,,,9,False,False,True
full_120,2014,31,9,11,4,,,9,False,False,True
full_120,2014,32,13,10,6,,,9,True,False,False
full_120,2014,33,19,16,5,,,9,True,False,False
full_120,2014,34,17,20,4,,,9,False,False,True
full_120,2015,1,6,14,4,,,9,False,False,True
full_120,2015,2,8,7,4,,,9,True,False,False
full_120,2015,3,11,12,4,,,9,False,False,True
full_120,2015,4,12,12,0,,,9,False,True,False
full_120,2015,5,13,14,3,,,9,False,False,True
full_120,2015,6,13,13,6,,,9,False,True,False
full_120,2015,7,13,8,4,,,9,True,False,False
full_120,2015,8,7,9,3,,,9,False,False,True
full_120,2015,9,8,13,3,,,9,False,False,True
full_120,2015,10,9,12,4,,,9,False,False,True
full_120,2015,11,10,6,6,,,9,True,False,False
full_120,2015,12,9,5,4,,,9,True,False,False
full_120,2015,13,13,15,4,,,9,False,False,True
full_120,2015,14,15,12,5,,,9,True,False,False
full_120,2015,15,5,6,5,,,9,False,False,True
full_120,2015,16,16,13,6,,,9,True,False,False
full_120,2015,17,18,18,3,,,9,False,True,False
full_120,2015,18,4,8,3,,,9,False,False,True
full_120,2015,19,12,15,4,,,9,False,False,True
full_120,2015,20,11,9,4,,,9,True,False,False
full_120,2015,21,11,13,3,,,9,False,False,True
full_120,2015,22,6,19,5,,,9,False,False,True
full_120,2015,23,10,5,4,,,9,True,False,False
full_120,2015,24,14,15,3,,,9,False,False,True
full_120,2015,25,11,8,4,,,9,True,False,False
full_120,2015,26,15,14,7,,,9,True,False,False
full_120,2015,27,15,16,5,,,9,False,False,True
full_120,2015,28,12,14,4,,,9,False,False,True
full_120,2015,29,5,5,2,,,9,False,True,False
full_120,2015,30,12,18,4,,,9,False,False,True
full_120,2015,31,15,17,2,,,9,False,False,True
full_120,2015,32,12,12,2,,,9,False,True,False
full_120,2015,33,9,7,6,,,9,True,False,False
full_120,2015,34,12,14,1,,,9,False,False,True
full_120,2016,1,14,16,2,,,9,False,False,True
full_120,2016,2,10,4,3,,,9,True,False,False
full_120,2016,3,11,11,4,,,9,False,True,False
full_120,2016,4,11,11,5,,,9,False,True,False
full_120,2016,5,23,14,5,,,9,True,False,False
full_120,2016,6,12,10,5,,,9,True,False,False
full_120,2016,7,17,10,4,,,9,True,False,False
full_120,2016,8,12,15,4,,,9,False,False,True
full_120,2016,9,16,16,4,,,9,False,True,False
full_120,2016,10,11,10,4,,,9,True,False,False
full_120,2016,11,12,13,6,,,9,False,False,True
full_120,2016,12,15,9,5,,,9,True,False,False
full_120,2016,13,16,16,5,,,9,False,True,False
full_120,2016,14,11,13,5,,,9,False,False,True
full_120,2016,15,6,6,4,,,9,False,True,False
full_120,2016,16,6,6,2,,,9,False,True,False
full_120,2016,17,18,19,3,,,9,False,False,True
full_120,2016,18,14,11,2,,,9,True,False,False
full_120,2016,19,20,20,1,,,9,False,True,False
full_120,2016,20,11,15,2,,,9,False,False,True
full_120,2016,21,11,6,4,,,9,True,False,False
full_120,2016,22,11,8,2,,,9,True,False,False
full_120,2016,23,12,14,3,,,9,False,False,True
full_120,2016,24,4,4,3,,,9,False,True,False
full_120,2016,25,19,15,1,,,9,True,False,False
full_120,2016,26,9,10,6,,,9,False,False,True
full_120,2016,27,17,15,3,,,9,True,False,False
full_120,2016,28,15,15,2,,,9,False,True,False
full_120,2016,29,12,17,4,,,9,False,False,True
full_120,2016,30,15,9,3,,,9,True,False,False
full_120,2016,31,10,10,2,,,9,False,True,False
full_120,2016,32,11,11,2,,,9,False,True,False
full_120,2016,33,5,9,5,,,9,False,False,True
full_120,2016,34,10,10,3,,,9,False,True,False
full_120,2017,1,16,18,3,,,9,False,False,True
full_120,2017,2,13,13,4,,,9,False,True,False
full_120,2017,3,9,6,4,,,9,True,False,False
full_120,2017,4,12,15,3,,,9,False,False,True
full_120,2017,5,13,13,6,,,9,False,True,False
full_120,2017,6,12,12,4,,,9,False,True,False
full_120,2017,7,13,16,4,,,9,False,False,True
full_120,2017,8,8,10,3,,,9,False,False,True
full_120,2017,9,13,10,3,,,9,True,False,False
full_120,2017,10,15,13,5,,,9,True,False,False
full_120,2017,11,18,16,6,,,9,True,False,False
full_120,2017,12,10,14,2,,,9,False,False,True
full_120,2017,13,5,8,4,,,9,False,False,True
full_120,2017,14,10,10,7,,,9,False,True,False
full_120,2017,15,9,6,4,,,9,True,False,False
full_120,2017,16,18,15,5,,,9,True,False,False
full_120,2017,17,11,8,4,,,9,True,False,False
full_120,2017,18,11,15,4,,,9,False,False,True
full_120,2017,19,5,6,5,,,9,False,False,True
full_120,2017,20,11,8,4,,,9,True,False,False
full_120,2017,21,7,13,4,,,9,False,False,True
full_120,2017,22,18,21,2,,,9,False,False,True
full_120,2017,23,12,19,4,,,9,False,False,True
full_120,2017,24,4,8,2,,,9,False,False,True
full_120,2017,25,16,16,6,,,9,False,True,False
full_120,2017,26,17,17,1,,,9,False,True,False
full_120,2017,27,11,8,3,,,9,True,False,False
full_120,2017,28,13,13,2,,,9,False,True,False
full_120,2017,29,4,7,5,,,9,False,False,True
full_120,2017,30,18,15,3,,,9,True,False,False
full_120,2017,31,8,14,6,,,9,False,False,True
full_120,2017,32,6,9,3,,,9,False,False,True
full_120,2017,33,8,12,6,,,9,False,False,True
full_120,2017,34,11,18,5,,,9,False,False,True
full_120,2018,1,9,8,5,,,9,True,False,False
full_120,2018,2,9,5,5,,,9,True,False,False
full_120,2018,3,13,15,5,,,9,False,False,True
full_120,2018,4,7,9,7,,,9,False,False,True
full_120,2018,5,10,17,4,,,9,False,False,True
full_120,2018,6,9,12,5,,,9,False,False,True
full_120,2018,7,12,10,4,,,9,True,False,False
full_120,2018,8,10,11,4,,,9,False,False,True
full_120,2018,9,7,6,6,,,9,True,False,False
full_120,2018,10,11,11,4,,,9,False,True,False
full_120,2018,11,13,8,5,,,9,True,False,False
full_120,2018,12,12,12,3,,,9,False,True,False
full_120,2018,13,10,16,4,,,9,False,False,True
full_120,2018,14,15,16,4,,,9,False,False,True
full_120,2018,15,16,12,3,,,9,True,False,False
