strategy,season,matchday,points,baseline_points,changes,expected_cost,added_draws,games,better,equal,worse
hybrid_120,2024,13,18,18,0,0.0,0.0,9,False,True,False
hybrid_120,2024,14,10,13,2,0.4595904851977768,1.0,9,False,False,True
hybrid_120,2024,15,12,10,2,0.4321008516687014,0.0,9,True,False,False
hybrid_120,2024,16,19,20,2,0.5203098331546203,1.0,9,False,False,True
hybrid_120,2024,17,15,17,2,0.9226113754115285,1.0,9,False,False,True
hybrid_120,2024,18,11,14,2,0.33419325066909844,1.0,9,False,False,True
hybrid_120,2024,19,10,12,1,0.11174525297008797,1.0,9,False,False,True
hybrid_120,2024,20,16,16,2,0.43842605892827335,1.0,9,False,True,False
hybrid_120,2024,21,11,7,1,0.6103541907739781,0.0,9,True,False,False
hybrid_120,2024,22,10,6,2,0.38984820939538656,1.0,9,True,False,False
hybrid_120,2024,23,9,11,1,0.6104131134833148,1.0,9,False,False,True
hybrid_120,2024,24,13,15,1,0.5390824784718028,1.0,9,False,False,True
hybrid_120,2024,25,2,0,1,0.018878477500699153,0.0,9,True,False,False
hybrid_120,2024,26,10,16,2,0.7501454407247143,1.0,9,False,False,True
hybrid_120,2024,27,10,12,2,0.6498421965492273,0.0,9,False,False,True
hybrid_120,2024,28,11,15,2,0.34271352375709896,0.0,9,False,False,True
hybrid_120,2024,29,12,8,1,0.1976788788300382,0.0,9,True,False,False
hybrid_120,2024,30,11,11,0,0.0,0.0,9,False,True,False
hybrid_120,2024,31,14,11,2,0.8607064675827828,1.0,9,True,False,False
hybrid_120,2024,32,6,6,1,0.18268184589446945,0.0,9,False,True,False
hybrid_120,2024,33,11,13,1,0.1927925450272634,0.0,9,False,False,True
hybrid_120,2024,34,6,4,2,0.5534348965808271,0.0,9,True,False,False
hybrid_120,2025,1,6,6,1,0.6778971735339291,0.0,9,False,True,False
hybrid_120,2025,2,13,13,2,0.7083016334939449,1.0,9,False,True,False
hybrid_120,2025,3,9,9,2,0.8587136688851681,0.0,9,False,True,False
hybrid_120,2025,4,11,14,1,0.8357824765444928,0.0,9,False,False,True
hybrid_120,2025,5,13,13,0,0.0,0.0,9,False,True,False
hybrid_120,2025,6,16,13,2,0.8016643045075909,0.0,9,True,False,False
hybrid_120,2025,7,13,15,2,0.4543790163374781,0.0,9,False,False,True
hybrid_120,2025,8,20,20,0,0.0,0.0,9,False,True,False
hybrid_120,2025,9,14,12,2,0.993097132422894,0.0,9,True,False,False
hybrid_120,2025,10,15,17,1,0.30115412429313615,0.0,9,False,False,True
hybrid_120,2025,11,19,15,2,0.269521896775893,0.0,9,True,False,False
hybrid_120,2025,12,5,11,2,0.6940798155834402,0.0,9,False,False,True
hybrid_120,2025,13,11,11,2,0.3389979217938097,0.0,9,False,True,False
hybrid_120,2025,14,11,14,1,0.7287323016452664,0.0,9,False,False,True
hybrid_120,2025,15,4,4,2,0.45967733761781593,0.0,9,False,True,False
hybrid_120,2025,16,10,10,0,0.0,0.0,9,False,True,False
hybrid_120,2025,17,21,21,1,0.10510996576991583,0.0,9,False,True,False
hybrid_120,2025,18,11,11,1,0.20526515828497183,0.0,9,False,True,False
hybrid_120,2025,19,21,21,0,0.0,0.0,9,False,True,False
hybrid_120,2025,20,12,15,1,0.3768445068582005,1.0,9,False,False,True
hybrid_120,2025,21,17,17,1,0.558502928905849,0.0,9,False,True,False
hybrid_120,2025,22,19,19,0,0.0,0.0,9,False,True,False
hybrid_120,2025,23,6,6,1,0.33706459298489067,0.0,9,False,True,False
hybrid_120,2025,24,16,19,1,0.8899266702553549,0.0,9,False,False,True
hybrid_120,2025,25,17,13,2,0.2048296736639047,0.0,9,True,False,False
hybrid_120,2025,26,11,11,0,0.0,0.0,9,False,True,False
hybrid_120,2025,27,6,12,2,0.9057326614508195,0.0,9,False,False,True
hybrid_120,2025,28,12,8,1,0.908565630173122,0.0,9,True,False,False
hybrid_120,2025,29,13,9,1,0.08709377285407482,0.0,9,True,False,False
hybrid_120,2025,30,9,15,2,0.5980231640195459,0.0,9,False,False,True
hybrid_120,2025,31,16,16,1,0.2753256781911152,0.0,9,False,True,False
hybrid_120,2025,32,5,2,2,0.1811904335281067,0.0,9,True,False,False
hybrid_120,2025,33,15,15,0,0.0,0.0,9,False,True,False
hybrid_120,2025,34,8,6,1,0.6268584290943521,0.0,9,True,False,False
hybrid_270,2011,1,12,10,1,0.6651603477376308,0.0,9,True,False,False
hybrid_270,2011,2,11,8,2,0.3498157660996509,0.0,9,True,False,False
hybrid_270,2011,3,6,8,2,0.40219515006408313,0.0,9,False,False,True
hybrid_270,2011,4,10,13,2,0.47546399988727184,0.0,9,False,False,True
hybrid_270,2011,5,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2011,6,10,10,0,0.0,0.0,9,False,True,False
hybrid_270,2011,7,18,18,0,0.0,0.0,9,False,True,False
hybrid_270,2011,8,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2011,9,11,11,1,0.0217613598100308,0.0,9,False,True,False
hybrid_270,2011,10,10,10,1,0.11004306544679543,0.0,9,False,True,False
hybrid_270,2011,11,13,15,2,0.741235756062118,0.0,9,False,False,True
hybrid_270,2011,12,7,9,1,0.09244913946732902,0.0,9,False,False,True
hybrid_270,2011,13,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2011,14,6,10,2,0.8357037995717085,0.0,9,False,False,True
hybrid_270,2011,15,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2011,16,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2011,17,10,10,0,0.0,0.0,9,False,True,False
hybrid_270,2011,18,16,16,1,0.16357747405092538,0.0,9,False,True,False
hybrid_270,2011,19,14,14,2,0.2992922469318108,0.0,9,False,True,False
hybrid_270,2011,20,2,2,0,0.0,0.0,9,False,True,False
hybrid_270,2011,21,15,18,1,0.2871005752177752,0.0,9,False,False,True
hybrid_270,2011,22,13,16,1,0.8512303340147385,0.0,9,False,False,True
hybrid_270,2011,23,13,13,0,0.0,0.0,9,False,True,False
hybrid_270,2011,24,5,6,2,0.6958491473738483,0.0,9,False,False,True
hybrid_270,2011,25,13,13,0,0.0,0.0,9,False,True,False
hybrid_270,2011,26,12,8,1,0.23237285304097954,0.0,9,True,False,False
hybrid_270,2011,27,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2011,28,9,7,1,0.1873550233125798,0.0,9,True,False,False
hybrid_270,2011,29,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2011,30,16,13,1,0.4423280701393124,0.0,9,True,False,False
hybrid_270,2011,31,10,12,1,0.22135326182052095,1.0,9,False,False,True
hybrid_270,2011,32,6,6,1,0.8961084056226929,1.0,9,False,True,False
hybrid_270,2011,33,13,13,1,0.4607350853556056,0.0,9,False,True,False
hybrid_270,2011,34,17,16,2,0.7230224454212162,0.0,9,True,False,False
hybrid_270,2012,1,7,7,0,0.0,0.0,9,False,True,False
hybrid_270,2012,2,14,8,2,0.8581418557407248,1.0,9,True,False,False
hybrid_270,2012,3,13,15,1,0.7923163961244469,0.0,9,False,False,True
hybrid_270,2012,4,7,6,2,0.772990362684831,1.0,9,True,False,False
hybrid_270,2012,5,8,8,1,0.47344662683040784,1.0,9,False,True,False
hybrid_270,2012,6,16,13,1,0.9121931723112096,1.0,9,True,False,False
hybrid_270,2012,7,14,18,1,0.9211033296424703,0.0,9,False,False,True
hybrid_270,2012,8,7,6,2,0.6866100561725474,0.0,9,True,False,False
hybrid_270,2012,9,12,12,1,0.0692659711173933,0.0,9,False,True,False
hybrid_270,2012,10,11,15,1,0.49681677147361325,0.0,9,False,False,True
hybrid_270,2012,11,15,13,1,0.1264883126120565,0.0,9,True,False,False
hybrid_270,2012,12,8,12,1,0.20095059614484567,0.0,9,False,False,True
hybrid_270,2012,13,9,11,2,0.6269488473026494,0.0,9,False,False,True
hybrid_270,2012,14,13,11,1,0.023750156400036193,0.0,9,True,False,False
hybrid_270,2012,15,12,12,1,0.08398604098289275,0.0,9,False,True,False
hybrid_270,2012,16,16,16,2,0.9624366629382606,0.0,9,False,True,False
hybrid_270,2012,17,13,6,2,0.35477153800783956,1.0,9,True,False,False
hybrid_270,2012,18,11,13,2,0.6373113929200209,0.0,9,False,False,True
hybrid_270,2012,19,20,20,0,0.0,0.0,9,False,True,False
hybrid_270,2012,20,14,14,2,0.9355997674102818,0.0,9,False,True,False
hybrid_270,2012,21,12,12,2,0.4267761289687929,0.0,9,False,True,False
hybrid_270,2012,22,16,17,2,0.9795031573681332,0.0,9,False,False,True
hybrid_270,2012,23,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2012,24,12,9,1,0.7424946528411631,1.0,9,True,False,False
hybrid_270,2012,25,2,2,1,0.11226609005745192,1.0,9,False,True,False
hybrid_270,2012,26,9,9,2,0.9081315644924627,0.0,9,False,True,False
hybrid_270,2012,27,10,15,2,0.7771502009976695,1.0,9,False,False,True
hybrid_270,2012,28,14,14,2,0.6190741515844421,0.0,9,False,True,False
hybrid_270,2012,29,10,10,1,0.13043469517491624,0.0,9,False,True,False
hybrid_270,2012,30,16,19,1,0.7754366605464464,0.0,9,False,False,True
hybrid_270,2012,31,19,18,2,0.7378124832259775,0.0,9,True,False,False
hybrid_270,2012,32,6,9,2,0.8141887478124076,0.0,9,False,False,True
hybrid_270,2012,33,10,7,1,0.7832807599422777,0.0,9,True,False,False
hybrid_270,2012,34,17,17,0,0.0,0.0,9,False,True,False
hybrid_270,2013,1,17,15,2,0.5480773566724823,0.0,9,True,False,False
hybrid_270,2013,2,10,12,1,0.7766868523257697,0.0,9,False,False,True
hybrid_270,2013,3,19,17,2,0.9022077691186879,0.0,9,True,False,False
hybrid_270,2013,4,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2013,5,15,18,2,0.6990656394873225,0.0,9,False,False,True
hybrid_270,2013,6,13,13,0,0.0,0.0,9,False,True,False
hybrid_270,2013,7,8,10,2,0.7183721033794889,0.0,9,False,False,True
hybrid_270,2013,8,2,2,0,0.0,0.0,9,False,True,False
hybrid_270,2013,9,10,13,2,0.7144180474759471,0.0,9,False,False,True
hybrid_270,2013,10,12,14,1,0.03745804832654298,0.0,9,False,False,True
hybrid_270,2013,11,9,10,2,0.8897030675063057,0.0,9,False,False,True
hybrid_270,2013,12,12,14,1,0.24336445930522266,0.0,9,False,False,True
hybrid_270,2013,13,15,9,2,0.6415773899816289,0.0,9,True,False,False
hybrid_270,2013,14,14,14,1,0.7582744894835125,0.0,9,False,True,False
hybrid_270,2013,15,10,12,1,0.5841622771171788,0.0,9,False,False,True
hybrid_270,2013,16,9,11,1,0.9568870234573646,1.0,9,False,False,True
hybrid_270,2013,17,9,6,1,0.5244701122611086,0.0,9,True,False,False
hybrid_270,2013,18,10,10,2,0.7236316701091962,0.0,9,False,True,False
hybrid_270,2013,19,16,18,1,0.864267278311416,0.0,9,False,False,True
hybrid_270,2013,20,12,14,2,0.9659969490857261,0.0,9,False,False,True
hybrid_270,2013,21,6,10,2,0.6818805031506681,0.0,9,False,False,True
hybrid_270,2013,22,7,9,1,0.22589332052437927,0.0,9,False,False,True
hybrid_270,2013,23,11,10,2,0.1046340270158469,0.0,9,True,False,False
hybrid_270,2013,24,7,7,0,0.0,0.0,9,False,True,False
hybrid_270,2013,25,11,5,2,0.6335217203561435,0.0,9,True,False,False
hybrid_270,2013,26,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2013,27,7,11,2,0.5198593628283948,0.0,9,False,False,True
hybrid_270,2013,28,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2013,29,10,12,2,0.9583818425037598,0.0,9,False,False,True
hybrid_270,2013,30,17,17,0,0.0,0.0,9,False,True,False
hybrid_270,2013,31,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2013,32,9,9,1,0.08655734338834653,0.0,9,False,True,False
hybrid_270,2013,33,20,18,1,0.5196762150789793,0.0,9,True,False,False
hybrid_270,2013,34,21,23,1,0.7110440346430034,0.0,9,False,False,True
hybrid_270,2014,1,8,11,2,0.5991950359648152,0.0,9,False,False,True
hybrid_270,2014,2,5,5,1,0.3819370088817622,0.0,9,False,True,False
hybrid_270,2014,3,11,9,2,0.5900268473079644,0.0,9,True,False,False
hybrid_270,2014,4,4,2,1,0.20894966179891394,0.0,9,True,False,False
hybrid_270,2014,5,14,14,1,0.2261196170417078,0.0,9,False,True,False
hybrid_270,2014,6,17,16,2,0.9017259228804442,0.0,9,True,False,False
hybrid_270,2014,7,8,15,2,0.4442137919396134,1.0,9,False,False,True
hybrid_270,2014,8,15,15,1,0.12134509273653449,0.0,9,False,True,False
hybrid_270,2014,9,12,15,1,0.8892106279073865,0.0,9,False,False,True
hybrid_270,2014,10,15,13,1,0.07289169985859634,0.0,9,True,False,False
hybrid_270,2014,11,9,11,1,0.9526179668412357,0.0,9,False,False,True
hybrid_270,2014,12,7,6,2,0.9874116802485362,0.0,9,True,False,False
hybrid_270,2014,13,14,16,1,0.4059144336855758,0.0,9,False,False,True
hybrid_270,2014,14,17,18,2,0.9435846707219752,0.0,9,False,False,True
hybrid_270,2014,15,2,5,1,0.6988046838005423,0.0,9,False,False,True
hybrid_270,2014,16,14,13,2,0.6494307243959387,0.0,9,True,False,False
hybrid_270,2014,17,9,9,1,0.7152545196498707,0.0,9,False,True,False
hybrid_270,2014,18,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2014,19,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2014,20,12,11,2,0.3404499034259959,0.0,9,True,False,False
hybrid_270,2014,21,12,18,2,0.40319667290529104,0.0,9,False,False,True
hybrid_270,2014,22,9,9,2,0.6782611331962617,0.0,9,False,True,False
hybrid_270,2014,23,16,18,1,0.583159279212573,0.0,9,False,False,True
hybrid_270,2014,24,9,9,1,0.059614262530058304,0.0,9,False,True,False
hybrid_270,2014,25,12,15,1,0.03390663774027414,0.0,9,False,False,True
hybrid_270,2014,26,3,8,2,0.40860951585726824,0.0,9,False,False,True
hybrid_270,2014,27,11,9,2,0.2546210460931778,0.0,9,True,False,False
hybrid_270,2014,28,17,15,2,0.7886482371975528,0.0,9,True,False,False
hybrid_270,2014,29,20,20,0,0.0,0.0,9,False,True,False
hybrid_270,2014,30,9,12,2,0.10937192036583743,0.0,9,False,False,True
hybrid_270,2014,31,9,11,1,0.4028226825157256,0.0,9,False,False,True
hybrid_270,2014,32,10,10,2,0.7251443609117536,0.0,9,False,True,False
hybrid_270,2014,33,16,16,1,0.6035071019009977,0.0,9,False,True,False
hybrid_270,2014,34,14,20,2,0.9530668178234026,0.0,9,False,False,True
hybrid_270,2015,1,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2015,2,7,7,1,0.723202307853694,0.0,9,False,True,False
hybrid_270,2015,3,14,12,2,0.825272217931689,0.0,9,True,False,False
hybrid_270,2015,4,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2015,5,17,14,2,0.17004715197533116,0.0,9,True,False,False
hybrid_270,2015,6,14,13,2,0.23105260044175857,0.0,9,True,False,False
hybrid_270,2015,7,13,8,2,0.9503860901783482,1.0,9,True,False,False
hybrid_270,2015,8,4,9,2,0.45098124930337846,1.0,9,False,False,True
hybrid_270,2015,9,11,13,2,0.9947029160394817,1.0,9,False,False,True
hybrid_270,2015,10,9,12,1,0.8600233361995396,0.0,9,False,False,True
hybrid_270,2015,11,13,6,2,0.6621000253860464,1.0,9,True,False,False
hybrid_270,2015,12,9,5,2,0.909115727852145,1.0,9,True,False,False
hybrid_270,2015,13,13,15,2,0.9062650131712747,1.0,9,False,False,True
hybrid_270,2015,14,10,12,1,0.045521570810452605,1.0,9,False,False,True
hybrid_270,2015,15,5,6,2,0.9992516076715281,1.0,9,False,False,True
hybrid_270,2015,16,11,13,1,0.5973337731804171,0.0,9,False,False,True
hybrid_270,2015,17,18,18,2,0.8886176594585342,1.0,9,False,True,False
hybrid_270,2015,18,6,8,1,0.9756910259835858,0.0,9,False,False,True
hybrid_270,2015,19,12,15,2,0.1619531860719704,0.0,9,False,False,True
hybrid_270,2015,20,4,9,2,0.25063606441761377,1.0,9,False,False,True
hybrid_270,2015,21,14,13,2,0.6648870071084424,0.0,9,True,False,False
hybrid_270,2015,22,14,19,2,0.750939318386458,1.0,9,False,False,True
hybrid_270,2015,23,8,5,2,0.596192074665521,1.0,9,True,False,False
hybrid_270,2015,24,18,15,1,0.04741344852394924,1.0,9,True,False,False
hybrid_270,2015,25,6,8,1,0.8887663502934583,0.0,9,False,False,True
hybrid_270,2015,26,12,14,1,0.49607085737272216,0.0,9,False,False,True
hybrid_270,2015,27,18,16,2,0.5425262896358044,0.0,9,True,False,False
hybrid_270,2015,28,14,14,1,0.34289918071011827,0.0,9,False,True,False
hybrid_270,2015,29,5,5,0,0.0,0.0,9,False,True,False
hybrid_270,2015,30,15,18,1,0.20376272054208233,0.0,9,False,False,True
hybrid_270,2015,31,15,17,1,0.7081950555697202,0.0,9,False,False,True
hybrid_270,2015,32,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2015,33,9,7,2,0.6795125717768937,0.0,9,True,False,False
hybrid_270,2015,34,12,14,1,0.3585007681032619,0.0,9,False,False,True
hybrid_270,2016,1,12,16,1,0.5013782094280471,0.0,9,False,False,True
hybrid_270,2016,2,8,4,1,0.2546513415639743,0.0,9,True,False,False
hybrid_270,2016,3,9,11,1,0.8310080956774231,0.0,9,False,False,True
hybrid_270,2016,4,11,11,1,0.4903873274933962,0.0,9,False,True,False
hybrid_270,2016,5,14,14,1,0.36337897364063765,0.0,9,False,True,False
hybrid_270,2016,6,11,10,2,0.9379079599293821,0.0,9,True,False,False
hybrid_270,2016,7,14,10,2,0.5341573651135259,0.0,9,True,False,False
hybrid_270,2016,8,17,15,1,0.8205818134661769,0.0,9,True,False,False
hybrid_270,2016,9,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2016,10,12,10,2,0.569635635160004,0.0,9,True,False,False
hybrid_270,2016,11,12,13,2,0.6014593914893719,0.0,9,False,False,True
hybrid_270,2016,12,9,9,0,0.0,0.0,9,False,True,False
hybrid_270,2016,13,19,16,2,0.5475582098403002,0.0,9,True,False,False
hybrid_270,2016,14,9,13,1,0.34239793236197824,0.0,9,False,False,True
hybrid_270,2016,15,6,6,0,0.0,0.0,9,False,True,False
hybrid_270,2016,16,4,6,1,0.5494972595664622,0.0,9,False,False,True
hybrid_270,2016,17,19,19,0,0.0,0.0,9,False,True,False
hybrid_270,2016,18,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2016,19,20,20,0,0.0,0.0,9,False,True,False
hybrid_270,2016,20,15,15,1,0.07736135224237595,0.0,9,False,True,False
hybrid_270,2016,21,6,6,1,0.5596291762963856,0.0,9,False,True,False
hybrid_270,2016,22,10,8,1,0.10626419857287828,0.0,9,True,False,False
hybrid_270,2016,23,10,14,1,0.19671926272187878,0.0,9,False,False,True
hybrid_270,2016,24,4,4,2,0.27130136885619793,0.0,9,False,True,False
hybrid_270,2016,25,15,15,0,0.0,0.0,9,False,True,False
hybrid_270,2016,26,7,10,2,0.49577808706238424,0.0,9,False,False,True
hybrid_270,2016,27,17,15,2,0.2954019161510346,0.0,9,True,False,False
hybrid_270,2016,28,15,15,1,0.5627088522583426,0.0,9,False,True,False
hybrid_270,2016,29,17,17,0,0.0,0.0,9,False,True,False
hybrid_270,2016,30,11,9,2,0.5652667853844824,0.0,9,True,False,False
hybrid_270,2016,31,14,10,1,0.40852793926876574,0.0,9,True,False,False
hybrid_270,2016,32,11,11,2,0.44187590476805005,0.0,9,False,True,False
hybrid_270,2016,33,7,9,2,0.6567083285765364,0.0,9,False,False,True
hybrid_270,2016,34,12,10,1,0.5999814165332891,0.0,9,True,False,False
hybrid_270,2017,1,14,18,1,0.4884944203063788,0.0,9,False,False,True
hybrid_270,2017,2,13,13,1,0.440452358660397,0.0,9,False,True,False
hybrid_270,2017,3,6,6,1,0.5821658263386311,0.0,9,False,True,False
hybrid_270,2017,4,18,15,1,0.8279874468833837,0.0,9,True,False,False
hybrid_270,2017,5,12,13,2,0.5054331228921113,0.0,9,False,False,True
hybrid_270,2017,6,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2017,7,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2017,8,5,10,2,0.7843202710374402,0.0,9,False,False,True
hybrid_270,2017,9,10,10,1,0.12192440086688106,0.0,9,False,True,False
hybrid_270,2017,10,13,13,1,0.16763292905493166,0.0,9,False,True,False
hybrid_270,2017,11,16,16,1,0.4377652829660543,0.0,9,False,True,False
hybrid_270,2017,12,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2017,13,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2017,14,9,10,2,0.41184087449425566,0.0,9,False,False,True
hybrid_270,2017,15,6,6,0,0.0,0.0,9,False,True,False
hybrid_270,2017,16,15,15,0,0.0,0.0,9,False,True,False
hybrid_270,2017,17,12,8,1,0.5149908171783689,0.0,9,True,False,False
hybrid_270,2017,18,11,15,1,0.5183535476101371,0.0,9,False,False,True
hybrid_270,2017,19,7,6,2,0.24584141391661618,0.0,9,True,False,False
hybrid_270,2017,20,8,8,1,0.09484691797726985,0.0,9,False,True,False
hybrid_270,2017,21,13,13,1,0.3316313277321393,0.0,9,False,True,False
hybrid_270,2017,22,18,21,1,0.14425048285326514,0.0,9,False,False,True
hybrid_270,2017,23,19,19,0,0.0,0.0,9,False,True,False
hybrid_270,2017,24,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2017,25,16,16,2,0.5649766323643974,0.0,9,False,True,False
hybrid_270,2017,26,17,17,0,0.0,0.0,9,False,True,False
hybrid_270,2017,27,11,8,1,0.18790942321268955,0.0,9,True,False,False
hybrid_270,2017,28,13,13,0,0.0,0.0,9,False,True,False
hybrid_270,2017,29,4,7,1,0.8417904479137822,0.0,9,False,False,True
hybrid_270,2017,30,15,15,1,0.10326788213837645,0.0,9,False,True,False
hybrid_270,2017,31,14,14,1,0.44449303955286934,1.0,9,False,True,False
hybrid_270,2017,32,6,9,1,0.4990145620522082,0.0,9,False,False,True
hybrid_270,2017,33,12,12,1,0.6825830757750808,0.0,9,False,True,False
hybrid_270,2017,34,16,18,1,0.7846349913411709,0.0,9,False,False,True
hybrid_270,2018,1,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2018,2,5,5,1,0.3010455365033312,0.0,9,False,True,False
hybrid_270,2018,3,18,15,1,0.07430682053065585,0.0,9,True,False,False
hybrid_270,2018,4,9,9,1,0.08101566361128265,0.0,9,False,True,False
hybrid_270,2018,5,10,17,2,0.6918068597064363,0.0,9,False,False,True
hybrid_270,2018,6,10,12,1,0.2931601914905819,1.0,9,False,False,True
hybrid_270,2018,7,8,10,1,0.31945896327933754,1.0,9,False,False,True
hybrid_270,2018,8,11,11,0,0.0,0.0,9,False,True,False
hybrid_270,2018,9,6,6,0,0.0,0.0,9,False,True,False
hybrid_270,2018,10,7,11,2,0.5076110655471583,1.0,9,False,False,True
hybrid_270,2018,11,12,8,1,0.1910090408020617,0.0,9,True,False,False
hybrid_270,2018,12,10,12,1,0.8505762757318871,1.0,9,False,False,True
hybrid_270,2018,13,12,16,1,0.06165254109457985,1.0,9,False,False,True
hybrid_270,2018,14,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2018,15,12,12,2,0.07549901460632313,1.0,9,False,True,False
hybrid_270,2018,16,11,8,1,0.2560657471224116,1.0,9,True,False,False
hybrid_270,2018,17,14,13,2,0.1849979157606586,1.0,9,True,False,False
hybrid_270,2018,18,15,12,2,0.6437719330447164,1.0,9,True,False,False
hybrid_270,2018,19,18,18,0,0.0,0.0,9,False,True,False
hybrid_270,2018,20,4,4,0,0.0,0.0,9,False,True,False
hybrid_270,2018,21,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2018,22,10,10,0,0.0,0.0,9,False,True,False
hybrid_270,2018,23,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2018,24,12,14,1,0.6623665953715009,1.0,9,False,False,True
hybrid_270,2018,25,17,17,0,0.0,0.0,9,False,True,False
hybrid_270,2018,26,15,15,0,0.0,0.0,9,False,True,False
hybrid_270,2018,27,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2018,28,11,11,2,0.6281243800161621,0.0,9,False,True,False
hybrid_270,2018,29,18,18,0,0.0,0.0,9,False,True,False
hybrid_270,2018,30,18,18,0,0.0,0.0,9,False,True,False
hybrid_270,2018,31,2,4,1,0.9310577413175039,0.0,9,False,False,True
hybrid_270,2018,32,6,8,1,0.9486190084021231,0.0,9,False,False,True
hybrid_270,2018,33,2,4,1,0.5127128431458844,1.0,9,False,False,True
hybrid_270,2018,34,12,14,1,0.6614319874286616,1.0,9,False,False,True
hybrid_270,2019,1,13,15,1,0.4073844056228668,0.0,9,False,False,True
hybrid_270,2019,2,17,15,1,0.3505890511819618,0.0,9,True,False,False
hybrid_270,2019,3,13,13,0,0.0,0.0,9,False,True,False
hybrid_270,2019,4,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2019,5,16,18,1,0.6624766606800855,1.0,9,False,False,True
hybrid_270,2019,6,7,11,1,0.2152594489160805,1.0,9,False,False,True
hybrid_270,2019,7,8,8,1,0.21266894935209502,0.0,9,False,True,False
hybrid_270,2019,8,12,7,2,0.1279277907289964,0.0,9,True,False,False
hybrid_270,2019,9,9,8,2,0.6880310921672683,0.0,9,True,False,False
hybrid_270,2019,10,11,9,1,0.15959160722029386,0.0,9,True,False,False
hybrid_270,2019,11,15,8,2,0.168134561549389,0.0,9,True,False,False
hybrid_270,2019,12,4,4,1,0.33985340593411517,1.0,9,False,True,False
hybrid_270,2019,13,11,11,1,0.6884308148912367,0.0,9,False,True,False
hybrid_270,2019,14,14,14,1,0.865003346049969,1.0,9,False,True,False
hybrid_270,2019,15,13,16,1,0.5325932868604883,0.0,9,False,False,True
hybrid_270,2019,16,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2019,17,10,13,2,0.5122128999524904,0.0,9,False,False,True
hybrid_270,2019,18,12,12,0,0.0,0.0,9,False,True,False
hybrid_270,2019,19,12,10,1,0.1521897408039392,0.0,9,True,False,False
hybrid_270,2019,20,15,13,2,0.9462907017137473,0.0,9,True,False,False
hybrid_270,2019,21,6,9,1,0.10162346098576214,0.0,9,False,False,True
hybrid_270,2019,22,15,15,0,0.0,0.0,9,False,True,False
hybrid_270,2019,23,10,10,0,0.0,0.0,9,False,True,False
hybrid_270,2019,24,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2019,25,14,14,1,0.2990194297308336,0.0,9,False,True,False
hybrid_270,2019,26,14,14,0,0.0,0.0,9,False,True,False
hybrid_270,2019,27,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2019,28,5,5,0,0.0,0.0,9,False,True,False
hybrid_270,2019,29,16,16,0,0.0,0.0,9,False,True,False
hybrid_270,2019,30,7,7,0,0.0,0.0,9,False,True,False
hybrid_270,2019,31,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2019,32,15,15,0,0.0,0.0,9,False,True,False
hybrid_270,2019,33,11,11,1,0.682657714116833,0.0,9,False,True,False
hybrid_270,2019,34,22,20,1,0.6858999562702929,0.0,9,True,False,False
hybrid_270,2020,1,12,9,1,0.10080948218923902,0.0,9,True,False,False
hybrid_270,2020,2,5,0,2,0.24418910728266852,0.0,9,True,False,False
hybrid_270,2020,3,10,18,2,0.654171210962287,0.0,9,False,False,True
hybrid_270,2020,4,10,14,1,0.011600400992240578,0.0,9,False,False,True
hybrid_270,2020,5,11,14,1,0.7166338653169853,1.0,9,False,False,True
hybrid_270,2020,6,8,8,0,0.0,0.0,9,False,True,False
hybrid_270,2020,7,12,16,2,0.7741505881988218,1.0,9,False,False,True
