policy,form,book_weight,season,games,log_loss,outcome_log_loss,brier_score,points,rounds,mean,maximum,at_least_18,at_least_20,at_least_22,at_least_24
fixed_270,none,1.0,2025,306,3.077058580100061,0.952704777472359,0.5626763812334791,437,34,12.852941176470589,21,5,3,0,0
fixed_270,residual_005,0.0,2011,306,2.9751781744593866,0.9976660994702478,0.5954760245497747,401,34,11.794117647058824,19,1,0,0,0
fixed_270,residual_005,0.0,2012,306,3.0139177278603357,0.9833081415787767,0.584493058160852,412,34,12.117647058823529,20,5,2,0,0
fixed_270,residual_005,0.0,2013,306,3.0811059781243424,0.9546351239180834,0.5637692023485447,407,34,11.970588235294118,23,4,3,2,0
fixed_270,residual_005,0.0,2014,306,2.9844065631780183,1.0259127477420924,0.6111024625952758,391,34,11.5,18,2,0,0,0
fixed_270,residual_005,0.0,2015,306,2.9783773543645258,0.9967579336870532,0.5945297886334849,388,34,11.411764705882353,18,1,0,0,0
fixed_270,residual_005,0.0,2016,306,2.9776280118443412,0.9984563367374482,0.5989174925660309,406,34,11.941176470588236,24,3,2,1,1
fixed_270,residual_005,0.0,2017,306,2.9316478426737262,1.0162461930657893,0.607569901283357,390,34,11.470588235294118,18,2,0,0,0
fixed_270,residual_005,0.0,2018,306,3.145339285424706,0.9838731715235286,0.5845989994217791,408,34,12.0,22,4,1,1,0
fixed_270,residual_005,0.0,2019,306,3.1513762998265054,0.9963708326346374,0.5943687743601094,393,34,11.558823529411764,22,4,2,1,0
fixed_270,residual_005,0.0,2020,306,2.9858312318879388,1.010229311479471,0.6026914112435294,389,34,11.441176470588236,19,2,0,0,0
fixed_270,residual_005,0.0,2021,306,3.0550293017190526,1.0072374355447884,0.5997350514946462,406,34,11.941176470588236,18,3,0,0,0
fixed_270,residual_005,0.0,2022,306,3.1332685813717207,1.0079830031613635,0.6034309956549287,405,34,11.911764705882353,23,3,1,1,0
fixed_270,residual_005,0.0,2023,306,3.064166767414793,0.972989366034937,0.5815570383511525,396,34,11.647058823529411,23,3,3,2,0
fixed_270,residual_005,0.0,2024,306,3.118027697865371,1.0257167180242277,0.6132325166046009,382,34,11.235294117647058,19,4,0,0,0
fixed_270,residual_005,0.0,2025,306,3.1041309673950104,0.9793396865700928,0.5784241051352774,418,34,12.294117647058824,25,4,2,1,1
fixed_270,residual_005,0.5,2011,306,2.973349157045958,0.9958370820568185,0.5941284794178172,400,34,11.764705882352942,19,3,0,0,0
fixed_270,residual_005,0.5,2012,306,3.0110806407784434,0.9804710544968843,0.582439188810996,435,34,12.794117647058824,21,5,3,0,0
fixed_270,residual_005,0.5,2013,306,3.0715368482771637,0.9450659940709051,0.5583790702568636,418,34,12.294117647058824,23,4,1,1,0
fixed_270,residual_005,0.5,2014,306,2.968073722393837,1.0095799069579112,0.6026207485468962,414,34,12.176470588235293,20,3,1,0,0
fixed_270,residual_005,0.5,2015,306,2.963695210804861,0.9820757901273884,0.5847282295372329,396,34,11.647058823529411,18,3,0,0,0
fixed_270,residual_005,0.5,2016,306,2.9736201373287865,0.9944484622218935,0.5965483595632631,399,34,11.735294117647058,20,4,1,0,0
fixed_270,residual_005,0.5,2017,306,2.9189046750788443,1.0035030254709074,0.5997855964343262,399,34,11.735294117647058,18,2,0,0,0
fixed_270,residual_005,0.5,2018,306,3.1326730487169936,0.9712069348158163,0.5766985022395701,405,34,11.911764705882353,18,2,0,0,0
fixed_270,residual_005,0.5,2019,306,3.1344373822751797,0.9794319150833118,0.5835276214520843,411,34,12.088235294117647,20,4,1,0,0
fixed_270,residual_005,0.5,2020,306,2.9726562902730986,0.9970543698646311,0.5940115889482235,382,34,11.235294117647058,19,1,0,0,0
fixed_270,residual_005,0.5,2021,306,3.0416396062042135,0.9938477400299487,0.5914048247116759,374,34,11.0,18,1,0,0,0
fixed_270,residual_005,0.5,2022,306,3.1240899689496286,0.9988043907392716,0.597074469873413,417,34,12.264705882352942,23,4,1,1,0
fixed_270,residual_005,0.5,2023,306,3.0468021656663744,0.955624764286518,0.5678677204621247,410,34,12.058823529411764,22,3,2,1,0
fixed_270,residual_005,0.5,2024,306,3.0969019898128987,1.0045910099717557,0.6001797176979081,403,34,11.852941176470589,23,4,2,1,0
fixed_270,residual_005,0.5,2025,306,3.086998054225758,0.9622067734008406,0.5687845518220177,433,34,12.735294117647058,25,5,2,1,1
fixed_270,residual_005,1.0,2011,306,2.9759034153259845,0.9983913403368454,0.5955429512047274,390,34,11.470588235294118,19,2,0,0,0
fixed_270,residual_005,1.0,2012,306,3.0198845066717896,0.9892749203902308,0.5890123377315373,406,34,11.941176470588236,20,4,2,0,0
fixed_270,residual_005,1.0,2013,306,3.0677831830219833,0.9413123288157245,0.5562965422249653,423,34,12.441176470588236,23,4,1,1,0
fixed_270,residual_005,1.0,2014,306,2.9603631943436093,1.0018693789076831,0.59854510379583,408,34,12.0,20,4,1,0,0
fixed_270,residual_005,1.0,2015,306,2.9581817419360035,0.9765623212585306,0.5807441494101531,396,34,11.647058823529411,19,2,0,0,0
fixed_270,residual_005,1.0,2016,306,2.9751246991028375,0.9959530239959442,0.5975189531288768,412,34,12.117647058823529,20,3,2,0,0
fixed_270,residual_005,1.0,2017,306,2.911288735824566,0.995887086216629,0.5952808362730977,426,34,12.529411764705882,22,4,2,1,0
fixed_270,residual_005,1.0,2018,306,3.1252129966454927,0.9637468827443155,0.5716778227340811,396,34,11.647058823529411,18,3,0,0,0
fixed_270,residual_005,1.0,2019,306,3.123897689563029,0.9688922223711607,0.5765776564402615,394,34,11.588235294117647,20,2,1,0,0
fixed_270,residual_005,1.0,2020,306,2.9640643346379454,0.9884624142294779,0.5877725014628787,396,34,11.647058823529411,20,3,1,0,0
fixed_270,residual_005,1.0,2021,306,3.0360526187947703,0.9882607526205057,0.5871469312177306,384,34,11.294117647058824,17,0,0,0,0
fixed_270,residual_005,1.0,2022,306,3.1212274553455215,0.9959418771351647,0.5944976890319831,404,34,11.882352941176471,23,4,2,1,0
fixed_270,residual_005,1.0,2023,306,3.037868692973607,0.9466912915937507,0.5598108486471135,424,34,12.470588235294118,21,4,1,0,0
fixed_270,residual_005,1.0,2024,306,3.0823398384193332,0.9900288585781899,0.5912994385243137,416,34,12.235294117647058,23,5,2,1,0
fixed_270,residual_005,1.0,2025,306,3.0773696108663624,0.9525783300414453,0.5625802695053679,435,34,12.794117647058824,21,5,3,0,0
fixed_270,residual_010,0.0,2011,306,2.9745049423130223,0.9970895229640009,0.5950494254196409,403,34,11.852941176470589,19,2,0,0,0
fixed_270,residual_010,0.0,2012,306,3.0172175796562297,0.9845670074579115,0.5853200008206262,421,34,12.382352941176471,22,4,2,1,0
fixed_270,residual_010,0.0,2013,306,3.0822763507010564,0.9551641864964532,0.5637753244810074,416,34,12.235294117647058,23,5,3,2,0
fixed_270,residual_010,0.0,2014,306,2.98445821114475,1.0259724616432457,0.611231802141316,387,34,11.382352941176471,18,2,0,0,0
fixed_270,residual_010,0.0,2015,306,2.981628629032368,0.9996344612831441,0.5965265071226854,390,34,11.470588235294118,18,1,0,0,0
fixed_270,residual_010,0.0,2016,306,2.9773091865275485,0.9980420782581645,0.5985678294668566,407,34,11.970588235294118,25,4,2,1,1
fixed_270,residual_010,0.0,2017,306,2.9325186729113706,1.0169137666896022,0.6081855880278182,382,34,11.235294117647058,18,1,0,0,0
fixed_270,residual_010,0.0,2018,306,3.1453454960197944,0.9834449191757589,0.5846074239663596,417,34,12.264705882352942,22,4,2,2,0
fixed_270,residual_010,0.0,2019,306,3.1514766796031806,0.9967485158421119,0.5947483063320871,385,34,11.323529411764707,21,4,2,0,0
fixed_270,residual_010,0.0,2020,306,2.985354633060408,1.0099552664346931,0.60267561965613,386,34,11.352941176470589,19,2,0,0,0
fixed_270,residual_010,0.0,2021,306,3.0565688771261947,1.0084614314095375,0.6001090654878215,403,34,11.852941176470589,18,2,0,0,0
fixed_270,residual_010,0.0,2022,306,3.1352952736761193,1.0102861330009292,0.604642544352987,403,34,11.852941176470589,23,3,1,1,0
fixed_270,residual_010,0.0,2023,306,3.0633870690060587,0.971647412663676,0.5807954639894257,395,34,11.617647058823529,23,3,3,2,0
fixed_270,residual_010,0.0,2024,306,3.1191985480706856,1.0268580842691355,0.6138984008419319,371,34,10.911764705882353,19,3,0,0,0
fixed_270,residual_010,0.0,2025,306,3.1055206381169795,0.9801057358200894,0.5786729623893571,418,34,12.294117647058824,25,5,2,1,1
fixed_270,residual_010,0.5,2011,306,2.9728032236708493,0.9953878043218278,0.5938046790287514,398,34,11.705882352941176,19,3,0,0,0
fixed_270,residual_010,0.5,2012,306,3.0135707847885085,0.9809202125901901,0.5827114169812427,432,34,12.705882352941176,22,6,3,1,0
fixed_270,residual_010,0.5,2013,306,3.072470263260114,0.9453580990555107,0.5584288275978853,423,34,12.441176470588236,23,5,1,1,0
fixed_270,residual_010,0.5,2014,306,2.9679482615116255,1.009462512010121,0.6025755809411897,418,34,12.294117647058824,20,3,1,0,0
fixed_270,residual_010,0.5,2015,306,2.965512893797162,0.9835187260479378,0.5857247251394171,408,34,12.0,19,4,0,0,0
fixed_270,residual_010,0.5,2016,306,2.973391655043797,0.9941245467744132,0.5963021182783292,403,34,11.852941176470589,20,4,1,0,0
fixed_270,residual_010,0.5,2017,306,2.919387091767105,1.0037821855453368,0.6000533555104643,396,34,11.647058823529411,18,2,0,0,0
fixed_270,residual_010,0.5,2018,306,3.1327194881425737,0.9708189112985386,0.5765813172011474,410,34,12.058823529411764,18,2,0,0,0
fixed_270,residual_010,0.5,2019,306,3.134254129508201,0.979525965747132,0.5836537534279612,409,34,12.029411764705882,20,3,1,0,0
fixed_270,residual_010,0.5,2020,306,2.9720750102608537,0.9966756436351389,0.593803862751366,377,34,11.088235294117647,19,1,0,0,0
fixed_270,residual_010,0.5,2021,306,3.042408002854719,0.9943005571380624,0.5915333521988966,375,34,11.029411764705882,18,1,0,0,0
fixed_270,residual_010,0.5,2022,306,3.124768321542852,0.9997591808676615,0.5975706463043972,407,34,11.970588235294118,23,3,1,1,0
fixed_270,residual_010,0.5,2023,306,3.046693685567516,0.9549540292251333,0.5674892078127541,411,34,12.088235294117647,22,3,2,1,0
fixed_270,residual_010,0.5,2024,306,3.0974664998197645,1.0051260360182142,0.6005328306120644,400,34,11.764705882352942,23,4,2,2,0
fixed_270,residual_010,0.5,2025,306,3.0878575032369473,0.9624426009400566,0.5688482533858805,432,34,12.705882352941176,25,5,2,1,1
fixed_270,residual_010,1.0,2011,306,2.9758130020427376,0.9983975826937159,0.5955514150961753,388,34,11.411764705882353,19,2,0,0,0
fixed_270,residual_010,1.0,2012,306,3.021925492588549,0.9892749203902308,0.5890123377315373,409,34,12.029411764705882,22,3,2,1,0
fixed_270,residual_010,1.0,2013,306,3.068387833686765,0.941275669482162,0.5562789820590905,424,34,12.470588235294118,23,4,1,1,0
fixed_270,residual_010,1.0,2014,306,2.9603551284091876,1.0018693789076831,0.59854510379583,408,34,12.0,20,4,1,0,0
fixed_270,residual_010,1.0,2015,306,2.9585564890077545,0.9765623212585306,0.5807441494101531,397,34,11.676470588235293,19,2,0,0,0
fixed_270,residual_010,1.0,2016,306,2.9752201322653278,0.9959530239959442,0.5975189531288768,412,34,12.117647058823529,20,3,2,0,0
fixed_270,residual_010,1.0,2017,306,2.911491992438397,0.9958870862166291,0.5952808362730977,424,34,12.470588235294118,22,4,2,1,0
fixed_270,residual_010,1.0,2018,306,3.1256474595883508,0.9637468827443155,0.5716778227340811,398,34,11.705882352941176,18,4,0,0,0
fixed_270,residual_010,1.0,2019,306,3.1236072225584146,0.9688790587973456,0.5765651983827925,394,34,11.588235294117647,20,2,1,0,0
fixed_270,residual_010,1.0,2020,306,2.963719922685349,0.9883205560596342,0.5876688523530109,394,34,11.588235294117647,19,3,0,0,0
fixed_270,residual_010,1.0,2021,306,3.036264846794502,0.988157401077845,0.5870722009953153,382,34,11.235294117647058,17,0,0,0,0
fixed_270,residual_010,1.0,2022,306,3.1209510178103548,0.9959418771351647,0.5944976890319831,404,34,11.882352941176471,23,4,2,1,0
fixed_270,residual_010,1.0,2023,306,3.038375368327424,0.9466357119850417,0.5597943209824726,423,34,12.441176470588236,21,4,1,0,0
fixed_270,residual_010,1.0,2024,306,3.0823693223797397,0.9900288585781899,0.5912994385243137,413,34,12.147058823529411,23,5,2,2,0
fixed_270,residual_010,1.0,2025,306,3.077872415429505,0.9524575131326148,0.5624878697117542,434,34,12.764705882352942,21,5,3,0,0
fixed_270,residual_020,0.0,2011,306,2.9747925184893997,0.9969537622540403,0.5948677987144672,403,34,11.852941176470589,19,3,0,0,0
fixed_270,residual_020,0.0,2012,306,3.0251691075556066,0.987925077667636,0.587541941841163,408,34,12.0,22,3,1,1,0
fixed_270,residual_020,0.0,2013,306,3.0861696683150432,0.9571846714979837,0.5644408866459358,420,34,12.352941176470589,23,5,2,2,0
fixed_270,residual_020,0.0,2014,306,2.9859403812821177,1.0269581461302237,0.6120200777277621,397,34,11.676470588235293,20,3,1,0,0
fixed_270,residual_020,0.0,2015,306,2.9895196569573987,1.0062351892302792,0.6010322538200507,383,34,11.264705882352942,18,1,0,0,0
fixed_270,residual_020,0.0,2016,306,2.978145670966411,0.9981664511421883,0.5984692050029629,407,34,11.970588235294118,22,5,2,1,0
fixed_270,residual_020,0.0,2017,306,2.935429379478777,1.0190065139607696,0.6099580666286543,374,34,11.0,18,1,0,0,0
fixed_270,residual_020,0.0,2018,306,3.1475870035273563,0.9840189906753894,0.5854539910815996,411,34,12.088235294117647,24,3,2,2,1
fixed_270,residual_020,0.0,2019,306,3.153672535722642,0.9987352035451837,0.596289640831361,390,34,11.470588235294118,21,4,1,0,0
fixed_270,residual_020,0.0,2020,306,2.986143464880364,1.0105066531353122,0.6034637341515278,373,34,10.970588235294118,19,2,0,0,0
fixed_270,residual_020,0.0,2021,306,3.061263139942203,1.011983482702833,0.6014776104689541,406,34,11.941176470588236,18,2,0,0,0
fixed_270,residual_020,0.0,2022,306,3.1412604781548,1.0161528001686277,0.6078326769756048,408,34,12.0,19,3,0,0,0
fixed_270,residual_020,0.0,2023,306,3.06387587761106,0.9702471240225025,0.5800892470668207,402,34,11.823529411764707,23,3,3,2,0
fixed_270,residual_020,0.0,2024,306,3.1231160325976983,1.0301704813867758,0.6159013450808476,374,34,11.0,23,3,1,1,0
fixed_270,residual_020,0.0,2025,306,3.1098263225555898,0.9825984916718896,0.5797708785501223,425,34,12.5,24,7,3,2,1
fixed_270,residual_020,0.5,2011,306,2.9725806973254345,0.9947419410900753,0.5933295268753284,397,34,11.676470588235293,19,2,0,0,0
fixed_270,residual_020,0.5,2012,306,3.019274546052527,0.9820305161645565,0.5834059953472494,426,34,12.529411764705882,22,4,1,1,0
fixed_270,residual_020,0.5,2013,306,3.0751768429350346,0.9461918461179751,0.558701155998108,428,34,12.588235294117647,23,5,2,2,0
fixed_270,residual_020,0.5,2014,306,2.968438579929513,1.00945634477762,0.6026322480190988,432,34,12.705882352941176,20,5,3,0,0
fixed_270,residual_020,0.5,2015,306,2.9699015580997337,0.9866170903726145,0.5878490234937158,404,34,11.882352941176471,19,3,0,0,0
fixed_270,residual_020,0.5,2016,306,2.9736973984599233,0.993718178635701,0.5959653216945994,407,34,11.970588235294118,20,4,1,0,0
fixed_270,residual_020,0.5,2017,306,2.9209604409271703,1.0045375754091628,0.6007353411916994,397,34,11.676470588235293,18,2,0,0,0
fixed_270,residual_020,0.5,2018,306,3.1339848035372033,0.9704167906852366,0.5765744347811551,416,34,12.235294117647058,20,2,1,0,0
fixed_270,residual_020,0.5,2019,306,3.134964459982303,0.9800271278048447,0.5841130307254415,406,34,11.941176470588236,19,3,0,0,0
fixed_270,residual_020,0.5,2020,306,2.971834713393889,0.9961979016488371,0.593602627709126,382,34,11.235294117647058,19,1,0,0,0
fixed_270,residual_020,0.5,2021,306,3.0447841056740175,0.9955044484346472,0.5919739504539797,372,34,10.941176470588236,18,1,0,0,0
fixed_270,residual_020,0.5,2022,306,3.127099989327963,1.0019923113417906,0.5987703096223106,403,34,11.852941176470589,23,3,1,1,0
fixed_270,residual_020,0.5,2023,306,3.0475806306933357,0.9539518771047779,0.5669613205052229,415,34,12.205882352941176,22,3,2,1,0
fixed_270,residual_020,0.5,2024,306,3.099404534292957,1.0064589830820345,0.6014177926972556,401,34,11.794117647058824,23,4,2,2,0
fixed_270,residual_020,0.5,2025,306,3.0904041127437427,0.9631762818600426,0.5691441266674684,434,34,12.764705882352942,24,6,3,2,1
fixed_270,residual_020,1.0,2011,306,2.9762530195439596,0.9984142633086006,0.5955729010033352,388,34,11.411764705882353,19,1,0,0,0
fixed_270,residual_020,1.0,2012,306,3.0265189502782017,0.9892749203902308,0.5890123377315373,405,34,11.911764705882353,22,3,1,1,0
fixed_270,residual_020,1.0,2013,306,3.0701912257441917,0.9412062289271325,0.5562473346353808,425,34,12.5,23,4,1,1,0
fixed_270,residual_020,1.0,2014,306,2.9608516140595764,1.0018693789076831,0.59854510379583,417,34,12.264705882352942,20,4,1,0,0
fixed_270,residual_020,1.0,2015,306,2.95984678898565,0.9765623212585306,0.5807441494101531,397,34,11.676470588235293,18,1,0,0,0
fixed_270,residual_020,1.0,2016,306,2.9759322438201665,0.9959530239959442,0.5975189531288768,410,34,12.058823529411764,20,3,2,0,0
fixed_270,residual_020,1.0,2017,306,2.912309951734636,0.995887086216629,0.5952808362730977,423,34,12.441176470588236,22,4,2,1,0
fixed_270,residual_020,1.0,2018,306,3.127314895596282,0.9637468827443155,0.5716778227340811,402,34,11.823529411764707,20,4,1,0,0
fixed_270,residual_020,1.0,2019,306,3.123802345805211,0.9688650136277529,0.5765505656439205,395,34,11.617647058823529,19,2,0,0,0
fixed_270,residual_020,1.0,2020,306,2.963681891895883,0.9880450801508311,0.5874680890336665,392,34,11.529411764705882,18,2,0,0,0
fixed_270,residual_020,1.0,2021,306,3.037234156864652,0.9879544996252818,0.5869255018936822,377,34,11.088235294117647,16,0,0,0,0
fixed_270,residual_020,1.0,2022,306,3.121049555121337,0.9959418771351647,0.5944976890319831,400,34,11.764705882352942,23,4,2,1,0
fixed_270,residual_020,1.0,2023,306,3.040169955491109,0.946541201902551,0.5597738082983205,423,34,12.441176470588236,21,4,1,0,0
fixed_270,residual_020,1.0,2024,306,3.082974409789112,0.9900288585781899,0.5912994385243137,407,34,11.970588235294118,23,5,2,2,0
fixed_270,residual_020,1.0,2025,306,3.079460276352641,0.9522324454689403,0.5623150709596946,431,34,12.676470588235293,22,6,3,1,0
fixed_420,legacy,0.0,2011,306,2.9828315300585304,1.002111779374748,0.5978976754630217,385,34,11.323529411764707,19,2,0,0,0
fixed_420,legacy,0.0,2012,306,3.000581526341674,0.9837590496809806,0.5853766406424054,427,34,12.558823529411764,20,4,1,0,0
fixed_420,legacy,0.0,2013,306,3.07313310190031,0.9498738592348857,0.5603187079365277,406,34,11.941176470588236,23,3,1,1,0
fixed_420,legacy,0.0,2014,306,2.975989716327744,1.0273177290716538,0.6125165307622722,386,34,11.352941176470589,18,2,0,0,0
fixed_420,legacy,0.0,2015,306,2.9684695753411385,0.9909651804590622,0.5909451777653334,390,34,11.470588235294118,18,3,0,0,0
fixed_420,legacy,0.0,2016,306,2.975095626960572,1.0027976839901225,0.6019820497228171,397,34,11.676470588235293,20,2,1,0,0
fixed_420,legacy,0.0,2017,306,2.9336921975422543,1.0156144303500516,0.606937997134261,380,34,11.176470588235293,18,2,0,0,0
fixed_420,legacy,0.0,2018,306,3.135975688871041,0.9792622923787291,0.5811151819281096,411,34,12.088235294117647,18,3,0,0,0
fixed_420,legacy,0.0,2019,306,3.143796420768472,0.9951043242069207,0.5930237923134997,413,34,12.147058823529411,22,4,2,1,0
fixed_420,legacy,0.0,2020,306,2.9854258455186957,1.0104000554698274,0.6028547457350715,371,34,10.911764705882353,16,0,0,0,0
fixed_420,legacy,0.0,2021,306,3.0505214923577837,1.0090756327456303,0.6005541851262364,386,34,11.352941176470589,18,1,0,0,0
fixed_420,legacy,0.0,2022,306,3.1235846001815593,1.0066932602640355,0.6018530521502148,402,34,11.823529411764707,23,3,2,1,0
fixed_420,legacy,0.0,2023,306,3.064250819609622,0.9771675657552297,0.5839180990510002,396,34,11.647058823529411,23,3,3,1,0
fixed_420,legacy,0.0,2024,306,3.108598424718657,1.0222729013764738,0.6104103720588406,379,34,11.147058823529411,23,5,1,1,0
fixed_420,legacy,0.0,2025,306,3.09136409898843,0.9741981809258207,0.5750734746962026,429,34,12.617647058823529,25,4,2,1,1
fixed_420,legacy,0.5,2011,306,2.978700794128994,0.9979810434452123,0.5952969198545263,402,34,11.823529411764707,21,3,1,0,0
fixed_420,legacy,0.5,2012,306,2.998396768620151,0.9815742919594576,0.583441175414521,438,34,12.882352941176471,21,5,2,0,0
fixed_420,legacy,0.5,2013,306,3.0659510975268742,0.9426918548614499,0.556652554481377,418,34,12.294117647058824,23,4,2,1,0
fixed_420,legacy,0.5,2014,306,2.9593975784561057,1.0107255912000153,0.6035271498279379,414,34,12.176470588235293,20,4,1,0,0
fixed_420,legacy,0.5,2015,306,2.957140414112823,0.9796360192307465,0.5832570197698683,397,34,11.676470588235293,18,4,0,0,0
fixed_420,legacy,0.5,2016,306,2.968756753028635,0.9964588100581858,0.5980134267015262,398,34,11.705882352941176,20,2,1,0,0
fixed_420,legacy,0.5,2017,306,2.921192827997723,1.00311506080552,0.5994276856951112,398,34,11.705882352941176,18,2,0,0,0
fixed_420,legacy,0.5,2018,306,3.1260090086507955,0.9692956121584843,0.5752690877526245,407,34,11.970588235294118,18,3,0,0,0
fixed_420,legacy,0.5,2019,306,3.1276579734160204,0.9789658768544687,0.5830705715496756,411,34,12.088235294117647,20,3,1,0,0
fixed_420,legacy,0.5,2020,306,2.972223118400701,0.9971973283518324,0.5942099323644766,389,34,11.441176470588236,18,1,0,0,0
fixed_420,legacy,0.5,2021,306,3.035652655092667,0.9942067954805137,0.5915575477122238,369,34,10.852941176470589,18,1,0,0,0
fixed_420,legacy,0.5,2022,306,3.115112005978495,0.9982206660609714,0.5963552353707798,407,34,11.970588235294118,23,4,2,1,0
fixed_420,legacy,0.5,2023,306,3.0444887869085178,0.9574055330541251,0.5689538873720511,405,34,11.911764705882353,21,3,2,0,0
fixed_420,legacy,0.5,2024,306,3.0892294297149756,1.0029039063727927,0.5988810301736742,407,34,11.970588235294118,23,5,2,1,0
fixed_420,legacy,0.5,2025,306,3.0766908565281548,0.9595249384655454,0.5669960831250006,434,34,12.764705882352942,25,5,2,1,1
fixed_420,legacy,1.0,2011,306,2.978863308837354,0.998143558153572,0.5954008302343382,388,34,11.411764705882353,18,2,0,0,0
fixed_420,legacy,1.0,2012,306,3.0060973970509246,0.9892749203902308,0.5890123377315373,405,34,11.911764705882353,20,4,1,0,0
fixed_420,legacy,1.0,2013,306,3.064630219982545,0.94137097731712,0.5563248165719539,420,34,12.352941176470589,23,4,1,1,0
fixed_420,legacy,1.0,2014,306,2.950541366163774,1.0018693789076831,0.59854510379583,414,34,12.176470588235293,20,5,2,0,0
fixed_420,legacy,1.0,2015,306,2.954066716140607,0.9765623212585306,0.5807441494101531,398,34,11.705882352941176,19,3,0,0,0
fixed_420,legacy,1.0,2016,306,2.9682509669663935,0.9959530239959442,0.5975189531288768,398,34,11.705882352941176,20,2,1,0,0
fixed_420,legacy,1.0,2017,306,2.9139648534088316,0.995887086216629,0.5952808362730977,422,34,12.411764705882353,21,4,1,0,0
fixed_420,legacy,1.0,2018,306,3.120460279236627,0.9637468827443155,0.5716778227340811,396,34,11.647058823529411,18,3,0,0,0
fixed_420,legacy,1.0,2019,306,3.117841421206648,0.9691493246450964,0.5767662532325724,393,34,11.558823529411764,20,2,1,0,0
fixed_420,legacy,1.0,2020,306,2.9636708343758538,0.9886450443269856,0.5879089986165086,396,34,11.647058823529411,19,4,0,0,0
fixed_420,legacy,1.0,2021,306,3.0293268407704943,0.9878809811583413,0.5868717194760111,384,34,11.294117647058824,17,0,0,0,0
fixed_420,legacy,1.0,2022,306,3.112833217052688,0.9959418771351647,0.5944976890319831,401,34,11.794117647058824,23,4,3,1,0
fixed_420,legacy,1.0,2023,306,3.0337669274163885,0.9466836735619963,0.5597900376607542,428,34,12.588235294117647,21,3,1,0,0
fixed_420,legacy,1.0,2024,306,3.0763543819203725,0.9900288585781899,0.5912994385243137,415,34,12.205882352941176,23,5,2,1,0
fixed_420,legacy,1.0,2025,306,3.0697623677306343,0.952596449668025,0.5626068548924935,433,34,12.735294117647058,21,5,3,0,0
fixed_420,none,0.0,2011,306,2.986410423860912,1.0033768590674361,0.5986826856619192,395,34,11.617647058823529,19,2,0,0,0
fixed_420,none,0.0,2012,306,2.9991278282708747,0.9824610888098405,0.5845068068533856,439,34,12.911764705882353,20,4,2,0,0
fixed_420,none,0.0,2013,306,3.0736606747318915,0.9528179550641352,0.5628258355846762,419,34,12.323529411764707,23,2,1,1,0
fixed_420,none,0.0,2014,306,2.9743321884960956,1.0252380123581595,0.6110904463261282,401,34,11.794117647058824,18,2,0,0,0
fixed_420,none,0.0,2015,306,2.9634625071186766,0.9879672934837817,0.58861886563203,395,34,11.617647058823529,18,2,0,0,0
fixed_420,none,0.0,2016,306,2.974525895501362,1.0007206634380421,0.6007210634861648,396,34,11.647058823529411,22,5,3,1,0
fixed_420,none,0.0,2017,306,2.9316379856867067,1.0141475357964842,0.6057265854617327,386,34,11.352941176470589,18,2,0,0,0
fixed_420,none,0.0,2018,306,3.1356345345696566,0.9792136015270861,0.5812977105769466,407,34,11.970588235294118,18,3,0,0,0
fixed_420,none,0.0,2019,306,3.145407523508467,0.9948543574593286,0.5933518035250253,412,34,12.117647058823529,22,6,2,1,0
fixed_420,none,0.0,2020,306,2.9881976666636603,1.0105417978646352,0.6032385613865409,389,34,11.441176470588236,18,1,0,0,0
fixed_420,none,0.0,2021,306,3.045322402895355,1.0035243423894922,0.5979870637886862,374,34,11.0,18,1,0,0,0
fixed_420,none,0.0,2022,306,3.1190033982481316,1.0033923819353159,0.6002256462073456,400,34,11.764705882352942,23,3,2,1,0
fixed_420,none,0.0,2023,306,3.066746441235781,0.980362433756129,0.585900207012675,390,34,11.470588235294118,21,3,2,0,0
fixed_420,none,0.0,2024,306,3.106998969821016,1.0211412498730437,0.6102367446383293,382,34,11.235294117647058,23,5,1,1,0
fixed_420,none,0.0,2025,306,3.0915800801630784,0.975165892021528,0.5763690806896428,426,34,12.529411764705882,25,3,2,1,1
fixed_420,none,0.5,2011,306,2.9816251465214934,0.9985915817280179,0.5957227627110637,405,34,11.911764705882353,21,3,1,0,0
fixed_420,none,0.5,2012,306,2.997896565324599,0.9812298258635649,0.5832523952807132,457,34,13.441176470588236,21,5,3,0,0
fixed_420,none,0.5,2013,306,3.065135417691352,0.9442926980235956,0.5578792861858742,428,34,12.588235294117647,23,4,2,1,0
fixed_420,none,0.5,2014,306,2.9590678681540585,1.0099736920161222,0.6028847214129494,422,34,12.411764705882353,19,4,0,0,0
fixed_420,none,0.5,2015,306,2.9535355862451405,0.9780403726102457,0.582002082750798,389,34,11.441176470588236,18,4,0,0,0
fixed_420,none,0.5,2016,306,2.9694113211588626,0.995606089095543,0.5974173783164635,395,34,11.617647058823529,20,3,1,0,0
fixed_420,none,0.5,2017,306,2.920052341786778,1.002561891896555,0.5989032153564776,401,34,11.794117647058824,18,2,0,0,0
fixed_420,none,0.5,2018,306,3.1257127859126577,0.9692918528700873,0.575301808057344,405,34,11.911764705882353,18,3,0,0,0
fixed_420,none,0.5,2019,306,3.1294442634126325,0.9788910973634942,0.5831654262522429,415,34,12.205882352941176,20,4,1,0,0
fixed_420,none,0.5,2020,306,2.9750742986297722,0.9974184298307476,0.5944496141454598,391,34,11.5,18,1,0,0,0
